index,pred_class,true_bbox,cam_bboxes,efficientnet_adv_iou
great_pyrenees_99,15,"[0.448, 72.80000000000001, 177.40800000000002, 123.2]","[68, 60, 95, 93]",0.3302175887297564
staffordshire_bull_terrier_5,34,"[46.0, 21.056, 119.168, 202.94400000000002]","[48, 21, 130, 102]",0.468417335062598
saint_bernard_23,28,"[2.24, 39.263999999999996, 212.8, 157.696]","[68, 44, 156, 78]",0.3348004107169013
havanese_40,16,"[16.128, 41.032, 184.12800000000001, 142.016]","[99, 39, 125, 91]",0.3159165748693582
Siamese_78,32,"[37.896, 4.48, 123.648, 219.52]","[63, 16, 98, 114]",0.411594665039929
yorkshire_terrier_33,36,"[37.184, 71.49600000000001, 181.44, 69.44]","[30, 62, 104, 75]",0.45113990213644645
american_pit_bull_terrier_51,2,"[78.176, 30.912, 65.856, 142.912]","[63, 26, 97, 93]",0.45925885459861077
Russian_Blue_237,9,"[57.120000000000005, 32.85333333333333, 90.34666666666666, 156.05333333333334]","[68, 31, 91, 104]",0.5255368722800962
pomeranian_36,24,"[1.792, 51.232, 157.248, 125.44]","[28, 57, 111, 89]",0.5008317000105903
english_cocker_spaniel_59,12,"[41.664, 89.75999999999999, 85.12, 98.56]","[54, 73, 91, 92]",0.4852628253256768
Maine_Coon_69,5,"[8.96, 78.664, 101.696, 78.848]","[0, 63, 94, 86]",0.590977488148512
Bombay_91,7,"[39.424, 36.064, 184.576, 158.592]","[59, 55, 131, 129]",0.5773039112952651
boxer_68,8,"[59.584, 41.928, 135.296, 144.704]","[82, 41, 109, 108]",0.5930602946703479
american_bulldog_70,8,"[24.192, 29.792, 133.952, 157.248]","[33, 58, 123, 92]",0.5372279582444418
basset_hound_80,3,"[37.0, 78.848, 101.696, 83.776]","[70, 63, 91, 85]",0.41293251453236685
Persian_272,23,"[30.270270270270274, 37.513513513513516, 190.2702702702703, 152.21621621621622]","[28, 31, 103, 102]",0.32222320188257264
Ragdoll_208,6,"[10.224066390041495, 12.929460580912863, 213.7759336099585, 196.11618257261412]","[0, 21, 112, 98]",0.2323495636052158
Sphynx_95,33,"[28.448, 0.448, 134.848, 170.24]","[48, 0, 102, 133]",0.5877825828174689
Siamese_94,32,"[60.928000000000004, 35.616, 137.088, 159.936]","[64, 61, 98, 98]",0.4380326476996027
Maine_Coon_53,20,"[63.392, 20.608, 84.224, 191.744]","[66, 39, 87, 108]",0.5268406464243348
Abyssinian_204,0,"[35.21333333333333, 26.880000000000003, 141.86666666666667, 192.64000000000001]","[74, 48, 98, 112]",0.4016217870257037
shiba_inu_53,31,"[85.12, 60.744, 138.88, 113.792]","[73, 59, 100, 87]",0.4404348669565135
Bombay_24,7,"[25.200000000000003, 50.800000000000004, 181.60000000000002, 167.20000000000002]","[93, 56, 131, 99]",0.35134059661351846
leonberger_59,19,"[102.144, 28.0, 89.60000000000001, 130.816]","[98, 52, 95, 98]",0.7167816503897504
shiba_inu_204,14,"[50.176, 58.056, 67.2, 115.136]","[59, 90, 77, 75]",0.47933316657067315
chihuahua_59,10,"[24.192, 37.0, 124.544, 148.736]","[36, 70, 104, 113]",0.6344141707779585
chihuahua_31,21,"[95.24000000000001, 46.144, 64.06400000000001, 159.04]","[98, 86, 72, 87]",0.47965722014552753
newfoundland_195,22,"[65.856, 67.912, 157.248, 117.376]","[63, 63, 97, 96]",0.4467802029876495
english_cocker_spaniel_29,12,"[37.0, 0.0, 148.288, 224.0]","[46, 50, 152, 117]",0.4695937760850277
chihuahua_19,10,"[33.152, 18.648, 190.4, 197.568]","[55, 68, 103, 94]",0.2573839910113705
scottish_terrier_70,30,"[48.448, 8.064, 126.784, 215.488]","[73, 26, 97, 101]",0.3585961051019733
miniature_pinscher_44,21,"[96.32000000000001, 32.032, 56.448, 110.656]","[82, 40, 81, 88]",0.5908756305459678
newfoundland_198,22,"[15.232000000000001, 31.36, 166.656, 165.76]","[0, 68, 141, 98]",0.42329207664868773
scottish_terrier_81,30,"[42.336, 34.944, 132.608, 141.12]","[92, 45, 95, 88]",0.36911408864408457
english_cocker_spaniel_37,12,"[54.472, 21.504, 115.136, 190.4]","[64, 28, 95, 96]",0.41602244010444644
miniature_pinscher_81,0,"[43.456, 54.576, 112.896, 102.592]","[53, 54, 99, 89]",0.7521082264827413
Ragdoll_235,32,"[45.54666666666667, 45.17333333333333, 123.94666666666667, 107.52000000000001]","[51, 70, 81, 84]",0.4986500886322287
pomeranian_6,24,"[0.896, 37.448, 223.104, 149.184]","[47, 69, 140, 101]",0.4248345268676594
newfoundland_32,22,"[38.448, 0.0, 146.94400000000002, 210.56]","[74, 0, 112, 124]",0.4453392875330753
Egyptian_Mau_45,11,"[43.92888888888889, 100.05333333333333, 113.99111111111111, 91.09333333333333]","[47, 105, 99, 84]",0.8008605470787356
yorkshire_terrier_194,36,"[72.352, 61.376000000000005, 92.736, 144.256]","[69, 60, 98, 93]",0.607139365580516
american_pit_bull_terrier_202,2,"[59.733333333333334, 69.06666666666666, 108.26666666666667, 116.48]","[36, 52, 124, 106]",0.5295835034966717
wheaten_terrier_6,35,"[38.08, 83.592, 142.912, 84.672]","[70, 82, 93, 78]",0.5801385860344576
yorkshire_terrier_35,36,"[7.6160000000000005, 37.0, 194.88, 147.84]","[37, 59, 147, 94]",0.4796074973876697
newfoundland_51,22,"[54.656, 51.784, 95.872, 129.024]","[72, 41, 93, 116]",0.5546953640454889
great_pyrenees_36,15,"[130.368, 114.464, 93.632, 56.896]","[0, 51, 119, 83]",0.0
Bengal_36,5,"[56.896, 94.304, 90.496, 48.832]","[54, 82, 94, 76]",0.6185751220604702
shiba_inu_65,4,"[77.28, 136.192, 30.912, 66.752]","[56, 118, 84, 74]",0.26320684920495613
Ragdoll_203,26,"[43.73101952277657, 40.03470715835141, 118.07375271149674, 152.08676789587852]","[62, 57, 101, 89]",0.49173538432325137
British_Shorthair_270,9,"[0.0, 75.78666666666666, 223.25333333333333, 108.26666666666667]","[106, 79, 118, 86]",0.4160817790286679
saint_bernard_69,28,"[74.368, 53.984, 143.808, 98.56]","[117, 37, 107, 83]",0.40788020487261056
pug_2,25,"[46.512, 4.48, 115.136, 190.848]","[65, 59, 97, 94]",0.41282738538465175
saint_bernard_7,28,"[71.232, 51.784, 103.936, 133.952]","[58, 37, 99, 88]",0.38395899302937725
beagle_94,4,"[82.88, 80.00800000000001, 56.448, 98.56]","[82, 57, 81, 82]",0.3751864667425622
basset_hound_28,3,"[2.688, 40.24, 112.0, 41.216]","[18, 78, 106, 71]",0.028298835107298706
keeshond_26,18,"[102.368, 119.616, 93.184, 96.768]","[102, 124, 94, 80]",0.8207775785212429
english_setter_199,13,"[22.400000000000002, 28.024, 201.15200000000002, 185.024]","[53, 38, 97, 115]",0.2997209869147484
japanese_chin_94,17,"[83.776, 54.432, 139.328, 138.43200000000002]","[71, 50, 104, 81]",0.33699856019090557
leonberger_71,19,"[1.0, 8.064, 203.84, 202.048]","[72, 21, 125, 101]",0.30654018859438226
newfoundland_199,22,"[57.792, 37.0, 70.336, 148.736]","[49, 62, 95, 96]",0.5263177219015057
american_bulldog_77,1,"[64.96000000000001, 70.152, 159.04, 115.584]","[58, 61, 131, 90]",0.4978325755820162
wheaten_terrier_84,35,"[39.872, 28.0, 184.12800000000001, 168.0]","[54, 50, 107, 94]",0.3251490681430723
Russian_Blue_55,27,"[55.104, 50.44, 150.528, 120.96000000000001]","[67, 53, 93, 93]",0.4750144570477
Russian_Blue_35,27,"[32.256, 65.224, 191.744, 105.28]","[52, 81, 129, 89]",0.5687377527939989
basset_hound_5,3,"[21.952, 40.992000000000004, 108.864, 146.048]","[57, 110, 83, 86]",0.32775751913052303
miniature_pinscher_51,21,"[82.432, 48.2, 78.4, 135.744]","[74, 58, 91, 111]",0.7227348958173461
yorkshire_terrier_71,30,"[87.36, 78.624, 70.784, 82.432]","[78, 68, 86, 85]",0.6680803529406625
japanese_chin_78,17,"[63.168, 48.16, 144.704, 147.392]","[65, 42, 111, 114]",0.5438058896950162
British_Shorthair_241,9,"[6.720000000000001, 57.86666666666667, 193.38666666666668, 73.17333333333333]","[56, 66, 113, 73]",0.4883328330627942
havanese_58,16,"[31.408, 49.28, 162.17600000000002, 174.272]","[42, 67, 134, 85]",0.40300415542163115
havanese_200,16,"[35.84, 37.448, 170.24, 148.288]","[99, 68, 92, 104]",0.3790125129396646
Maine_Coon_76,20,"[47.752, 20.608, 137.088, 203.392]","[63, 38, 108, 101]",0.39121168841986137
beagle_200,4,"[8.96, 61.192, 185.024, 123.2]","[0, 66, 122, 99]",0.47255136864134695
newfoundland_200,22,"[65.408, 69.70400000000001, 97.664, 102.592]","[94, 59, 83, 85]",0.4296970090572046
Birman_52,6,"[79.744, 82.656, 109.76, 101.248]","[64, 72, 96, 90]",0.47573862209762136
Russian_Blue_73,27,"[16.576, 66.568, 139.776, 110.208]","[80, 65, 91, 91]",0.40506987668036337
staffordshire_bull_terrier_97,34,"[70.6, 27.776, 98.56, 163.968]","[67, 25, 106, 94]",0.5247590649787015
basset_hound_81,3,"[31.448, 13.44, 159.936, 210.56]","[58, 20, 121, 140]",0.5030270086758107
beagle_198,2,"[38.792, 2.688, 141.12, 208.32]","[62, 29, 88, 105]",0.31430582985882527
Birman_34,32,"[59.136, 42.824, 164.864, 142.912]","[62, 63, 100, 101]",0.42867370451485765
american_pit_bull_terrier_43,34,"[55.775999999999996, 22.400000000000002, 140.224, 198.016]","[65, 24, 104, 132]",0.4944070279869137
scottish_terrier_72,30,"[41.480000000000004, 16.128, 113.792, 160.832]","[70, 38, 97, 91]",0.4006347797538293
newfoundland_37,22,"[29.568, 46.816, 194.43200000000002, 149.184]","[55, 62, 121, 97]",0.404638417542672
Egyptian_Mau_219,11,"[115.5, 32.5, 88.5, 121.5]","[60, 55, 104, 83]",0.262089620261406
chihuahua_64,10,"[67.31175059952038, 20.412470023980816, 78.96402877697841, 149.8705035971223]","[61, 23, 98, 101]",0.5797310485772447
Bengal_82,5,"[25.536, 7.168, 158.592, 213.696]","[63, 31, 96, 138]",0.39090628256419285
english_setter_26,13,"[69.256, 16.576, 114.24000000000001, 207.424]","[66, 27, 94, 143]",0.537063955153508
samoyed_88,29,"[70.336, 69.152, 100.8, 119.168]","[83, 63, 97, 86]",0.5284724582742297
miniature_pinscher_8,21,"[0.0, 28.0, 153.216, 166.656]","[43, 64, 112, 105]",0.44991919024186183
Bengal_74,5,"[43.904, 28.72, 173.824, 170.68800000000002]","[60, 91, 111, 87]",0.3254838932539084
shiba_inu_30,31,"[64.06400000000001, 61.192, 96.768, 124.096]","[72, 62, 101, 86]",0.5851834327593164
newfoundland_69,22,"[14.48, 0.448, 193.088, 223.552]","[65, 0, 127, 135]",0.3953556673750805
english_setter_86,13,"[7.168, 44.472, 151.872, 141.568]","[51, 34, 173, 91]",0.30481218549972394
wheaten_terrier_61,35,"[27.776, 36.984, 116.48, 155.45600000000002]","[67, 39, 96, 95]",0.3690289663935553
german_shorthaired_29,14,"[31.648, 35.392, 158.592, 170.68800000000002]","[102, 27, 91, 140]",0.411860459830349
beagle_40,4,"[0.448, 28.448, 213.248, 167.552]","[64, 62, 131, 93]",0.34097274139315775
leonberger_65,19,"[31.808, 56.672, 173.824, 116.928]","[53, 57, 119, 96]",0.5620693887224282
Siamese_59,32,"[0.0, 60.296, 220.416, 124.096]","[110, 65, 114, 91]",0.36301516243112697
Ragdoll_57,26,"[40.136, 51.072, 146.048, 169.792]","[84, 94, 91, 89]",0.32660179022359226
german_shorthaired_25,14,"[32.928, 3.584, 157.248, 219.52]","[61, 27, 143, 146]",0.5161753097723609
japanese_chin_3,17,"[44.60813704496788, 37.593147751606, 141.01927194860815, 149.65310492505353]","[81, 35, 105, 97]",0.461321147998682
Bombay_86,7,"[39.00497512437811, 35.6865671641791, 133.17412935323384, 130.38805970149255]","[70, 58, 105, 95]",0.5505245573606461
saint_bernard_81,28,"[56.712, 42.112, 111.104, 181.44]","[60, 36, 99, 93]",0.4142745031244227
Persian_97,23,"[46.096000000000004, 12.096, 137.984, 199.36]","[43, 20, 114, 113]",0.4498528193618487
german_shorthaired_77,14,"[11.48, 20.608, 200.256, 203.392]","[33, 38, 152, 186]",0.6941241076745869
newfoundland_79,22,"[37.448, 22.400000000000002, 115.584, 201.6]","[36, 29, 125, 160]",0.7454539075447284
leonberger_7,19,"[52.416000000000004, 75.52799999999999, 94.528, 97.21600000000001]","[66, 66, 88, 80]",0.5419569317670707
great_pyrenees_45,15,"[54.208, 74.632, 169.344, 111.104]","[51, 70, 104, 90]",0.4396649199784341
japanese_chin_48,17,"[46.592, 61.448, 145.15200000000002, 100.352]","[104, 54, 102, 75]",0.3638822980078007
american_pit_bull_terrier_27,1,"[0.0, 41.856, 129.472, 149.184]","[25, 39, 94, 85]",0.3942855320599083
pug_39,25,"[80.00800000000001, 89.152, 77.952, 114.688]","[86, 69, 95, 92]",0.41328470252036514
Bengal_9,0,"[94.976, 72.84, 129.024, 113.34400000000001]","[78, 71, 97, 86]",0.41492854088549336
staffordshire_bull_terrier_29,34,"[132.76, 85.568, 47.936, 78.4]","[119, 83, 84, 56]",0.4340577012196567
samoyed_64,29,"[37.896, 8.512, 132.608, 211.008]","[67, 0, 100, 101]",0.320776357429431
Siamese_83,32,"[27.328, 69.664, 169.344, 118.272]","[25, 87, 107, 87]",0.4501200470388474
shiba_inu_59,31,"[17.92, 57.608000000000004, 146.94400000000002, 128.576]","[64, 67, 97, 93]",0.47746650918536443
saint_bernard_51,28,"[0.0, 39.2, 210.56, 156.352]","[61, 49, 111, 91]",0.30682098385748247
havanese_3,16,"[37.448, 46.144, 141.568, 168.89600000000002]","[66, 52, 101, 87]",0.3674990033135941
Persian_263,20,"[27.34328358208955, 0.0, 170.50746268656718, 221.99402985074627]","[57, 27, 114, 120]",0.36141103655317547
basset_hound_40,3,"[40.768, 37.896, 163.968, 146.496]","[38, 59, 119, 94]",0.44997637407075
chihuahua_87,10,"[68.096, 38.896, 101.696, 142.912]","[85, 63, 101, 95]",0.5011553681712636
saint_bernard_65,28,"[62.72, 32.480000000000004, 76.608, 153.216]","[59, 21, 96, 98]",0.4565626506711183
Siamese_54,32,"[24.192, 17.200000000000003, 199.808, 199.808]","[59, 51, 106, 110]",0.2920604869720415
american_pit_bull_terrier_47,2,"[44.128, 0.0, 136.192, 223.104]","[72, 0, 103, 148]",0.5016952460082004
Bengal_43,5,"[0.896, 56.192, 223.104, 107.52]","[36, 80, 166, 83]",0.5743671166383219
boxer_51,8,"[30.016000000000002, 61.192, 135.296, 124.544]","[33, 61, 132, 100]",0.7806903296734503
chihuahua_27,10,"[49.504000000000005, 0.896, 139.776, 206.528]","[68, 23, 97, 100]",0.3360161773911967
Bombay_7,7,"[25.088, 51.784, 101.696, 123.2]","[52, 47, 97, 104]",0.48823336900479836
german_shorthaired_38,14,"[79.112, 56.448, 106.624, 167.104]","[100, 68, 89, 156]",0.726190345755255
japanese_chin_89,17,"[34.496, 45.472, 163.52, 105.28]","[0, 33, 111, 82]",0.2533153407745426
Egyptian_Mau_63,5,"[0.0, 72.352, 219.072, 111.552]","[42, 99, 142, 80]",0.4648513506469432
newfoundland_2,22,"[27.328, 38.344, 142.016, 142.016]","[72, 35, 101, 93]",0.41890391152611495
Siamese_69,32,"[42.56, 42.784, 98.11200000000001, 142.464]","[63, 49, 93, 100]",0.5007792287789024
Persian_79,23,"[38.344, 60.032000000000004, 108.864, 137.088]","[66, 60, 96, 101]",0.4993386331467958
shiba_inu_74,31,"[2.688, 28.448, 176.96, 166.208]","[91, 27, 98, 100]",0.28666869343529094
american_bulldog_34,1,"[60.744, 17.024, 93.184, 199.36]","[67, 0, 93, 94]",0.3243861273137863
British_Shorthair_98,9,"[37.928, 1.344, 153.66400000000002, 222.656]","[50, 36, 108, 119]",0.3756333817146946
basset_hound_64,4,"[25.136, 1.344, 155.45600000000002, 173.824]","[104, 0, 93, 106]",0.2777080361372045
basset_hound_92,3,"[54.576, 32.704, 105.72800000000001, 162.17600000000002]","[56, 33, 91, 84]",0.44580411906545553
Bombay_58,7,"[32.704, 80.864, 190.848, 114.688]","[66, 76, 102, 103]",0.44718664001826935
pomeranian_200,29,"[85.568, 92.06400000000001, 95.872, 73.024]","[66, 78, 104, 78]",0.5556772070988752
Birman_192,6,"[77.504, 64.776, 66.752, 119.168]","[64, 61, 94, 88]",0.5301595581398559
Egyptian_Mau_75,11,"[27.776, 47.088, 182.336, 114.24000000000001]","[69, 39, 110, 106]",0.495876916534503
scottish_terrier_192,30,"[13.44, 41.032, 165.312, 120.96000000000001]","[57, 65, 109, 87]",0.4742415399990167
american_bulldog_30,1,"[42.824, 47.04, 136.64000000000001, 170.24]","[61, 35, 116, 105]",0.43731275219973575
leonberger_45,19,"[16.576, 37.896, 140.672, 148.288]","[43, 38, 104, 98]",0.4885913175669175
Birman_58,6,"[44.576, 2.24, 150.976, 213.696]","[64, 34, 105, 99]",0.322196030657378
leonberger_46,19,"[97.664, 89.864, 76.608, 71.232]","[87, 87, 82, 72]",0.7671244716113316
British_Shorthair_29,9,"[5.376, 59.848, 138.88, 125.888]","[57, 62, 101, 102]",0.47127410173448375
Maine_Coon_36,20,"[66.304, 93.44800000000001, 84.224, 65.408]","[56, 80, 87, 81]",0.6653762466863
samoyed_62,29,"[19.712, 34.272, 203.84, 160.832]","[0, 31, 131, 96]",0.2945026239904479
Siamese_250,0,"[30.526315789473685, 42.94736842105263, 130.52631578947367, 120.42105263157895]","[82, 38, 87, 121]",0.5374228995434862
shiba_inu_25,31,"[67.2, 67.464, 90.048, 111.104]","[46, 49, 94, 89]",0.3879682667801146
basset_hound_192,3,"[0.0, 51.2, 224.0, 124.544]","[73, 61, 121, 84]",0.3643290724563207
Russian_Blue_236,27,"[58.24, 39.413333333333334, 132.90666666666667, 153.06666666666666]","[60, 67, 124, 92]",0.5607665784866975
american_pit_bull_terrier_33,2,"[56.448, 55.775999999999996, 115.136, 139.776]","[77, 44, 89, 90]",0.4061495045510146
american_bulldog_65,28,"[66.752, 80.904, 90.048, 104.384]","[80, 67, 101, 81]",0.4146394945014584
Siamese_257,26,"[0.0, 4.0, 224.0, 212.05333333333334]","[24, 41, 122, 118]",0.3030740245041678
english_cocker_spaniel_45,12,"[77.32, 42.56, 82.432, 158.144]","[78, 40, 86, 95]",0.553679445754053
chihuahua_67,10,"[92.288, 61.64, 109.76, 115.584]","[99, 62, 99, 89]",0.6945178032651124
staffordshire_bull_terrier_45,1,"[38.528, 54.024, 79.744, 117.824]","[34, 41, 104, 95]",0.5131695680432805
Bengal_96,5,"[40.32, 41.44, 175.616, 154.112]","[43, 62, 116, 118]",0.505754154488682
american_bulldog_74,1,"[38.448, 54.656, 132.16, 169.344]","[48, 49, 122, 123]",0.6205303854106021
boxer_29,8,"[0.0, 46.824, 199.36, 137.088]","[69, 54, 125, 92]",0.4207851211645707
Bombay_78,7,"[3.584, 66.976, 174.72, 115.584]","[72, 65, 118, 96]",0.46429126343961674
chihuahua_38,10,"[37.184, 5.376, 185.472, 218.624]","[55, 70, 114, 112]",0.3148811645114211
samoyed_75,29,"[37.896, 33.152, 147.84, 190.848]","[63, 46, 109, 97]",0.37473017442679163
Ragdoll_42,26,"[0.448, 38.448, 199.36, 147.84]","[65, 70, 119, 94]",0.37952888637579646
shiba_inu_52,31,"[44.800000000000004, 28.0, 102.592, 167.552]","[60, 30, 99, 98]",0.4673093896162519
wheaten_terrier_90,35,"[60.032000000000004, 29.240000000000002, 102.144, 133.504]","[59, 29, 96, 90]",0.6198471997577211
pug_68,25,"[96.768, 78.664, 58.24, 76.16]","[72, 62, 90, 90]",0.5168012908307865
saint_bernard_43,28,"[14.784, 41.888, 149.632, 154.112]","[86, 43, 99, 85]",0.2686591455855349
wheaten_terrier_1,35,"[49.728, 28.896, 174.272, 166.208]","[43, 37, 144, 99]",0.45863154337483575
german_shorthaired_39,14,"[45.696, 69.144, 111.552, 103.04]","[64, 65, 102, 89]",0.6250285290311711
basset_hound_1,3,"[46.592, 47.304, 158.144, 120.06400000000001]","[57, 58, 108, 90]",0.5119183973322955
yorkshire_terrier_76,36,"[39.879999999999995, 0.448, 145.6, 168.0]","[49, 84, 115, 78]",0.36670918367346933
Ragdoll_92,6,"[0.448, 28.0, 223.552, 163.52]","[38, 49, 138, 97]",0.36618570170814085
saint_bernard_98,28,"[45.248, 67.912, 77.056, 71.68]","[52, 62, 100, 85]",0.560930549185701
wheaten_terrier_52,35,"[58.856, 86.912, 112.0, 70.336]","[72, 66, 102, 88]",0.6488283506060069
Maine_Coon_48,20,"[65.408, 38.480000000000004, 156.352, 151.424]","[88, 42, 102, 105]",0.4523674164440364
newfoundland_59,22,"[56.712, 72.57600000000001, 106.624, 151.424]","[71, 72, 86, 112]",0.591693892768687
american_pit_bull_terrier_55,34,"[47.752, 8.064, 131.712, 211.008]","[96, 35, 98, 90]",0.25813141929022015
British_Shorthair_44,9,"[21.344, 15.68, 142.464, 208.32]","[35, 34, 108, 100]",0.3639046915175079
american_pit_bull_terrier_91,2,"[77.056, 72.84, 82.432, 113.34400000000001]","[80, 67, 86, 95]",0.679755876314945
saint_bernard_32,28,"[56.896, 52.232, 166.656, 133.952]","[66, 76, 102, 81]",0.3700965480997664
Maine_Coon_81,20,"[46.408, 6.272, 140.224, 217.728]","[65, 35, 101, 117]",0.38705314505106264
shiba_inu_32,31,"[62.048, 3.584, 125.888, 202.496]","[45, 0, 100, 106]",0.30785436663435967
saint_bernard_79,28,"[59.36, 57.792, 132.608, 166.208]","[79, 67, 108, 94]",0.46060639187925484
wheaten_terrier_96,35,"[56.896, 67.464, 107.52, 116.48]","[83, 66, 97, 82]",0.47100883356096207
beagle_75,4,"[0.0, 44.168, 224.0, 125.44]","[0, 50, 176, 100]",0.6263666180758019
beagle_32,4,"[1.344, 37.0, 159.488, 147.392]","[83, 35, 85, 89]",0.27864778663778156
Sphynx_222,33,"[6.333333333333334, 7.777777777777778, 194.44444444444446, 216.22222222222223]","[64, 48, 119, 157]",0.4443761562178828
japanese_chin_54,17,"[75.712, 78.624, 89.60000000000001, 101.696]","[87, 67, 93, 91]",0.5472458306930937
wheaten_terrier_99,35,"[34.272, 27.328, 125.44, 161.28]","[24, 29, 101, 100]",0.42679134197257473
Maine_Coon_262,20,"[0.0, 10.96, 224.0, 197.12]","[57, 44, 116, 115]",0.3021183615491651
British_Shorthair_51,9,"[44.616, 4.48, 141.12, 219.52]","[56, 55, 106, 113]",0.3866532339369178
leonberger_9,19,"[24.64, 53.088, 168.448, 129.024]","[95, 41, 102, 93]",0.34086590534959005
Siamese_70,32,"[58.912, 20.16, 85.568, 189.504]","[66, 27, 90, 125]",0.5556349054308982
japanese_chin_76,17,"[4.48, 9.824, 215.488, 205.632]","[49, 29, 127, 101]",0.28947516145520347
english_setter_51,12,"[61.376000000000005, 85.384, 106.624, 100.8]","[78, 94, 84, 86]",0.6721438575430173
staffordshire_bull_terrier_71,2,"[29.792, 4.928, 159.936, 171.584]","[44, 0, 109, 115]",0.42880682512817503
keeshond_194,18,"[32.672, 3.584, 156.352, 219.96800000000002]","[59, 45, 107, 119]",0.3702267477509622
english_cocker_spaniel_91,12,"[0.0, 57.16, 152.32, 115.584]","[39, 64, 104, 88]",0.5198300250332691
pomeranian_77,24,"[87.36, 72.392, 74.816, 98.11200000000001]","[72, 63, 92, 79]",0.5539877147410172
Birman_75,32,"[42.112, 17.136, 181.888, 192.192]","[51, 28, 115, 90]",0.2960744942074111
beagle_88,3,"[71.232, 92.55199999999999, 69.888, 56.896]","[60, 70, 81, 84]",0.5828249381361515
Birman_31,6,"[49.879999999999995, 23.296, 142.464, 196.672]","[44, 27, 104, 92]",0.31607681541807775
British_Shorthair_43,9,"[54.472, 15.68, 123.2, 158.144]","[85, 0, 101, 130]",0.48114018014167725
beagle_24,28,"[37.632, 78.736, 106.176, 75.264]","[0, 63, 113, 75]",0.3722291758935133
Maine_Coon_75,20,"[33.376, 25.088, 157.696, 194.43200000000002]","[60, 54, 110, 113]",0.4053990322727593
american_bulldog_39,1,"[0.0, 31.584, 163.968, 163.968]","[55, 35, 113, 86]",0.3441230740346291
Maine_Coon_67,20,"[65.856, 13.44, 96.32000000000001, 164.416]","[66, 0, 92, 139]",0.6765946405180148
Egyptian_Mau_29,5,"[19.04, 52.946666666666665, 170.61333333333334, 118.72]","[59, 64, 126, 72]",0.44788465735164884
Birman_95,6,"[48.647999999999996, 66.304, 99.456, 87.808]","[63, 68, 96, 88]",0.743814605362133
leonberger_196,19,"[39.2, 71.68, 136.64000000000001, 124.992]","[98, 66, 89, 93]",0.3662384181395127
english_cocker_spaniel_38,12,"[74.632, 25.088, 64.512, 127.232]","[69, 27, 86, 91]",0.5776209440135257
german_shorthaired_49,14,"[37.896, 8.512, 126.784, 176.512]","[39, 55, 121, 80]",0.4325503541805235
Bengal_72,5,"[70.112, 54.208, 70.336, 128.12800000000001]","[66, 62, 89, 101]",0.6519121869661996
shiba_inu_90,31,"[41.928, 21.952, 142.464, 202.048]","[41, 63, 145, 100]",0.4906094918857555
american_pit_bull_terrier_19,2,"[65.672, 26.88, 93.184, 197.12]","[69, 20, 91, 113]",0.4988262678363874
British_Shorthair_45,9,"[34.944, 43.272, 160.832, 142.464]","[49, 64, 115, 100]",0.5019035226168042
scottish_terrier_19,30,"[62.72, 65.224, 60.032000000000004, 75.264]","[58, 59, 81, 78]",0.6601192460152219
havanese_71,16,"[10.304, 43.96, 179.648, 141.12]","[95, 47, 93, 92]",0.337489154906708
basset_hound_24,3,"[47.488, 48.647999999999996, 107.52, 133.056]","[69, 53, 93, 85]",0.4906331633496094
miniature_pinscher_60,21,"[74.816, 37.896, 106.624, 147.84]","[92, 49, 91, 126]",0.7061118039830265
basset_hound_22,3,"[22.400000000000002, 9.408, 201.6, 214.592]","[38, 60, 147, 121]",0.41114844293667363
leonberger_74,19,"[37.376, 0.0, 154.56, 223.104]","[71, 17, 115, 129]",0.43021255942135894
yorkshire_terrier_27,36,"[42.616, 12.992, 122.304, 196.22400000000002]","[56, 38, 99, 97]",0.40014200443462045
shiba_inu_46,31,"[51.848, 2.688, 109.312, 218.624]","[62, 0, 99, 111]",0.44374845670098895
yorkshire_terrier_95,36,"[45.248, 67.12, 113.34400000000001, 103.04]","[65, 68, 87, 86]",0.6406389190407217
Ragdoll_72,26,"[57.792, 54.879999999999995, 152.32, 125.44]","[61, 57, 111, 98]",0.569319524684874
Maine_Coon_89,20,"[27.848, 2.24, 168.89600000000002, 219.52]","[95, 34, 102, 97]",0.26600898655942257
english_cocker_spaniel_30,36,"[9.856, 40.096000000000004, 214.144, 142.016]","[49, 53, 83, 103]",0.28110730415834884
saint_bernard_77,28,"[15.824, 12.544, 198.016, 211.45600000000002]","[64, 28, 108, 90]",0.232137855957246
British_Shorthair_79,20,"[0.0, 41.032, 223.552, 118.272]","[27, 61, 142, 97]",0.5209542413134866
american_bulldog_58,1,"[26.88, 61.64, 170.24, 107.52]","[61, 61, 125, 96]",0.6483826812025071
pug_38,25,"[88.52000000000001, 88.256, 79.296, 133.952]","[96, 69, 94, 94]",0.38096514133144416
scottish_terrier_6,30,"[44.272, 22.400000000000002, 123.2, 193.984]","[77, 34, 89, 94]",0.3500589953596387
Birman_20,6,"[7.168, 44.96, 155.008, 136.64000000000001]","[60, 60, 103, 89]",0.4278640578818946
miniature_pinscher_55,21,"[67.912, 47.488, 84.672, 174.272]","[93, 65, 77, 114]",0.40573566040744086
havanese_96,16,"[68.096, 31.584, 95.424, 163.968]","[63, 35, 101, 88]",0.5203707821879439
Sphynx_231,33,"[7.168, 54.712, 216.832, 124.7232]","[61, 65, 121, 93]",0.41609998323143915
