index,pred_class,true_bbox,cam_bboxes,densenet_adv_iou
Russian_Blue_63,27,"[6.272, 47.752, 106.624, 137.088]","[30, 60, 67, 65]",0.29794338516218816
yorkshire_terrier_42,36,"[36.736000000000004, 32.032, 187.264, 163.968]","[107, 87, 79, 77]",0.19810909830929785
keeshond_195,24,"[0.0, 7.259259259259259, 224.0, 216.74074074074073]","[41, 82, 77, 81]",0.1284656954887218
Egyptian_Mau_53,11,"[37.52, 74.52000000000001, 181.44000000000003, 77.28]","[91, 90, 71, 51]",0.2582428905539671
British_Shorthair_34,22,"[37.184, 33.376, 158.592, 158.592]","[73, 67, 76, 83]",0.25080092424310524
newfoundland_33,22,"[13.44, 46.816, 210.56, 149.184]","[59, 66, 84, 71]",0.1898626399956187
Persian_224,35,"[57.49333333333334, 64.58666666666667, 110.50666666666667, 121.70666666666668]","[71, 85, 79, 73]",0.4287924248313983
havanese_60,16,"[0.0, 37.0, 223.552, 148.288]","[111, 65, 80, 87]",0.209954250939761
leonberger_66,19,"[4.48, 32.792, 219.52, 159.04]","[68, 63, 108, 79]",0.2443826589273249
yorkshire_terrier_68,36,"[2.24, 28.0, 188.608, 168.0]","[75, 72, 81, 92]",0.23518166173832952
american_pit_bull_terrier_76,2,"[74.816, 50.400000000000006, 81.536, 145.6]","[86, 73, 73, 73]",0.42567087911279106
miniature_pinscher_39,21,"[79.744, 74.536, 75.712, 100.352]","[69, 74, 72, 73]",0.5274934020644745
leonberger_53,19,"[0.0, 35.168, 223.552, 160.832]","[80, 55, 82, 62]",0.14140166382449398
Persian_82,23,"[2.24, 22.0, 221.76, 179.20000000000002]","[58, 61, 68, 68]",0.11635809626881055
saint_bernard_72,28,"[42.84347826086957, 15.582608695652175, 135.8608695652174, 189.42608695652174]","[114, 20, 61, 55]",0.13036420081895156
Siamese_228,6,"[18.240000000000002, 5.973333333333334, 188.16, 211.30666666666667]","[54, 47, 81, 77]",0.15686831821951397
keeshond_200,18,"[44.616, 0.896, 126.336, 176.512]","[69, 0, 76, 93]",0.31294395016441373
Abyssinian_21,17,"[0.448, 30.240000000000002, 223.104, 149.632]","[57, 58, 74, 88]",0.19506643830607778
great_pyrenees_198,15,"[8.4, 58.93333333333334, 202.06666666666666, 140.0]","[110, 78, 78, 74]",0.20403450063628226
Maine_Coon_242,5,"[36.586666666666666, 33.22666666666667, 187.41333333333336, 131.41333333333333]","[67, 52, 66, 65]",0.17418765626270427
keeshond_82,18,"[35.392, 61.152, 176.064, 120.512]","[51, 68, 78, 70]",0.25733080839816275
Maine_Coon_97,20,"[31.928, 13.44, 157.696, 203.392]","[76, 34, 75, 79]",0.1847284602652009
Sphynx_3,33,"[42.24, 49.28, 139.52, 127.36]","[38, 44, 77, 81]",0.29785494634770826
chihuahua_34,15,"[98.11200000000001, 65.672, 60.928000000000004, 103.04]","[71, 52, 84, 78]",0.3990490540310171
english_cocker_spaniel_62,12,"[37.0, 23.744, 148.288, 198.464]","[58, 54, 70, 74]",0.17601189217784732
Siamese_23,32,"[0.0, 22.784, 224.0, 193.984]","[69, 79, 90, 86]",0.1781258837253146
english_cocker_spaniel_70,12,"[65.28800000000001, 17.92, 109.76, 168.448]","[70, 36, 73, 75]",0.29612438121416607
scottish_terrier_3,32,"[41.480000000000004, 73.47200000000001, 144.256, 112.44800000000001]","[65, 101, 70, 79]",0.34090981902028084
pug_48,25,"[49.544, 10.304, 124.096, 213.696]","[80, 29, 71, 69]",0.1847367348444725
pomeranian_55,24,"[0.0, 38.448, 188.16, 148.288]","[40, 60, 89, 68]",0.21690302415744028
scottish_terrier_29,30,"[96.32000000000001, 45.96, 91.84, 137.088]","[94, 62, 75, 76]",0.43267049094759535
Ragdoll_91,26,"[27.328, 40.136, 196.672, 108.416]","[55, 67, 71, 78]",0.25972696292037406
american_pit_bull_terrier_57,21,"[71.048, 45.248, 99.456, 125.888]","[72, 65, 75, 74]",0.4432795137628005
Maine_Coon_32,20,"[31.36, 30.096, 185.92000000000002, 159.04]","[44, 40, 73, 71]",0.17528660560609785
Sphynx_234,33,"[74.5472, 44.8096, 91.03359999999999, 137.6256]","[63, 56, 74, 79]",0.3670746964242822
beagle_73,4,"[44.800000000000004, 39.096000000000004, 176.512, 158.592]","[63, 65, 79, 74]",0.20883500602985752
yorkshire_terrier_94,36,"[54.472, 43.008, 113.792, 120.512]","[75, 63, 73, 73]",0.38860080473295183
wheaten_terrier_42,35,"[10.752, 71.456, 129.472, 115.136]","[67, 63, 84, 69]",0.27248794989506514
english_cocker_spaniel_55,12,"[35.84, 28.0, 122.304, 166.208]","[83, 42, 66, 77]",0.25000119008830984
British_Shorthair_88,9,"[36.736000000000004, 61.152, 113.34400000000001, 98.56]","[76, 61, 78, 67]",0.4326835428952
Birman_200,6,"[54.400000000000006, 23.333333333333332, 125.53333333333333, 185.73333333333335]","[62, 27, 68, 65]",0.18957163482231731
British_Shorthair_38,27,"[8.064, 48.16, 177.40800000000002, 147.392]","[123, 59, 63, 62]",0.14794034363623282
miniature_pinscher_83,8,"[88.256, 105.056, 96.32000000000001, 68.992]","[80, 92, 58, 62]",0.3118717675513542
shiba_inu_205,29,"[81.536, 51.784, 55.104, 124.096]","[70, 68, 83, 78]",0.476822356642419
great_pyrenees_29,15,"[43.272, 9.856, 137.536, 213.696]","[67, 22, 78, 74]",0.19638736356198186
english_cocker_spaniel_32,12,"[37.448, 34.496, 120.512, 176.512]","[85, 54, 70, 71]",0.23364250770317374
Ragdoll_26,23,"[20.16, 28.448, 150.976, 167.104]","[74, 62, 77, 69]",0.2105935449712299
Maine_Coon_42,20,"[50.400000000000006, 37.632, 106.176, 132.16]","[81, 44, 76, 78]",0.4191116638703367
Maine_Coon_21,20,"[32.480000000000004, 37.632, 163.52, 182.784]","[60, 38, 68, 76]",0.1729073478706551
Bengal_34,20,"[0.0, 50.816, 136.64000000000001, 141.12]","[58, 67, 69, 66]",0.23617101993022027
english_cocker_spaniel_53,13,"[70.336, 38.496, 83.776, 151.424]","[68, 33, 88, 91]",0.5294095365743505
chihuahua_73,10,"[44.800000000000004, 39.344, 121.408, 146.94400000000002]","[73, 76, 77, 77]",0.3323397491787417
yorkshire_terrier_192,36,"[75.264, 37.408, 81.08800000000001, 105.72800000000001]","[74, 54, 79, 68]",0.6104528490002128
Egyptian_Mau_96,11,"[33.97333333333333, 55.75111111111111, 110.50666666666666, 147.3422222222222]","[58, 88, 66, 83]",0.33643899987748027
Ragdoll_88,26,"[0.448, 36.064, 219.52, 159.04]","[73, 105, 81, 76]",0.17632672859313314
Birman_32,6,"[0.0, 16.136, 224.0, 195.776]","[36, 66, 115, 88]",0.23076664876476907
miniature_pinscher_79,14,"[135.51999999999998, 110.656, 34.944, 77.056]","[107, 101, 77, 81]",0.387323227546007
miniature_pinscher_67,21,"[80.904, 41.664, 81.984, 162.624]","[71, 69, 71, 74]",0.3214330247280233
american_bulldog_36,1,"[45.064, 26.88, 126.336, 150.976]","[39, 27, 64, 65]",0.19343878775709974
saint_bernard_46,28,"[38.0, 11.648, 136.64000000000001, 212.352]","[56, 45, 71, 82]",0.20064945852796398
Russian_Blue_33,9,"[75.632, 49.28, 110.656, 150.08]","[91, 62, 66, 69]",0.2742175447434397
Bengal_89,5,"[37.896, 13.44, 144.704, 210.56]","[84, 45, 72, 74]",0.1748669792665106
boxer_38,8,"[41.928, 0.0, 137.536, 223.104]","[94, 0, 70, 84]",0.19162562301322553
staffordshire_bull_terrier_42,34,"[70.6, 41.216, 115.136, 162.624]","[73, 43, 73, 73]",0.2846098614462668
english_setter_63,13,"[22.400000000000002, 72.392, 183.68, 95.872]","[45, 70, 77, 67]",0.2795790239067823
pug_80,25,"[18.368000000000002, 54.024, 118.72, 131.264]","[71, 54, 65, 64]",0.26681942539249326
shiba_inu_51,31,"[82.432, 75.976, 73.47200000000001, 68.096]","[66, 59, 74, 74]",0.4561671707118642
pug_66,25,"[67.424, 50.624, 88.70400000000001, 164.416]","[83, 57, 67, 62]",0.28482572380368215
miniature_pinscher_42,10,"[25.536, 99.232, 75.264, 60.032000000000004]","[76, 44, 84, 84]",0.06569002886222201
miniature_pinscher_65,21,"[0.0, 31.136, 216.832, 164.864]","[69, 62, 69, 79]",0.15248494720072947
miniature_pinscher_59,21,"[72.744, 25.088, 102.144, 183.232]","[74, 66, 71, 72]",0.27313456427481553
keeshond_93,18,"[7.6160000000000005, 37.856, 199.36, 137.088]","[29, 41, 74, 74]",0.20036689769540775
pug_85,25,"[3.136, 64.776, 147.84, 119.616]","[75, 84, 67, 58]",0.21974629782113728
Siamese_224,32,"[73.92, 58.61333333333333, 105.28, 91.09333333333333]","[54, 46, 72, 71]",0.26075291856536953
beagle_52,4,"[39.424, 87.976, 117.824, 61.824]","[95, 84, 70, 67]",0.47359749056110084
pomeranian_27,24,"[66.52799999999999, 76.16, 98.56, 124.544]","[77, 73, 74, 68]",0.3835797942927122
beagle_49,3,"[61.824, 33.024, 140.224, 174.272]","[67, 41, 66, 71]",0.19175748161317635
pomeranian_34,23,"[60.928000000000004, 93.44800000000001, 142.912, 92.288]","[77, 94, 79, 71]",0.42527662096201657
beagle_2,4,"[4.48, 40.24, 219.52, 146.496]","[106, 69, 87, 76]",0.2056046744666786
keeshond_60,18,"[42.56, 28.0, 180.992, 168.0]","[67, 54, 83, 69]",0.18834691983228932
scottish_terrier_92,35,"[105.72800000000001, 71.048, 25.536, 43.456]","[70, 47, 88, 82]",0.15378220842572063
scottish_terrier_90,30,"[57.792, 32.256, 159.488, 185.472]","[68, 48, 62, 65]",0.13623813162091086
Maine_Coon_30,26,"[44.792, 6.72, 127.232, 194.43200000000002]","[95, 19, 70, 75]",0.21222434694572967
american_pit_bull_terrier_88,14,"[60.296, 67.2, 78.4, 81.536]","[66, 62, 79, 77]",0.7193606659101645
english_cocker_spaniel_61,12,"[64.328, 61.376000000000005, 86.912, 144.256]","[72, 72, 74, 75]",0.4426692486961487
english_setter_66,13,"[17.92, 60.296, 137.536, 125.888]","[69, 64, 77, 75]",0.33354256573031565
beagle_76,4,"[49.544, 8.96, 110.208, 211.008]","[70, 27, 79, 70]",0.23780067830819346
Birman_92,6,"[56.448, 46.368, 167.552, 149.632]","[72, 60, 89, 65]",0.23074338863879792
saint_bernard_57,3,"[60.032000000000004, 67.424, 119.168, 72.128]","[60, 64, 64, 61]",0.4177500649631006
great_pyrenees_77,15,"[11.666666666666666, 49.33333333333333, 161.93333333333334, 135.8]","[89, 55, 75, 73]",0.2489706182838565
japanese_chin_44,17,"[22.400000000000002, 37.64, 175.168, 148.736]","[132, 37, 75, 77]",0.18666652929095834
scottish_terrier_30,30,"[37.896, 0.448, 126.336, 215.936]","[72, 46, 77, 80]",0.22580239167265742
pomeranian_70,24,"[16.576, 37.448, 206.976, 149.184]","[72, 65, 87, 76]",0.21413645457012806
great_pyrenees_94,15,"[67.2, 46.856, 132.608, 139.776]","[63, 47, 72, 76]",0.27329116925382646
english_cocker_spaniel_94,12,"[69.256, 17.024, 108.864, 193.088]","[76, 32, 76, 81]",0.29285931309878943
boxer_57,8,"[48.2, 6.272, 126.784, 215.488]","[91, 0, 70, 74]",0.1707871187344004
boxer_60,8,"[22.848, 28.896, 201.15200000000002, 165.312]","[76, 77, 72, 73]",0.15806169010056081
shiba_inu_78,31,"[0.0, 38.0, 159.936, 147.84]","[81, 68, 72, 68]",0.20706334481844682
basset_hound_44,3,"[60.480000000000004, 82.656, 118.272, 103.04]","[105, 93, 72, 66]",0.3899317879325644
yorkshire_terrier_199,16,"[14.784, 71.00800000000001, 194.43200000000002, 83.328]","[133, 69, 91, 82]",0.3470532449497618
Abyssinian_85,0,"[0.0, 36.984, 90.496, 104.384]","[99, 64, 74, 77]",0.0
Bengal_73,5,"[77.504, 64.736, 146.496, 108.864]","[96, 93, 92, 66]",0.38073404126629695
staffordshire_bull_terrier_74,34,"[83.776, 37.0, 84.672, 148.736]","[93, 66, 73, 69]",0.39995951675994557
pomeranian_31,24,"[81.536, 32.344, 138.43200000000002, 138.43200000000002]","[104, 32, 81, 69]",0.28977406611924006
Abyssinian_215,10,"[24.64, 35.46666666666667, 168.74666666666667, 130.66666666666669]","[94, 102, 74, 75]",0.20766296609038915
english_cocker_spaniel_86,12,"[28.896, 39.424, 128.576, 184.576]","[58, 76, 70, 72]",0.2123710898046171
saint_bernard_78,28,"[129.024, 40.544, 86.016, 80.19200000000001]","[82, 79, 73, 67]",0.10127685152636676
wheaten_terrier_51,35,"[128.576, 54.048, 26.432000000000002, 42.56]","[72, 90, 81, 75]",0.022929970406550086
leonberger_86,19,"[41.032, 9.856, 146.048, 197.568]","[80, 28, 58, 61]",0.12261556708364243
staffordshire_bull_terrier_61,14,"[87.808, 45.512, 77.504, 103.04]","[77, 49, 82, 77]",0.6216423413567016
Ragdoll_43,26,"[53.984, 44.800000000000004, 131.264, 174.72]","[47, 46, 74, 76]",0.21705374218090767
British_Shorthair_99,9,"[21.056, 37.448, 197.568, 148.736]","[100, 40, 73, 78]",0.1937692068774891
Sphynx_70,33,"[64.736, 5.824, 102.592, 146.94400000000002]","[67, 21, 64, 79]",0.3353835143600522
Bengal_59,5,"[12.096, 31.584, 120.06400000000001, 163.072]","[40, 73, 65, 85]",0.2821889975006527
english_cocker_spaniel_88,12,"[57.568, 30.016000000000002, 107.968, 160.38400000000001]","[76, 52, 75, 76]",0.32916887141281786
saint_bernard_90,28,"[47.488, 39.647999999999996, 80.19200000000001, 123.2]","[64, 85, 75, 73]",0.434208270820185
beagle_54,4,"[76.16, 58.504000000000005, 59.136, 83.328]","[72, 63, 78, 69]",0.655030838415432
beagle_5,4,"[87.36, 36.064, 87.36, 96.768]","[89, 47, 74, 75]",0.6565209550700621
newfoundland_57,22,"[60.048, 56.0, 83.328, 126.336]","[66, 73, 78, 78]",0.5706627290684202
wheaten_terrier_191,35,"[25.984, 47.856, 180.096, 134.4]","[105, 91, 87, 73]",0.2623848629937049
yorkshire_terrier_47,36,"[53.472, 16.576, 106.176, 193.536]","[74, 58, 67, 72]",0.2347573391170814
pug_195,25,"[66.03999999999999, 29.866666666666667, 105.28, 190.4]","[69, 33, 68, 72]",0.2442466348241424
wheaten_terrier_67,35,"[71.68, 37.0, 113.34400000000001, 147.84]","[82, 45, 74, 75]",0.3312092780878071
american_bulldog_97,13,"[34.496, 59.400000000000006, 138.88, 102.144]","[111, 57, 69, 59]",0.23974026641161023
Egyptian_Mau_28,0,"[77.504, 28.896, 94.976, 166.656]","[88, 54, 71, 68]",0.3050228907372444
leonberger_92,19,"[30.240000000000002, 35.392, 158.144, 188.608]","[82, 55, 82, 74]",0.20343831162901257
Siamese_210,32,"[25.984, 11.648, 198.016, 212.352]","[52, 67, 77, 73]",0.13367707873071333
american_bulldog_26,1,"[52.864000000000004, 53.576, 163.968, 126.336]","[73, 74, 75, 67]",0.24257712491606342
english_cocker_spaniel_41,12,"[73.47200000000001, 40.584, 99.456, 143.36]","[87, 47, 62, 70]",0.3043902580035392
Sphynx_46,33,"[2.688, 11.200000000000001, 162.624, 202.048]","[89, 30, 71, 80]",0.1728658240522208
staffordshire_bull_terrier_41,34,"[8.96, 42.376, 212.352, 135.744]","[46, 63, 105, 74]",0.2695529074833342
newfoundland_44,22,"[43.736000000000004, 1.344, 120.06400000000001, 193.536]","[84, 63, 75, 72]",0.23239093911818456
British_Shorthair_274,9,"[70.0, 74.52000000000001, 89.60000000000001, 103.60000000000001]","[70, 73, 75, 73]",0.5705279378836509
yorkshire_terrier_195,36,"[4.928, 42.824, 136.192, 143.36]","[51, 64, 71, 89]",0.323644898247642
german_shorthaired_27,14,"[67.2, 73.84, 111.552, 112.44800000000001]","[90, 89, 74, 76]",0.44834901031885893
Maine_Coon_9,20,"[22.773333333333333, 61.64, 197.49333333333334, 98.93333333333334]","[25, 61, 72, 69]",0.25131385647466004
Birman_201,6,"[2.986666666666667, 67.98666666666666, 180.32000000000002, 94.45333333333333]","[104, 64, 76, 68]",0.2806499088754645
english_setter_2,13,"[50.888, 10.304, 133.952, 209.216]","[64, 28, 79, 75]",0.2114191185325906
leonberger_55,19,"[42.112, 57.608000000000004, 105.72800000000001, 87.36]","[82, 50, 69, 72]",0.42545329830453277
beagle_202,4,"[76.608, 114.952, 100.8, 53.312]","[104, 109, 64, 65]",0.5573397564565773
Persian_47,23,"[48.512, 18.368000000000002, 125.44, 196.672]","[90, 40, 64, 63]",0.1634338245548789
shiba_inu_37,31,"[35.90067720090293, 9.584650112866818, 149.1647855530474, 206.80812641083523]","[100, 33, 71, 66]",0.1519037082957691
german_shorthaired_3,14,"[79.56, 52.864000000000004, 54.208, 79.296]","[70, 59, 80, 71]",0.6278874973281605
american_pit_bull_terrier_37,2,"[45.248, 31.584, 173.824, 131.712]","[60, 38, 70, 70]",0.2140232703906305
staffordshire_bull_terrier_48,13,"[94.528, 58.504000000000005, 66.752, 115.584]","[87, 59, 69, 64]",0.47994211713185986
Russian_Blue_253,27,"[27.62666666666667, 36.46666666666667, 170.24, 157.54666666666668]","[31, 44, 68, 64]",0.16226246048431842
boxer_86,8,"[98.11200000000001, 65.632, 114.688, 130.368]","[112, 68, 77, 71]",0.36564538100799276
basset_hound_19,3,"[54.432, 5.824, 94.528, 191.296]","[65, 31, 70, 83]",0.32129929607613383
Persian_59,23,"[0.448, 25.504, 221.312, 190.848]","[100, 47, 69, 64]",0.10455299756898824
scottish_terrier_77,30,"[28.224, 28.0, 144.704, 167.104]","[77, 61, 77, 77]",0.2451963879597274
basset_hound_49,3,"[14.336, 53.088, 185.024, 114.688]","[130, 59, 63, 60]",0.17813356307830333
american_bulldog_53,1,"[37.896, 56.448, 148.288, 166.208]","[73, 66, 75, 73]",0.22213970568194866
pug_97,25,"[66.304, 64.776, 157.696, 120.512]","[95, 84, 84, 67]",0.29614412219982617
leonberger_51,22,"[37.448, 17.92, 141.12, 206.08]","[69, 30, 87, 81]",0.2423147539295221
Maine_Coon_52,20,"[26.472, 14.336, 181.888, 169.792]","[31, 28, 67, 68]",0.14752391998170777
havanese_5,35,"[45.96, 17.92, 137.984, 205.632]","[72, 41, 79, 82]",0.22830820188825893
japanese_chin_52,17,"[47.04, 30.240000000000002, 120.512, 163.072]","[68, 45, 72, 73]",0.2674518860814476
german_shorthaired_68,14,"[28.0, 4.928, 148.736, 217.728]","[64, 29, 88, 80]",0.21739135934010673
samoyed_28,29,"[4.032, 26.168, 189.056, 178.304]","[63, 57, 85, 77]",0.19415925631457898
Ragdoll_265,26,"[0.64, 32.64, 223.36, 158.72]","[80, 73, 77, 73]",0.15855375417379147
Birman_59,6,"[2.688, 49.024, 182.336, 129.472]","[31, 88, 72, 71]",0.2165422101778997
havanese_63,16,"[0.448, 61.64, 165.76, 117.376]","[77, 71, 71, 69]",0.2517957503431536
Sphynx_80,33,"[3.136, 12.544, 219.52, 211.45600000000002]","[55, 38, 88, 93]",0.17630779503949623
havanese_98,35,"[74.368, 38.0, 149.632, 147.84]","[89, 52, 77, 80]",0.2784609352723125
Egyptian_Mau_19,11,"[37.32727272727273, 2.327272727272727, 141.38181818181818, 220.5090909090909]","[93, 39, 65, 111]",0.23142819824139227
great_pyrenees_193,15,"[0.448, 11.0, 223.552, 198.464]","[44, 34, 78, 69]",0.12130631039108669
german_shorthaired_24,14,"[107.072, 48.608000000000004, 97.664, 146.94400000000002]","[129, 64, 71, 89]",0.4403134887772797
great_pyrenees_55,15,"[51.968, 37.448, 75.712, 123.2]","[42, 54, 82, 74]",0.5295759996591872
Birman_48,6,"[0.0, 48.2, 202.048, 124.096]","[108, 80, 68, 69]",0.18713096815887417
Egyptian_Mau_59,11,"[47.45333333333333, 62.720000000000006, 120.58666666666667, 119.46666666666667]","[104, 73, 68, 85]",0.36922712657297585
samoyed_96,29,"[32.704, 39.879999999999995, 188.16, 171.136]","[63, 64, 74, 72]",0.16546095813044737
american_pit_bull_terrier_94,34,"[30.016000000000002, 68.80799999999999, 94.08, 116.928]","[41, 67, 74, 65]",0.4199792659459718
scottish_terrier_191,30,"[22.848, 29.792, 128.12800000000001, 161.728]","[72, 60, 66, 63]",0.20065741910444124
Russian_Blue_228,27,"[21.653333333333336, 36.96, 202.34666666666666, 148.58666666666667]","[128, 81, 68, 69]",0.15605658857583346
boxer_66,8,"[13.44, 9.064, 199.36, 199.36]","[53, 40, 71, 66]",0.11790337426474186
saint_bernard_52,28,"[6.272, 26.344, 217.728, 168.448]","[103, 34, 80, 68]",0.14832650291532426
Ragdoll_9,26,"[26.432000000000002, 37.448, 184.12800000000001, 147.392]","[89, 63, 73, 76]",0.20442909431427264
great_pyrenees_195,15,"[1.344, 49.504000000000005, 222.208, 124.544]","[52, 94, 75, 76]",0.20596449210776208
Ragdoll_35,6,"[0.448, 47.712, 172.928, 147.84]","[94, 58, 69, 67]",0.18082839220827285
scottish_terrier_65,30,"[58.688, 52.68, 108.416, 108.416]","[64, 79, 73, 73]",0.4533764528410572
beagle_77,4,"[97.664, 65.224, 91.392, 121.408]","[109, 60, 73, 67]",0.39292669987147494
german_shorthaired_63,14,"[55.104, 76.872, 69.44, 91.392]","[62, 66, 73, 74]",0.5061905531000469
chihuahua_78,4,"[50.888, 39.872, 124.096, 172.032]","[81, 50, 53, 65]",0.16136977921950593
Siamese_222,32,"[29.12, 55.626666666666665, 192.64000000000001, 127.68]","[52, 64, 71, 67]",0.19340326782487777
beagle_51,4,"[47.04, 39.24, 125.888, 134.848]","[87, 72, 70, 74]",0.30514124668323006
newfoundland_53,22,"[64.06400000000001, 44.168, 150.528, 141.568]","[97, 61, 78, 83]",0.3038017750754235
Russian_Blue_29,27,"[41.664, 37.0, 181.888, 148.288]","[64, 72, 95, 79]",0.2782535034815944
shiba_inu_9,31,"[107.968, 51.456, 85.12, 133.056]","[110, 43, 64, 64]",0.2995569852909451
pomeranian_68,24,"[37.448, 0.0, 147.84, 224.0]","[74, 40, 81, 79]",0.19322892509276435
saint_bernard_19,28,"[13.44, 41.888, 133.056, 77.056]","[25, 52, 67, 57]",0.3724849535039526
havanese_67,16,"[57.792, 31.584, 155.45600000000002, 163.968]","[96, 84, 81, 76]",0.24150827891509982
chihuahua_2,1,"[42.112, 62.536, 181.888, 85.568]","[51, 85, 81, 74]",0.310793476143505
samoyed_47,29,"[41.032, 39.424, 144.704, 184.576]","[70, 63, 75, 73]",0.20498796174703912
japanese_chin_19,17,"[47.488, 58.016000000000005, 172.928, 137.984]","[67, 66, 71, 69]",0.20531155405310295
samoyed_25,29,"[64.512, 56.263999999999996, 137.088, 120.06400000000001]","[92, 62, 71, 69]",0.2976426694745062
great_pyrenees_67,15,"[50.176, 50.888, 134.4, 135.296]","[40, 46, 83, 76]",0.26814205688588766
newfoundland_24,22,"[3.584, 35.688, 183.68, 148.288]","[95, 57, 74, 70]",0.19017870301167406
Bombay_4,7,"[55.20540540540541, 13.016216216216216, 139.84864864864866, 200.0864864864865]","[62, 27, 62, 65]",0.144022058471698
boxer_48,8,"[33.824, 15.68, 125.44, 204.288]","[98, 0, 64, 75]",0.13564572735476516
Bengal_98,5,"[65.224, 55.104, 99.904, 155.45600000000002]","[71, 81, 83, 94]",0.5023606111846788
Abyssinian_80,0,"[70.0, 42.175, 114.8, 139.825]","[106, 63, 78, 76]",0.36930184632233803
german_shorthaired_48,14,"[93.648, 109.312, 43.456, 98.56]","[76, 110, 76, 72]",0.4721916150637701
german_shorthaired_70,14,"[0.0, 56.263999999999996, 196.22400000000002, 103.488]","[91, 81, 91, 78]",0.34953758122177886
english_setter_194,13,"[90.048, 113.12, 133.952, 82.432]","[126, 112, 81, 76]",0.544819006377527
yorkshire_terrier_91,36,"[37.632, 0.896, 140.224, 221.312]","[90, 0, 70, 91]",0.20283268897501847
german_shorthaired_88,14,"[64.56, 20.608, 133.056, 203.392]","[74, 36, 76, 80]",0.22466491157491783
British_Shorthair_36,9,"[0.0, 49.992000000000004, 183.232, 118.272]","[86, 76, 75, 74]",0.2561000836070147
great_pyrenees_49,15,"[0.0, 49.064, 223.552, 114.688]","[133, 83, 91, 72]",0.2539732423578713
Persian_2,23,"[5.76, 42.88, 218.24, 136.96]","[34, 46, 76, 74]",0.18815562734672625
pomeranian_197,29,"[0.0, 3.0, 223.25333333333333, 217.28]","[64, 80, 84, 73]",0.1264108762147758
Bengal_33,5,"[42.112, 41.263999999999996, 180.992, 151.424]","[51, 58, 54, 50]",0.09851665800335015
german_shorthaired_67,14,"[72.57600000000001, 37.408, 82.432, 142.464]","[83, 46, 78, 83]",0.48825250677586524
great_pyrenees_57,15,"[29.568, 89.864, 121.408, 50.176]","[93, 69, 75, 80]",0.3167895598604881
Maine_Coon_49,20,"[125.888, 110.024, 54.656, 54.656]","[111, 97, 79, 73]",0.517995203051847
american_bulldog_46,1,"[66.568, 27.328, 116.928, 149.632]","[90, 50, 74, 74]",0.3129827753594383
Abyssinian_87,0,"[0.56, 28.56, 221.20000000000002, 167.44000000000003]","[74, 68, 83, 85]",0.19048144637813633
beagle_21,4,"[23.744, 72.36, 141.568, 108.864]","[79, 67, 72, 69]",0.290049511506306
Bengal_99,5,"[0.448, 35.44, 201.6, 165.76]","[44, 90, 140, 78]",0.32677767052767054
Abyssinian_32,0,"[54.60000000000001, 71.12, 119.00000000000001, 88.76]","[56, 76, 73, 76]",0.5252574215806195
Bengal_195,5,"[44.434782608695656, 51.73913043478261, 130.2608695652174, 129.6521739130435]","[73, 92, 87, 62]",0.31938694919852884
miniature_pinscher_61,21,"[29.344, 13.44, 163.968, 207.872]","[83, 52, 67, 81]",0.15922260595783677
miniature_pinscher_20,21,"[59.584, 64.776, 99.456, 111.552]","[96, 78, 70, 74]",0.4018207169787001
chihuahua_53,10,"[23.17241379310345, 14.908722109533468, 157.20892494929006, 191.28600405679512]","[73, 44, 77, 82]",0.2099636842741761
newfoundland_194,22,"[59.808, 21.056, 113.792, 200.256]","[66, 32, 81, 81]",0.2879206207730146
Abyssinian_70,0,"[37.0, 1.792, 148.288, 221.312]","[76, 57, 75, 86]",0.19653900087316992
boxer_191,8,"[65.768, 4.928, 95.872, 211.008]","[71, 29, 73, 69]",0.24898961999378
Persian_88,23,"[0.0, 37.584, 223.552, 153.216]","[122, 90, 64, 67]",0.12519070842484586
staffordshire_bull_terrier_7,2,"[70.336, 54.472, 96.32000000000001, 66.304]","[72, 43, 72, 76]",0.6441719097957005
newfoundland_78,22,"[0.0, 34.72, 180.096, 159.936]","[60, 71, 94, 83]",0.2708667200000114
great_pyrenees_99,15,"[0.448, 72.80000000000001, 177.40800000000002, 123.2]","[75, 58, 79, 74]",0.20311071389211957
staffordshire_bull_terrier_5,2,"[46.0, 21.056, 119.168, 202.94400000000002]","[60, 36, 80, 74]",0.2447855853988261
saint_bernard_23,28,"[2.24, 39.263999999999996, 212.8, 157.696]","[111, 48, 93, 73]",0.20230821002892785
havanese_40,16,"[16.128, 41.032, 184.12800000000001, 142.016]","[110, 43, 78, 76]",0.22669977175977116
Siamese_78,32,"[37.896, 4.48, 123.648, 219.52]","[78, 28, 69, 64]",0.1626926280716368
yorkshire_terrier_33,36,"[37.184, 71.49600000000001, 181.44, 69.44]","[40, 70, 64, 66]",0.3251891525642473
american_pit_bull_terrier_51,2,"[78.176, 30.912, 65.856, 142.912]","[67, 40, 83, 76]",0.46712674665108145
Russian_Blue_237,27,"[57.120000000000005, 32.85333333333333, 90.34666666666666, 156.05333333333334]","[86, 40, 60, 72]",0.30640691564695793
pomeranian_36,24,"[1.792, 51.232, 157.248, 125.44]","[33, 65, 78, 71]",0.28075776441528993
english_cocker_spaniel_59,12,"[41.664, 89.75999999999999, 85.12, 98.56]","[61, 86, 68, 74]",0.5250306409934389
Maine_Coon_69,5,"[8.96, 78.664, 101.696, 78.848]","[0, 69, 83, 71]",0.4846548836253207
