index,pred_class,true_bbox,cam_bboxes,densenet_iou
basset_hound_49,3,"[14.336, 53.088, 185.024, 114.688]","[133, 55, 64, 63]",0.19000913395019023
american_bulldog_53,1,"[37.896, 56.448, 148.288, 166.208]","[58, 71, 78, 85]",0.2690020545518392
pug_97,25,"[66.304, 64.776, 157.696, 120.512]","[99, 81, 74, 65]",0.2531011421075273
leonberger_51,22,"[37.448, 17.92, 141.12, 206.08]","[78, 36, 84, 82]",0.23684745637385385
Maine_Coon_52,20,"[26.472, 14.336, 181.888, 169.792]","[34, 26, 70, 75]",0.16999573746794683
havanese_5,16,"[45.96, 17.92, 137.984, 205.632]","[76, 41, 79, 77]",0.21438697006580412
japanese_chin_52,17,"[47.04, 30.240000000000002, 120.512, 163.072]","[69, 48, 76, 76]",0.2939121183421692
german_shorthaired_68,14,"[28.0, 4.928, 148.736, 217.728]","[71, 22, 96, 79]",0.23418978256184222
samoyed_28,29,"[4.032, 26.168, 189.056, 178.304]","[57, 56, 85, 78]",0.19668080509788521
Ragdoll_265,26,"[0.64, 32.64, 223.36, 158.72]","[76, 72, 81, 76]",0.17364470924993067
Birman_59,32,"[2.688, 49.024, 182.336, 129.472]","[28, 77, 81, 80]",0.27449012557761937
havanese_63,16,"[0.448, 61.64, 165.76, 117.376]","[77, 74, 74, 67]",0.2548281955912136
Sphynx_80,33,"[3.136, 12.544, 219.52, 211.45600000000002]","[63, 42, 81, 86]",0.1500684384463747
havanese_98,16,"[74.368, 38.0, 149.632, 147.84]","[92, 54, 89, 78]",0.31381100854876515
Egyptian_Mau_19,11,"[37.32727272727273, 2.327272727272727, 141.38181818181818, 220.5090909090909]","[91, 38, 67, 96]",0.20631270562559043
great_pyrenees_193,15,"[0.448, 11.0, 223.552, 198.464]","[41, 33, 93, 68]",0.14253829559889117
german_shorthaired_24,14,"[107.072, 48.608000000000004, 97.664, 146.94400000000002]","[121, 53, 73, 79]",0.40184964231343123
great_pyrenees_55,15,"[51.968, 37.448, 75.712, 123.2]","[50, 61, 74, 70]",0.532697850749942
Birman_48,6,"[0.0, 48.2, 202.048, 124.096]","[109, 84, 71, 68]",0.19255505419246471
Egyptian_Mau_59,11,"[47.45333333333333, 62.720000000000006, 120.58666666666667, 119.46666666666667]","[93, 83, 77, 85]",0.437695529408349
samoyed_96,29,"[32.704, 39.879999999999995, 188.16, 171.136]","[64, 66, 72, 73]",0.16322499923679268
american_pit_bull_terrier_94,1,"[30.016000000000002, 68.80799999999999, 94.08, 116.928]","[44, 84, 77, 73]",0.5109727679385933
scottish_terrier_191,30,"[22.848, 29.792, 128.12800000000001, 161.728]","[70, 58, 69, 74]",0.2464061524644726
Russian_Blue_228,2,"[21.653333333333336, 36.96, 202.34666666666666, 148.58666666666667]","[92, 55, 93, 74]",0.22889630063488617
boxer_66,8,"[13.44, 9.064, 199.36, 199.36]","[56, 32, 77, 74]",0.14336607481017907
saint_bernard_52,28,"[6.272, 26.344, 217.728, 168.448]","[110, 34, 73, 69]",0.1373383447030309
Ragdoll_9,26,"[26.432000000000002, 37.448, 184.12800000000001, 147.392]","[88, 62, 75, 78]",0.21555699382453045
great_pyrenees_195,19,"[1.344, 49.504000000000005, 222.208, 124.544]","[74, 109, 72, 67]",0.16837747389878802
Ragdoll_35,6,"[0.448, 47.712, 172.928, 147.84]","[93, 61, 72, 66]",0.18587422015438299
scottish_terrier_65,30,"[58.688, 52.68, 108.416, 108.416]","[69, 78, 77, 71]",0.46511710784050664
beagle_77,4,"[97.664, 65.224, 91.392, 121.408]","[109, 69, 74, 70]",0.46684667870838376
german_shorthaired_63,14,"[55.104, 76.872, 69.44, 91.392]","[62, 64, 74, 73]",0.4708095850342131
chihuahua_78,10,"[50.888, 39.872, 124.096, 172.032]","[82, 52, 69, 63]",0.2036210247509992
Siamese_222,10,"[29.12, 55.626666666666665, 192.64000000000001, 127.68]","[51, 63, 82, 75]",0.25003785939100237
beagle_51,4,"[47.04, 39.24, 125.888, 134.848]","[86, 71, 71, 71]",0.29695309353864147
newfoundland_53,22,"[64.06400000000001, 44.168, 150.528, 141.568]","[102, 64, 73, 75]",0.2569222611272696
Russian_Blue_29,9,"[41.664, 37.0, 181.888, 148.288]","[74, 73, 84, 77]",0.23980595076868122
shiba_inu_9,31,"[107.968, 51.456, 85.12, 133.056]","[115, 48, 56, 66]",0.3040527927120668
pomeranian_68,24,"[37.448, 0.0, 147.84, 224.0]","[70, 40, 81, 72]",0.17610737476808905
saint_bernard_19,28,"[13.44, 41.888, 133.056, 77.056]","[25, 47, 67, 62]",0.4051590722323695
havanese_67,16,"[57.792, 31.584, 155.45600000000002, 163.968]","[94, 74, 83, 78]",0.2539838527771859
chihuahua_2,1,"[42.112, 62.536, 181.888, 85.568]","[58, 90, 84, 71]",0.2931891313043803
samoyed_47,29,"[41.032, 39.424, 144.704, 184.576]","[70, 70, 76, 70]",0.19918464958799054
japanese_chin_19,17,"[47.488, 58.016000000000005, 172.928, 137.984]","[69, 72, 72, 74]",0.22329045927636915
samoyed_25,29,"[64.512, 56.263999999999996, 137.088, 120.06400000000001]","[87, 62, 72, 69]",0.301834819748795
great_pyrenees_67,15,"[50.176, 50.888, 134.4, 135.296]","[51, 59, 74, 71]",0.28893878536513945
newfoundland_24,22,"[3.584, 35.688, 183.68, 148.288]","[89, 52, 79, 69]",0.20012820658622302
Bombay_4,7,"[55.20540540540541, 13.016216216216216, 139.84864864864866, 200.0864864864865]","[59, 30, 71, 80]",0.20298890623306318
boxer_48,8,"[33.824, 15.68, 125.44, 204.288]","[98, 0, 70, 84]",0.15320299730022588
Bengal_98,5,"[65.224, 55.104, 99.904, 155.45600000000002]","[80, 79, 75, 80]",0.3863321798395376
Abyssinian_80,0,"[70.0, 42.175, 114.8, 139.825]","[112, 66, 68, 84]",0.3558455037437913
german_shorthaired_48,14,"[93.648, 109.312, 43.456, 98.56]","[84, 103, 68, 70]",0.4410279460041074
german_shorthaired_70,14,"[0.0, 56.263999999999996, 196.22400000000002, 103.488]","[114, 90, 72, 68]",0.24110115492558878
english_setter_194,12,"[90.048, 113.12, 133.952, 82.432]","[123, 107, 101, 76]",0.6053043713273334
yorkshire_terrier_91,36,"[37.632, 0.896, 140.224, 221.312]","[84, 0, 77, 86]",0.21069243756857794
german_shorthaired_88,14,"[64.56, 20.608, 133.056, 203.392]","[75, 29, 78, 76]",0.2190482887855449
British_Shorthair_36,9,"[0.0, 49.992000000000004, 183.232, 118.272]","[82, 72, 79, 76]",0.27704953188766057
great_pyrenees_49,15,"[0.0, 49.064, 223.552, 114.688]","[142, 89, 82, 68]",0.21603855642352943
Persian_2,23,"[5.76, 42.88, 218.24, 136.96]","[39, 54, 67, 55]",0.12328475938347905
pomeranian_197,24,"[0.0, 3.0, 223.25333333333333, 217.28]","[42, 62, 106, 86]",0.1879258883845232
Bengal_33,5,"[42.112, 41.263999999999996, 180.992, 151.424]","[66, 71, 101, 88]",0.32430224308658373
german_shorthaired_67,14,"[72.57600000000001, 37.408, 82.432, 142.464]","[87, 41, 74, 74]",0.4129475518995239
great_pyrenees_57,15,"[29.568, 89.864, 121.408, 50.176]","[97, 76, 67, 67]",0.3440216924338475
Maine_Coon_49,26,"[125.888, 110.024, 54.656, 54.656]","[117, 94, 75, 76]",0.5240839185964915
american_bulldog_46,1,"[66.568, 27.328, 116.928, 149.632]","[90, 41, 77, 80]",0.35207704459717676
Abyssinian_87,0,"[0.56, 28.56, 221.20000000000002, 167.44000000000003]","[83, 67, 94, 85]",0.2157259754162026
beagle_21,4,"[23.744, 72.36, 141.568, 108.864]","[87, 68, 70, 70]",0.29234849485526504
Bengal_99,5,"[0.448, 35.44, 201.6, 165.76]","[40, 75, 108, 75]",0.2423900303364589
Abyssinian_32,0,"[54.60000000000001, 71.12, 119.00000000000001, 88.76]","[62, 78, 68, 60]",0.3862743835704628
Bengal_195,5,"[44.434782608695656, 51.73913043478261, 130.2608695652174, 129.6521739130435]","[57, 84, 90, 68]",0.36237451410734084
miniature_pinscher_61,21,"[29.344, 13.44, 163.968, 207.872]","[82, 43, 69, 73]",0.14778040652471416
miniature_pinscher_20,21,"[59.584, 64.776, 99.456, 111.552]","[99, 77, 68, 75]",0.3851510882697775
chihuahua_53,10,"[23.17241379310345, 14.908722109533468, 157.20892494929006, 191.28600405679512]","[67, 39, 80, 79]",0.2101632063054788
newfoundland_194,22,"[59.808, 21.056, 113.792, 200.256]","[76, 28, 75, 73]",0.24026297801131763
Abyssinian_70,0,"[37.0, 1.792, 148.288, 221.312]","[88, 43, 69, 77]",0.16189328862622507
boxer_191,3,"[65.768, 4.928, 95.872, 211.008]","[82, 20, 70, 74]",0.2560584140495891
Persian_88,23,"[0.0, 37.584, 223.552, 153.216]","[115, 87, 70, 69]",0.1410147205438446
staffordshire_bull_terrier_7,34,"[70.336, 54.472, 96.32000000000001, 66.304]","[79, 52, 71, 73]",0.6860549921259341
newfoundland_78,22,"[0.0, 34.72, 180.096, 159.936]","[74, 70, 89, 73]",0.22556025119713843
great_pyrenees_99,15,"[0.448, 72.80000000000001, 177.40800000000002, 123.2]","[76, 68, 76, 73]",0.23325194176211303
staffordshire_bull_terrier_5,8,"[46.0, 21.056, 119.168, 202.94400000000002]","[73, 43, 75, 77]",0.23878999251321298
saint_bernard_23,28,"[2.24, 39.263999999999996, 212.8, 157.696]","[112, 50, 89, 65]",0.17238960009093351
havanese_40,16,"[16.128, 41.032, 184.12800000000001, 142.016]","[121, 42, 75, 77]",0.22084871489755034
Siamese_78,32,"[37.896, 4.48, 123.648, 219.52]","[83, 26, 70, 72]",0.18568180377741159
yorkshire_terrier_33,36,"[37.184, 71.49600000000001, 181.44, 69.44]","[43, 70, 65, 61]",0.30463357836172195
american_pit_bull_terrier_51,21,"[78.176, 30.912, 65.856, 142.912]","[82, 31, 70, 71]",0.44142744492627856
Russian_Blue_237,27,"[57.120000000000005, 32.85333333333333, 90.34666666666666, 156.05333333333334]","[77, 34, 84, 84]",0.3885086072238016
pomeranian_36,24,"[1.792, 51.232, 157.248, 125.44]","[39, 69, 79, 67]",0.2683370976977482
english_cocker_spaniel_59,12,"[41.664, 89.75999999999999, 85.12, 98.56]","[63, 86, 74, 75]",0.48363513429148414
Maine_Coon_69,20,"[8.96, 78.664, 101.696, 78.848]","[0, 74, 81, 81]",0.6056250440382858
Bombay_91,7,"[39.424, 36.064, 184.576, 158.592]","[69, 74, 85, 77]",0.22359039584753598
boxer_68,8,"[59.584, 41.928, 135.296, 144.704]","[102, 56, 71, 74]",0.26836419693356606
american_bulldog_70,28,"[24.192, 29.792, 133.952, 157.248]","[58, 70, 78, 76]",0.2814322495999515
basset_hound_80,3,"[37.0, 78.848, 101.696, 83.776]","[86, 72, 67, 69]",0.33191328999300534
Persian_272,23,"[30.270270270270274, 37.513513513513516, 190.2702702702703, 152.21621621621622]","[41, 45, 61, 59]",0.12426533344363376
Ragdoll_208,6,"[10.224066390041495, 12.929460580912863, 213.7759336099585, 196.11618257261412]","[28, 31, 69, 70]",0.11520594427048068
Sphynx_95,33,"[28.448, 0.448, 134.848, 170.24]","[51, 26, 72, 76]",0.2383636178723981
Siamese_94,32,"[60.928000000000004, 35.616, 137.088, 159.936]","[73, 63, 78, 75]",0.2668149717870341
Maine_Coon_53,20,"[63.392, 20.608, 84.224, 191.744]","[69, 44, 75, 83]",0.38546212341506
Abyssinian_204,0,"[35.21333333333333, 26.880000000000003, 141.86666666666667, 192.64000000000001]","[93, 54, 65, 64]",0.15221817000974194
shiba_inu_53,31,"[85.12, 60.744, 138.88, 113.792]","[82, 64, 71, 69]",0.2923905317297102
Bombay_24,7,"[25.200000000000003, 50.800000000000004, 181.60000000000002, 167.20000000000002]","[127, 57, 77, 72]",0.18258752608393228
leonberger_59,19,"[102.144, 28.0, 89.60000000000001, 130.816]","[114, 64, 70, 75]",0.4479096593688845
shiba_inu_204,31,"[50.176, 58.056, 67.2, 115.136]","[49, 70, 72, 74]",0.6145071130977803
chihuahua_59,10,"[24.192, 37.0, 124.544, 148.736]","[41, 83, 80, 73]",0.31526367914765807
chihuahua_31,21,"[95.24000000000001, 46.144, 64.06400000000001, 159.04]","[93, 70, 72, 72]",0.4286758394128633
newfoundland_195,22,"[65.856, 67.912, 157.248, 117.376]","[79, 74, 70, 69]",0.26168732931614613
english_cocker_spaniel_29,12,"[37.0, 0.0, 148.288, 224.0]","[60, 68, 110, 78]",0.25830526697083667
chihuahua_19,1,"[33.152, 18.648, 190.4, 197.568]","[66, 72, 84, 77]",0.1719437775110044
scottish_terrier_70,30,"[48.448, 8.064, 126.784, 215.488]","[80, 0, 79, 102]",0.2654367364383711
miniature_pinscher_44,21,"[96.32000000000001, 32.032, 56.448, 110.656]","[91, 39, 67, 69]",0.5584585311230238
newfoundland_198,22,"[15.232000000000001, 31.36, 166.656, 165.76]","[32, 68, 83, 82]",0.24637194541068388
scottish_terrier_81,30,"[42.336, 34.944, 132.608, 141.12]","[102, 51, 70, 70]",0.26184108215358215
english_cocker_spaniel_37,12,"[54.472, 21.504, 115.136, 190.4]","[70, 42, 76, 72]",0.24961346406266785
miniature_pinscher_81,21,"[43.456, 54.576, 112.896, 102.592]","[73, 58, 74, 69]",0.44084788274324077
Ragdoll_235,6,"[45.54666666666667, 45.17333333333333, 123.94666666666667, 107.52000000000001]","[53, 68, 70, 70]",0.36768166415662645
pomeranian_6,24,"[0.896, 37.448, 223.104, 149.184]","[58, 86, 101, 74]",0.22455539277290568
newfoundland_32,22,"[38.448, 0.0, 146.94400000000002, 210.56]","[98, 25, 70, 68]",0.15384352527985765
Egyptian_Mau_45,11,"[43.92888888888889, 100.05333333333333, 113.99111111111111, 91.09333333333333]","[61, 113, 73, 69]",0.48508111780129765
yorkshire_terrier_194,36,"[72.352, 61.376000000000005, 92.736, 144.256]","[91, 65, 70, 75]",0.39244342585805586
american_pit_bull_terrier_202,2,"[59.733333333333334, 69.06666666666666, 108.26666666666667, 116.48]","[51, 58, 82, 81]",0.36263989155508564
wheaten_terrier_6,35,"[38.08, 83.592, 142.912, 84.672]","[69, 87, 68, 65]",0.36526978931095744
yorkshire_terrier_35,36,"[7.6160000000000005, 37.0, 194.88, 147.84]","[60, 61, 101, 74]",0.2594142738077467
newfoundland_51,22,"[54.656, 51.784, 95.872, 129.024]","[94, 56, 68, 70]",0.30038802003942633
great_pyrenees_36,15,"[130.368, 114.464, 93.632, 56.896]","[39, 56, 70, 72]",0.0
Bengal_36,5,"[56.896, 94.304, 90.496, 48.832]","[82, 90, 72, 69]",0.5155448447309297
shiba_inu_65,4,"[77.28, 136.192, 30.912, 66.752]","[62, 122, 71, 69]",0.3215938533910375
Ragdoll_203,26,"[43.73101952277657, 40.03470715835141, 118.07375271149674, 152.08676789587852]","[81, 44, 76, 77]",0.32588136025275494
British_Shorthair_270,9,"[0.0, 75.78666666666666, 223.25333333333333, 108.26666666666667]","[134, 87, 90, 75]",0.2763045043495464
saint_bernard_69,28,"[74.368, 53.984, 143.808, 98.56]","[142, 44, 82, 65]",0.2736856735290908
pug_2,25,"[46.512, 4.48, 115.136, 190.848]","[80, 69, 71, 68]",0.21971945392943168
saint_bernard_7,28,"[71.232, 51.784, 103.936, 133.952]","[72, 48, 71, 66]",0.31127511530912383
beagle_94,1,"[82.88, 80.00800000000001, 56.448, 98.56]","[79, 89, 69, 67]",0.5905248905282034
basset_hound_28,3,"[2.688, 40.24, 112.0, 41.216]","[34, 81, 77, 72]",0.003467824451757442
keeshond_26,18,"[102.368, 119.616, 93.184, 96.768]","[108, 126, 73, 73]",0.5909797583730341
english_setter_199,13,"[22.400000000000002, 28.024, 201.15200000000002, 185.024]","[66, 64, 81, 91]",0.19804960955164594
japanese_chin_94,17,"[83.776, 54.432, 139.328, 138.43200000000002]","[87, 58, 72, 70]",0.26130976537588463
leonberger_71,19,"[1.0, 8.064, 203.84, 202.048]","[104, 27, 85, 72]",0.14859611518396984
newfoundland_199,22,"[57.792, 37.0, 70.336, 148.736]","[61, 77, 74, 72]",0.4411366185019165
american_bulldog_77,1,"[64.96000000000001, 70.152, 159.04, 115.584]","[90, 87, 83, 72]",0.3250921642813693
wheaten_terrier_84,35,"[39.872, 28.0, 184.12800000000001, 168.0]","[56, 38, 80, 79]",0.20430921760431667
Russian_Blue_55,27,"[55.104, 50.44, 150.528, 120.96000000000001]","[71, 58, 72, 69]",0.2728490949951409
Russian_Blue_35,27,"[32.256, 65.224, 191.744, 105.28]","[65, 93, 83, 69]",0.28370012283348417
basset_hound_5,3,"[21.952, 40.992000000000004, 108.864, 146.048]","[63, 114, 68, 78]",0.30481560385355577
miniature_pinscher_51,21,"[82.432, 48.2, 78.4, 135.744]","[88, 75, 66, 74]",0.45892207660999335
yorkshire_terrier_71,18,"[87.36, 78.624, 70.784, 82.432]","[81, 78, 77, 72]",0.7956615465449711
japanese_chin_78,17,"[63.168, 48.16, 144.704, 147.392]","[77, 61, 81, 75]",0.2848340033901899
British_Shorthair_241,5,"[6.720000000000001, 57.86666666666667, 193.38666666666668, 73.17333333333333]","[122, 87, 61, 34]",0.14656470055912996
havanese_58,16,"[31.408, 49.28, 162.17600000000002, 174.272]","[75, 76, 86, 74]",0.22517282222153298
havanese_200,16,"[35.84, 37.448, 170.24, 148.288]","[107, 73, 79, 82]",0.2566098514656299
Maine_Coon_76,20,"[47.752, 20.608, 137.088, 203.392]","[81, 56, 76, 69]",0.18807426605003236
beagle_200,4,"[8.96, 61.192, 185.024, 123.2]","[40, 81, 83, 71]",0.25852209555404815
newfoundland_200,22,"[65.408, 69.70400000000001, 97.664, 102.592]","[98, 64, 80, 74]",0.38660351426147477
Birman_52,6,"[79.744, 82.656, 109.76, 101.248]","[81, 88, 66, 64]",0.38009605142400105
Russian_Blue_73,27,"[16.576, 66.568, 139.776, 110.208]","[92, 64, 71, 69]",0.26671606058830666
staffordshire_bull_terrier_97,1,"[70.6, 27.776, 98.56, 163.968]","[75, 37, 79, 72]",0.3519652551780772
basset_hound_81,3,"[31.448, 13.44, 159.936, 210.56]","[84, 31, 84, 76]",0.1895705090546857
beagle_198,14,"[38.792, 2.688, 141.12, 208.32]","[72, 26, 77, 75]",0.1964411436617658
Birman_34,6,"[59.136, 42.824, 164.864, 142.912]","[78, 81, 79, 72]",0.24141544864163464
american_pit_bull_terrier_43,2,"[55.775999999999996, 22.400000000000002, 140.224, 198.016]","[73, 32, 74, 74]",0.1972153908257823
scottish_terrier_72,30,"[41.480000000000004, 16.128, 113.792, 160.832]","[86, 41, 68, 71]",0.26380502769177333
newfoundland_37,22,"[29.568, 46.816, 194.43200000000002, 149.184]","[75, 64, 84, 69]",0.19981973827019908
Egyptian_Mau_219,11,"[115.5, 32.5, 88.5, 121.5]","[66, 67, 101, 67]",0.2452511683280914
chihuahua_64,10,"[67.31175059952038, 20.412470023980816, 78.96402877697841, 149.8705035971223]","[67, 34, 74, 72]",0.44746836066319157
Bengal_82,5,"[25.536, 7.168, 158.592, 213.696]","[71, 39, 63, 93]",0.1728804279546804
english_setter_26,13,"[69.256, 16.576, 114.24000000000001, 207.424]","[82, 37, 68, 78]",0.22383413408559968
samoyed_88,29,"[70.336, 69.152, 100.8, 119.168]","[98, 64, 70, 72]",0.3781981186046679
miniature_pinscher_8,21,"[0.0, 28.0, 153.216, 166.656]","[54, 75, 83, 76]",0.24703962005949331
Bengal_74,5,"[43.904, 28.72, 173.824, 170.68800000000002]","[66, 101, 73, 72]",0.17715059986978798
shiba_inu_30,31,"[64.06400000000001, 61.192, 96.768, 124.096]","[90, 70, 73, 74]",0.43073284007477813
newfoundland_69,22,"[14.48, 0.448, 193.088, 223.552]","[91, 30, 76, 73]",0.12852943801329636
english_setter_86,13,"[7.168, 44.472, 151.872, 141.568]","[79, 80, 3, 1]",0.0001395334864650464
wheaten_terrier_61,35,"[27.776, 36.984, 116.48, 155.45600000000002]","[74, 56, 63, 62]",0.2157115443994046
german_shorthaired_29,14,"[31.648, 35.392, 158.592, 170.68800000000002]","[119, 29, 72, 77]",0.18235861541511586
beagle_40,4,"[0.448, 28.448, 213.248, 167.552]","[74, 82, 101, 69]",0.19504547605424907
leonberger_65,19,"[31.808, 56.672, 173.824, 116.928]","[72, 63, 73, 69]",0.24782418688680588
Siamese_59,32,"[0.0, 60.296, 220.416, 124.096]","[130, 69, 70, 70]",0.17914107672213908
Ragdoll_57,26,"[40.136, 51.072, 146.048, 169.792]","[79, 76, 77, 91]",0.2825655937889506
german_shorthaired_25,14,"[32.928, 3.584, 157.248, 219.52]","[69, 33, 91, 74]",0.19508051236367563
japanese_chin_3,17,"[44.60813704496788, 37.593147751606, 141.01927194860815, 149.65310492505353]","[81, 55, 82, 69]",0.26810119092463813
Bombay_86,7,"[39.00497512437811, 35.6865671641791, 133.17412935323384, 130.38805970149255]","[91, 50, 77, 75]",0.3325785991597314
saint_bernard_81,28,"[56.712, 42.112, 111.104, 181.44]","[73, 52, 66, 64]",0.20953721990588353
Persian_97,23,"[46.096000000000004, 12.096, 137.984, 199.36]","[62, 32, 68, 66]",0.16314962983588296
german_shorthaired_77,14,"[11.48, 20.608, 200.256, 203.392]","[60, 63, 98, 79]",0.19007883565423925
newfoundland_79,22,"[37.448, 22.400000000000002, 115.584, 201.6]","[70, 45, 75, 79]",0.25427291798502344
leonberger_7,19,"[52.416000000000004, 75.52799999999999, 94.528, 97.21600000000001]","[73, 67, 77, 73]",0.4746756290607304
great_pyrenees_45,15,"[54.208, 74.632, 169.344, 111.104]","[63, 74, 72, 72]",0.27245038843649816
japanese_chin_48,17,"[46.592, 61.448, 145.15200000000002, 100.352]","[92, 56, 94, 70]",0.40242239130591817
american_pit_bull_terrier_27,1,"[0.0, 41.856, 129.472, 149.184]","[27, 56, 79, 75]",0.3067540112229311
pug_39,25,"[80.00800000000001, 89.152, 77.952, 114.688]","[95, 86, 71, 71]",0.4399539176481805
Bengal_9,0,"[94.976, 72.84, 129.024, 113.34400000000001]","[91, 77, 63, 59]",0.23436913238601964
staffordshire_bull_terrier_29,31,"[132.76, 85.568, 47.936, 78.4]","[108, 70, 81, 81]",0.4366849725378075
samoyed_64,29,"[37.896, 8.512, 132.608, 211.008]","[87, 17, 67, 66]",0.15803383966557874
Siamese_83,32,"[27.328, 69.664, 169.344, 118.272]","[32, 82, 73, 75]",0.27335836537446867
shiba_inu_59,31,"[17.92, 57.608000000000004, 146.94400000000002, 128.576]","[74, 77, 71, 71]",0.2668117362602175
saint_bernard_51,28,"[0.0, 39.2, 210.56, 156.352]","[83, 57, 69, 70]",0.14671273656386896
havanese_3,16,"[37.448, 46.144, 141.568, 168.89600000000002]","[89, 59, 67, 67]",0.18774360144244043
Persian_263,23,"[27.34328358208955, 0.0, 170.50746268656718, 221.99402985074627]","[72, 53, 72, 60]",0.11412980101679225
basset_hound_40,3,"[40.768, 37.896, 163.968, 146.496]","[53, 63, 88, 76]",0.27842703231590926
chihuahua_87,21,"[68.096, 38.896, 101.696, 142.912]","[95, 70, 69, 65]",0.30859570629724
saint_bernard_65,28,"[62.72, 32.480000000000004, 76.608, 153.216]","[73, 29, 69, 67]",0.3468354334477708
Siamese_54,32,"[24.192, 17.200000000000003, 199.808, 199.808]","[65, 58, 75, 76]",0.14277399448890538
american_pit_bull_terrier_47,2,"[44.128, 0.0, 136.192, 223.104]","[82, 39, 74, 82]",0.19970393287705063
Bengal_43,5,"[0.896, 56.192, 223.104, 107.52]","[41, 75, 81, 73]",0.2464967891335751
boxer_51,8,"[30.016000000000002, 61.192, 135.296, 124.544]","[62, 76, 82, 74]",0.3601121754981473
chihuahua_27,10,"[49.504000000000005, 0.896, 139.776, 206.528]","[86, 37, 78, 77]",0.20805290323830178
Bombay_7,7,"[25.088, 51.784, 101.696, 123.2]","[62, 56, 73, 73]",0.36022047305893257
german_shorthaired_38,14,"[79.112, 56.448, 106.624, 167.104]","[103, 66, 77, 80]",0.3457314561213225
japanese_chin_89,17,"[34.496, 45.472, 163.52, 105.28]","[25, 40, 76, 82]",0.27723211272308784
Egyptian_Mau_63,5,"[0.0, 72.352, 219.072, 111.552]","[28, 118, 136, 46]",0.2559956029619081
newfoundland_2,22,"[27.328, 38.344, 142.016, 142.016]","[90, 46, 67, 65]",0.21593030933327867
Siamese_69,32,"[42.56, 42.784, 98.11200000000001, 142.464]","[71, 46, 78, 78]",0.37153288804911444
Persian_79,23,"[38.344, 60.032000000000004, 108.864, 137.088]","[80, 63, 60, 64]",0.25730456791770207
shiba_inu_74,31,"[2.688, 28.448, 176.96, 166.208]","[91, 44, 73, 73]",0.1811835175828836
american_bulldog_34,1,"[60.744, 17.024, 93.184, 199.36]","[74, 24, 70, 71]",0.2675327876126682
British_Shorthair_98,9,"[37.928, 1.344, 153.66400000000002, 222.656]","[52, 45, 82, 80]",0.1917331920361342
basset_hound_64,3,"[25.136, 1.344, 155.45600000000002, 173.824]","[119, 25, 65, 68]",0.15367644526800775
basset_hound_92,3,"[54.576, 32.704, 105.72800000000001, 162.17600000000002]","[70, 39, 75, 77]",0.33680256248076995
Bombay_58,7,"[32.704, 80.864, 190.848, 114.688]","[69, 74, 82, 78]",0.2598190672046506
pomeranian_200,29,"[85.568, 92.06400000000001, 95.872, 73.024]","[72, 82, 68, 66]",0.3605659313077995
Birman_192,26,"[77.504, 64.776, 66.752, 119.168]","[70, 66, 79, 79]",0.591037215475246
Egyptian_Mau_75,11,"[27.776, 47.088, 182.336, 114.24000000000001]","[75, 61, 96, 83]",0.3825240169777984
scottish_terrier_192,30,"[13.44, 41.032, 165.312, 120.96000000000001]","[69, 74, 82, 70]",0.2870554085831863
american_bulldog_30,1,"[42.824, 47.04, 136.64000000000001, 170.24]","[71, 66, 80, 73]",0.2510576059586906
leonberger_45,19,"[16.576, 37.896, 140.672, 148.288]","[51, 47, 75, 75]",0.2696552356077228
Birman_58,6,"[44.576, 2.24, 150.976, 213.696]","[83, 45, 78, 71]",0.1716519112824011
leonberger_46,19,"[97.664, 89.864, 76.608, 71.232]","[80, 75, 77, 77]",0.47887814616913443
British_Shorthair_29,9,"[5.376, 59.848, 138.88, 125.888]","[63, 74, 74, 76]",0.32167793360025676
Maine_Coon_36,20,"[66.304, 93.44800000000001, 84.224, 65.408]","[59, 89, 72, 71]",0.6623017070893941
samoyed_62,29,"[19.712, 34.272, 203.84, 160.832]","[27, 37, 70, 68]",0.14519279963967588
Siamese_250,32,"[30.526315789473685, 42.94736842105263, 130.52631578947367, 120.42105263157895]","[103, 34, 83, 83]",0.23481052609918698
shiba_inu_25,31,"[67.2, 67.464, 90.048, 111.104]","[55, 61, 73, 69]",0.33828794714150323
basset_hound_192,3,"[0.0, 51.2, 224.0, 124.544]","[103, 76, 88, 74]",0.23342295551314052
Russian_Blue_236,27,"[58.24, 39.413333333333334, 132.90666666666667, 153.06666666666666]","[104, 66, 76, 69]",0.25777173365920775
american_pit_bull_terrier_33,1,"[56.448, 55.775999999999996, 115.136, 139.776]","[88, 53, 72, 76]",0.32357998363610807
american_bulldog_65,28,"[66.752, 80.904, 90.048, 104.384]","[84, 72, 80, 67]",0.40164443005877304
Siamese_257,6,"[0.0, 4.0, 224.0, 212.05333333333334]","[40, 45, 77, 71]",0.11509486607142856
english_cocker_spaniel_45,12,"[77.32, 42.56, 82.432, 158.144]","[91, 54, 70, 75]",0.39272715350744963
chihuahua_67,10,"[92.288, 61.64, 109.76, 115.584]","[112, 63, 78, 73]",0.44882355825576553
staffordshire_bull_terrier_45,1,"[38.528, 54.024, 79.744, 117.824]","[51, 60, 74, 73]",0.496703261434965
Bengal_96,5,"[40.32, 41.44, 175.616, 154.112]","[55, 80, 88, 88]",0.2861309301841287
american_bulldog_74,1,"[38.448, 54.656, 132.16, 169.344]","[67, 70, 79, 78]",0.27532893201671305
