index,pred_class,true_bbox,cam_bboxes,mobilenet_adv_iou
Egyptian_Mau_28,11,"[77.504, 28.896, 94.976, 166.656]","[80, 95, 83, 78]",0.40901371057019886
leonberger_92,19,"[30.240000000000002, 35.392, 158.144, 188.608]","[42, 38, 143, 186]",0.8917356975458927
Siamese_210,32,"[25.984, 11.648, 198.016, 212.352]","[39, 66, 121, 82]",0.23596227987300084
american_bulldog_26,1,"[52.864000000000004, 53.576, 163.968, 126.336]","[57, 61, 94, 80]",0.363020891416676
english_cocker_spaniel_41,12,"[73.47200000000001, 40.584, 99.456, 143.36]","[80, 41, 83, 98]",0.570486257742117
Sphynx_46,33,"[2.688, 11.200000000000001, 162.624, 202.048]","[84, 31, 83, 102]",0.25109949982039903
staffordshire_bull_terrier_41,34,"[8.96, 42.376, 212.352, 135.744]","[75, 66, 88, 73]",0.22285815671466397
newfoundland_44,22,"[43.736000000000004, 1.344, 120.06400000000001, 193.536]","[73, 57, 104, 88]",0.32749814271698063
British_Shorthair_274,9,"[70.0, 74.52000000000001, 89.60000000000001, 103.60000000000001]","[65, 72, 87, 82]",0.6583723937287859
yorkshire_terrier_195,36,"[4.928, 42.824, 136.192, 143.36]","[50, 68, 82, 93]",0.3905864842596167
german_shorthaired_27,14,"[67.2, 73.84, 111.552, 112.44800000000001]","[61, 96, 129, 87]",0.6901706076017787
Maine_Coon_9,20,"[22.773333333333333, 61.64, 197.49333333333334, 98.93333333333334]","[37, 73, 73, 72]",0.26900495191121354
Birman_201,6,"[2.986666666666667, 67.98666666666666, 180.32000000000002, 94.45333333333333]","[97, 71, 85, 82]",0.4092338884833387
english_setter_2,13,"[50.888, 10.304, 133.952, 209.216]","[60, 43, 128, 108]",0.47530965481762594
leonberger_55,19,"[42.112, 57.608000000000004, 105.72800000000001, 87.36]","[39, 60, 131, 92]",0.7300746612664282
beagle_202,4,"[76.608, 114.952, 100.8, 53.312]","[108, 110, 65, 63]",0.5772032692017098
Persian_47,23,"[48.512, 18.368000000000002, 125.44, 196.672]","[76, 37, 89, 87]",0.3138561764703441
shiba_inu_37,31,"[35.90067720090293, 9.584650112866818, 149.1647855530474, 206.80812641083523]","[98, 32, 85, 71]",0.19563356371424806
german_shorthaired_3,14,"[79.56, 52.864000000000004, 54.208, 79.296]","[71, 58, 88, 85]",0.5181556652019987
american_pit_bull_terrier_37,34,"[45.248, 31.584, 173.824, 131.712]","[30, 36, 110, 90]",0.3514101710786399
staffordshire_bull_terrier_48,14,"[94.528, 58.504000000000005, 66.752, 115.584]","[76, 86, 91, 88]",0.596406206845608
Russian_Blue_253,27,"[27.62666666666667, 36.46666666666667, 170.24, 157.54666666666668]","[35, 64, 95, 81]",0.2869047870925621
boxer_86,8,"[98.11200000000001, 65.632, 114.688, 130.368]","[112, 73, 80, 83]",0.44409828606055823
basset_hound_19,3,"[54.432, 5.824, 94.528, 191.296]","[59, 29, 86, 111]",0.5279041446373104
Persian_59,23,"[0.448, 25.504, 221.312, 190.848]","[76, 37, 112, 97]",0.2572155266280544
scottish_terrier_77,30,"[28.224, 28.0, 144.704, 167.104]","[79, 68, 96, 88]",0.33927184141911215
basset_hound_49,3,"[14.336, 53.088, 185.024, 114.688]","[114, 60, 110, 70]",0.26041593447566064
american_bulldog_53,1,"[37.896, 56.448, 148.288, 166.208]","[42, 44, 122, 139]",0.5900692648695994
pug_97,25,"[66.304, 64.776, 157.696, 120.512]","[81, 79, 108, 84]",0.47736664474001833
leonberger_51,22,"[37.448, 17.92, 141.12, 206.08]","[55, 36, 130, 86]",0.35858916996761037
Maine_Coon_52,20,"[26.472, 14.336, 181.888, 169.792]","[20, 20, 99, 97]",0.28482883010556764
havanese_5,16,"[45.96, 17.92, 137.984, 205.632]","[62, 45, 110, 82]",0.3178974963001074
japanese_chin_52,17,"[47.04, 30.240000000000002, 120.512, 163.072]","[69, 44, 90, 79]",0.36179279110332807
german_shorthaired_68,14,"[28.0, 4.928, 148.736, 217.728]","[44, 43, 144, 147]",0.5732170021579934
samoyed_28,29,"[4.032, 26.168, 189.056, 178.304]","[44, 54, 117, 81]",0.2811378566987418
Ragdoll_265,26,"[0.64, 32.64, 223.36, 158.72]","[57, 66, 126, 95]",0.33764249020819853
Birman_59,6,"[2.688, 49.024, 182.336, 129.472]","[0, 99, 123, 63]",0.3187843507325292
havanese_63,16,"[0.448, 61.64, 165.76, 117.376]","[71, 92, 84, 61]",0.2633601601874503
Sphynx_80,33,"[3.136, 12.544, 219.52, 211.45600000000002]","[47, 32, 115, 156]",0.3864811636129719
havanese_98,16,"[74.368, 38.0, 149.632, 147.84]","[96, 48, 98, 94]",0.4164256713845037
Egyptian_Mau_19,11,"[37.32727272727273, 2.327272727272727, 141.38181818181818, 220.5090909090909]","[85, 41, 79, 123]",0.31168230108269
great_pyrenees_193,15,"[0.448, 11.0, 223.552, 198.464]","[0, 33, 164, 105]",0.38665590139438816
german_shorthaired_24,14,"[107.072, 48.608000000000004, 97.664, 146.94400000000002]","[116, 71, 108, 106]",0.5737781693930547
great_pyrenees_55,15,"[51.968, 37.448, 75.712, 123.2]","[45, 64, 88, 71]",0.5270063045246008
Birman_48,6,"[0.0, 48.2, 202.048, 124.096]","[62, 74, 131, 70]",0.3657269774119514
Egyptian_Mau_59,11,"[47.45333333333333, 62.720000000000006, 120.58666666666667, 119.46666666666667]","[88, 87, 89, 96]",0.49693879750654785
samoyed_96,29,"[32.704, 39.879999999999995, 188.16, 171.136]","[44, 64, 116, 100]",0.3602378217554785
american_pit_bull_terrier_94,1,"[30.016000000000002, 68.80799999999999, 94.08, 116.928]","[24, 67, 103, 124]",0.8613049044785468
scottish_terrier_191,30,"[22.848, 29.792, 128.12800000000001, 161.728]","[67, 63, 93, 74]",0.2905246579898327
Russian_Blue_228,18,"[21.653333333333336, 36.96, 202.34666666666666, 148.58666666666667]","[51, 66, 136, 70]",0.3166365565306766
boxer_66,8,"[13.44, 9.064, 199.36, 199.36]","[44, 64, 109, 69]",0.18923416087177197
saint_bernard_52,28,"[6.272, 26.344, 217.728, 168.448]","[85, 29, 111, 91]",0.27541286874038423
Ragdoll_9,26,"[26.432000000000002, 37.448, 184.12800000000001, 147.392]","[74, 58, 117, 96]",0.41386942814309846
great_pyrenees_195,19,"[1.344, 49.504000000000005, 222.208, 124.544]","[83, 125, 74, 59]",0.12775110072502358
Ragdoll_35,6,"[0.448, 47.712, 172.928, 147.84]","[84, 73, 95, 77]",0.26470345725650457
scottish_terrier_65,30,"[58.688, 52.68, 108.416, 108.416]","[58, 81, 91, 72]",0.5508898344822237
beagle_77,4,"[97.664, 65.224, 91.392, 121.408]","[169, 139, 13, 7]",0.00820136057190404
german_shorthaired_63,14,"[55.104, 76.872, 69.44, 91.392]","[60, 86, 73, 76]",0.701874748973964
chihuahua_78,31,"[50.888, 39.872, 124.096, 172.032]","[74, 31, 84, 99]",0.342665164852786
Siamese_222,32,"[29.12, 55.626666666666665, 192.64000000000001, 127.68]","[46, 72, 82, 72]",0.24003634501536228
beagle_51,4,"[47.04, 39.24, 125.888, 134.848]","[66, 67, 113, 74]",0.4540969205180186
newfoundland_53,22,"[64.06400000000001, 44.168, 150.528, 141.568]","[73, 59, 113, 108]",0.5726902785017713
Russian_Blue_29,27,"[41.664, 37.0, 181.888, 148.288]","[51, 60, 134, 109]",0.5415284039776372
shiba_inu_9,31,"[107.968, 51.456, 85.12, 133.056]","[110, 46, 76, 66]",0.39192453174132974
pomeranian_68,24,"[37.448, 0.0, 147.84, 224.0]","[73, 40, 105, 85]",0.2695058847402597
saint_bernard_19,28,"[13.44, 41.888, 133.056, 77.056]","[0, 57, 117, 67]",0.5493711713759506
havanese_67,16,"[57.792, 31.584, 155.45600000000002, 163.968]","[76, 77, 119, 81]",0.3781511209328537
chihuahua_2,1,"[42.112, 62.536, 181.888, 85.568]","[49, 77, 130, 85]",0.532145944269379
samoyed_47,29,"[41.032, 39.424, 144.704, 184.576]","[60, 65, 104, 87]",0.3387636671940109
japanese_chin_19,17,"[47.488, 58.016000000000005, 172.928, 137.984]","[56, 71, 102, 81]",0.34625108381031566
samoyed_25,29,"[64.512, 56.263999999999996, 137.088, 120.06400000000001]","[75, 69, 104, 79]",0.49916966164575277
great_pyrenees_67,15,"[50.176, 50.888, 134.4, 135.296]","[47, 55, 96, 76]",0.3828799648202753
newfoundland_24,22,"[3.584, 35.688, 183.68, 148.288]","[71, 53, 112, 85]",0.3495176163457794
Bombay_4,7,"[55.20540540540541, 13.016216216216216, 139.84864864864866, 200.0864864864865]","[57, 30, 89, 78]",0.2480896103996346
boxer_48,8,"[33.824, 15.68, 125.44, 204.288]","[99, 32, 69, 79]",0.18091086952493116
Bengal_98,5,"[65.224, 55.104, 99.904, 155.45600000000002]","[70, 82, 101, 98]",0.5788195372013851
Abyssinian_80,0,"[70.0, 42.175, 114.8, 139.825]","[96, 65, 99, 98]",0.5103594930888821
german_shorthaired_48,14,"[93.648, 109.312, 43.456, 98.56]","[69, 106, 88, 118]",0.41246372881355925
german_shorthaired_70,14,"[0.0, 56.263999999999996, 196.22400000000002, 103.488]","[66, 61, 118, 112]",0.5328160165464959
english_setter_194,28,"[90.048, 113.12, 133.952, 82.432]","[129, 102, 73, 73]",0.3810829807689514
yorkshire_terrier_91,36,"[37.632, 0.896, 140.224, 221.312]","[71, 0, 111, 119]",0.39909139204102484
german_shorthaired_88,14,"[64.56, 20.608, 133.056, 203.392]","[67, 70, 113, 98]",0.40920053137839474
British_Shorthair_36,9,"[0.0, 49.992000000000004, 183.232, 118.272]","[82, 73, 101, 81]",0.37750536648450217
great_pyrenees_49,15,"[0.0, 49.064, 223.552, 114.688]","[119, 80, 105, 87]",0.3365622708862304
Persian_2,23,"[5.76, 42.88, 218.24, 136.96]","[40, 65, 75, 66]",0.16560639320168827
pomeranian_197,29,"[0.0, 3.0, 223.25333333333333, 217.28]","[41, 55, 141, 134]",0.3894988739729247
Bengal_33,5,"[42.112, 41.263999999999996, 180.992, 151.424]","[42, 60, 109, 85]",0.33759345783058686
german_shorthaired_67,14,"[72.57600000000001, 37.408, 82.432, 142.464]","[69, 37, 99, 116]",0.695554518740311
great_pyrenees_57,15,"[29.568, 89.864, 121.408, 50.176]","[87, 89, 78, 56]",0.44278469723620467
Maine_Coon_49,20,"[125.888, 110.024, 54.656, 54.656]","[0, 0, 29, 29]",0.0
american_bulldog_46,1,"[66.568, 27.328, 116.928, 149.632]","[79, 35, 103, 95]",0.559265240484314
Abyssinian_87,0,"[0.56, 28.56, 221.20000000000002, 167.44000000000003]","[41, 53, 153, 135]",0.5576745960227365
beagle_21,4,"[23.744, 72.36, 141.568, 108.864]","[70, 71, 96, 61]",0.36477674996931475
Bengal_99,5,"[0.448, 35.44, 201.6, 165.76]","[35, 63, 160, 96]",0.4596433167861739
Abyssinian_32,0,"[54.60000000000001, 71.12, 119.00000000000001, 88.76]","[62, 81, 95, 77]",0.6925483127004743
Bengal_195,5,"[44.434782608695656, 51.73913043478261, 130.2608695652174, 129.6521739130435]","[62, 83, 110, 76]",0.49500832319238064
miniature_pinscher_61,21,"[29.344, 13.44, 163.968, 207.872]","[67, 39, 98, 111]",0.31914934726540417
miniature_pinscher_20,21,"[59.584, 64.776, 99.456, 111.552]","[101, 75, 68, 89]",0.43114757488221345
chihuahua_53,10,"[23.17241379310345, 14.908722109533468, 157.20892494929006, 191.28600405679512]","[62, 59, 103, 63]",0.21578307685383732
newfoundland_194,22,"[59.808, 21.056, 113.792, 200.256]","[59, 35, 106, 158]",0.7252976105974143
Abyssinian_70,0,"[37.0, 1.792, 148.288, 221.312]","[64, 37, 118, 128]",0.4602364448354044
boxer_191,8,"[65.768, 4.928, 95.872, 211.008]","[63, 38, 103, 79]",0.3642540757715515
Persian_88,23,"[0.0, 37.584, 223.552, 153.216]","[91, 81, 110, 92]",0.2954594144728172
staffordshire_bull_terrier_7,21,"[70.336, 54.472, 96.32000000000001, 66.304]","[63, 30, 90, 123]",0.45768259522526206
newfoundland_78,22,"[0.0, 34.72, 180.096, 159.936]","[37, 60, 149, 117]",0.5676371588855396
great_pyrenees_99,15,"[0.448, 72.80000000000001, 177.40800000000002, 123.2]","[71, 67, 96, 93]",0.373489765009834
staffordshire_bull_terrier_5,3,"[46.0, 21.056, 119.168, 202.94400000000002]","[39, 47, 126, 117]",0.5568435878736875
saint_bernard_23,28,"[2.24, 39.263999999999996, 212.8, 157.696]","[51, 51, 173, 72]",0.34531880591116487
havanese_40,16,"[16.128, 41.032, 184.12800000000001, 142.016]","[117, 45, 107, 84]",0.24849342355600185
Siamese_78,6,"[37.896, 4.48, 123.648, 219.52]","[64, 45, 112, 85]",0.29223350736388215
yorkshire_terrier_33,36,"[37.184, 71.49600000000001, 181.44, 69.44]","[51, 77, 103, 58]",0.4741573301961167
american_pit_bull_terrier_51,2,"[78.176, 30.912, 65.856, 142.912]","[66, 52, 94, 82]",0.460790012675466
Russian_Blue_237,9,"[57.120000000000005, 32.85333333333333, 90.34666666666666, 156.05333333333334]","[68, 42, 91, 83]",0.43807525124680124
pomeranian_36,24,"[1.792, 51.232, 157.248, 125.44]","[38, 71, 97, 74]",0.3639001865245488
english_cocker_spaniel_59,12,"[41.664, 89.75999999999999, 85.12, 98.56]","[63, 89, 76, 82]",0.5489431653772188
Maine_Coon_69,5,"[8.96, 78.664, 101.696, 78.848]","[0, 0, 34, 29]",0.0
Bombay_91,7,"[39.424, 36.064, 184.576, 158.592]","[60, 56, 126, 117]",0.5036164424116693
boxer_68,8,"[59.584, 41.928, 135.296, 144.704]","[77, 62, 113, 67]",0.38671209268824297
american_bulldog_70,1,"[24.192, 29.792, 133.952, 157.248]","[56, 73, 88, 106]",0.44284750746767
basset_hound_80,3,"[37.0, 78.848, 101.696, 83.776]","[75, 77, 86, 62]",0.3823701738699991
Persian_272,23,"[30.270270270270274, 37.513513513513516, 190.2702702702703, 152.21621621621622]","[39, 51, 77, 73]",0.19408042214133517
Ragdoll_208,6,"[10.224066390041495, 12.929460580912863, 213.7759336099585, 196.11618257261412]","[0, 36, 114, 82]",0.19899371319687661
Sphynx_95,33,"[28.448, 0.448, 134.848, 170.24]","[37, 0, 107, 115]",0.5328125179095708
Siamese_94,32,"[60.928000000000004, 35.616, 137.088, 159.936]","[66, 67, 90, 92]",0.3776458062216483
Maine_Coon_53,20,"[63.392, 20.608, 84.224, 191.744]","[65, 36, 94, 76]",0.3690245252420953
Abyssinian_204,0,"[35.21333333333333, 26.880000000000003, 141.86666666666667, 192.64000000000001]","[76, 33, 107, 106]",0.3832524718212002
shiba_inu_53,31,"[85.12, 60.744, 138.88, 113.792]","[77, 67, 86, 82]",0.3877621079880384
Bombay_24,7,"[25.200000000000003, 50.800000000000004, 181.60000000000002, 167.20000000000002]","[74, 106, 11, 15]",0.005434152562021793
leonberger_59,19,"[102.144, 28.0, 89.60000000000001, 130.816]","[98, 66, 104, 95]",0.6260021678911241
shiba_inu_204,34,"[50.176, 58.056, 67.2, 115.136]","[0, 0, 29, 29]",0.0
chihuahua_59,10,"[24.192, 37.0, 124.544, 148.736]","[39, 71, 118, 96]",0.5453420413484058
chihuahua_31,21,"[95.24000000000001, 46.144, 64.06400000000001, 159.04]","[104, 74, 65, 96]",0.477463730345688
newfoundland_195,22,"[65.856, 67.912, 157.248, 117.376]","[67, 73, 106, 96]",0.5513313174163774
english_cocker_spaniel_29,12,"[37.0, 0.0, 148.288, 224.0]","[46, 46, 149, 104]",0.4232371585108174
chihuahua_19,1,"[33.152, 18.648, 190.4, 197.568]","[98, 134, 126, 53]",0.17678357617407411
scottish_terrier_70,30,"[48.448, 8.064, 126.784, 215.488]","[81, 28, 91, 97]",0.3230915402403918
miniature_pinscher_44,21,"[96.32000000000001, 32.032, 56.448, 110.656]","[77, 46, 92, 77]",0.48381411883496034
newfoundland_198,22,"[15.232000000000001, 31.36, 166.656, 165.76]","[17, 63, 166, 120]",0.7128149963741922
scottish_terrier_81,30,"[42.336, 34.944, 132.608, 141.12]","[99, 54, 78, 88]",0.35370333211348387
english_cocker_spaniel_37,12,"[54.472, 21.504, 115.136, 190.4]","[68, 45, 91, 80]",0.33208808815354934
miniature_pinscher_81,21,"[43.456, 54.576, 112.896, 102.592]","[84, 55, 77, 91]",0.5484319339676981
Ragdoll_235,6,"[45.54666666666667, 45.17333333333333, 123.94666666666667, 107.52000000000001]","[36, 83, 82, 70]",0.36023621263307076
pomeranian_6,24,"[0.896, 37.448, 223.104, 149.184]","[59, 73, 128, 80]",0.30765951592113383
newfoundland_32,22,"[38.448, 0.0, 146.94400000000002, 210.56]","[47, 36, 149, 127]",0.5443484577806672
Egyptian_Mau_45,11,"[43.92888888888889, 100.05333333333333, 113.99111111111111, 91.09333333333333]","[61, 108, 86, 82]",0.6791328256372346
yorkshire_terrier_194,36,"[72.352, 61.376000000000005, 92.736, 144.256]","[87, 73, 76, 63]",0.35790840438254695
american_pit_bull_terrier_202,2,"[59.733333333333334, 69.06666666666666, 108.26666666666667, 116.48]","[43, 71, 118, 86]",0.6198543180549116
wheaten_terrier_6,16,"[38.08, 83.592, 142.912, 84.672]","[95, 105, 35, 52]",0.15040520736333543
yorkshire_terrier_35,36,"[7.6160000000000005, 37.0, 194.88, 147.84]","[42, 55, 143, 96]",0.4764836969270466
newfoundland_51,22,"[54.656, 51.784, 95.872, 129.024]","[71, 62, 97, 97]",0.5484856198258534
great_pyrenees_36,15,"[130.368, 114.464, 93.632, 56.896]","[18, 61, 110, 93]",0.0
Bengal_36,5,"[56.896, 94.304, 90.496, 48.832]","[66, 86, 101, 72]",0.5150651043541419
shiba_inu_65,8,"[77.28, 136.192, 30.912, 66.752]","[60, 126, 72, 56]",0.30260515516504527
Ragdoll_203,26,"[43.73101952277657, 40.03470715835141, 118.07375271149674, 152.08676789587852]","[87, 58, 78, 64]",0.26360084808797923
British_Shorthair_270,9,"[0.0, 75.78666666666666, 223.25333333333333, 108.26666666666667]","[116, 89, 108, 80]",0.35410831382695235
saint_bernard_69,28,"[74.368, 53.984, 143.808, 98.56]","[116, 60, 108, 51]",0.36010430891232453
pug_2,25,"[46.512, 4.48, 115.136, 190.848]","[69, 72, 88, 73]",0.2923524797105777
saint_bernard_7,28,"[71.232, 51.784, 103.936, 133.952]","[63, 58, 84, 61]",0.32041457942124446
beagle_94,13,"[82.88, 80.00800000000001, 56.448, 98.56]","[44, 69, 117, 80]",0.3531091834492187
basset_hound_28,3,"[2.688, 40.24, 112.0, 41.216]","[40, 99, 100, 49]",0.0
keeshond_26,18,"[102.368, 119.616, 93.184, 96.768]","[86, 137, 106, 64]",0.5699525724578407
english_setter_199,13,"[22.400000000000002, 28.024, 201.15200000000002, 185.024]","[49, 34, 111, 135]",0.402628327110489
japanese_chin_94,17,"[83.776, 54.432, 139.328, 138.43200000000002]","[86, 63, 77, 60]",0.23953395159456092
leonberger_71,19,"[1.0, 8.064, 203.84, 202.048]","[92, 33, 132, 96]",0.2517765074281656
newfoundland_199,22,"[57.792, 37.0, 70.336, 148.736]","[40, 59, 115, 116]",0.5215896394697979
american_bulldog_77,1,"[64.96000000000001, 70.152, 159.04, 115.584]","[61, 66, 129, 93]",0.5765229323066855
wheaten_terrier_84,35,"[39.872, 28.0, 184.12800000000001, 168.0]","[59, 41, 109, 124]",0.4369372444841684
Russian_Blue_55,27,"[55.104, 50.44, 150.528, 120.96000000000001]","[60, 61, 85, 87]",0.40614312751390236
Russian_Blue_35,27,"[32.256, 65.224, 191.744, 105.28]","[44, 78, 139, 81]",0.5577404719717476
basset_hound_5,3,"[21.952, 40.992000000000004, 108.864, 146.048]","[50, 70, 95, 124]",0.5191196219903116
miniature_pinscher_51,21,"[82.432, 48.2, 78.4, 135.744]","[95, 67, 66, 81]",0.500415092520812
yorkshire_terrier_71,30,"[87.36, 78.624, 70.784, 82.432]","[24, 93, 157, 65]",0.4022202580624809
japanese_chin_78,17,"[63.168, 48.16, 144.704, 147.392]","[72, 57, 106, 91]",0.45226482250234923
British_Shorthair_241,27,"[6.720000000000001, 57.86666666666667, 193.38666666666668, 73.17333333333333]","[0, 65, 107, 65]",0.4468331783315161
havanese_58,16,"[31.408, 49.28, 162.17600000000002, 174.272]","[72, 68, 118, 91]",0.37993490965034904
havanese_200,16,"[35.84, 37.448, 170.24, 148.288]","[104, 71, 100, 101]",0.4000863692193366
Maine_Coon_76,20,"[47.752, 20.608, 137.088, 203.392]","[63, 48, 113, 110]",0.44579769775017203
beagle_200,4,"[8.96, 61.192, 185.024, 123.2]","[0, 68, 158, 105]",0.6593090808884593
newfoundland_200,22,"[65.408, 69.70400000000001, 97.664, 102.592]","[96, 79, 73, 80]",0.5113274147510348
Birman_52,32,"[79.744, 82.656, 109.76, 101.248]","[72, 88, 78, 82]",0.4903811414020046
Russian_Blue_73,27,"[16.576, 66.568, 139.776, 110.208]","[44, 71, 117, 83]",0.5905691960438395
staffordshire_bull_terrier_97,1,"[70.6, 27.776, 98.56, 163.968]","[62, 33, 106, 98]",0.5613672369942624
basset_hound_81,3,"[31.448, 13.44, 159.936, 210.56]","[44, 41, 141, 126]",0.5275547719087635
beagle_198,14,"[38.792, 2.688, 141.12, 208.32]","[54, 17, 108, 104]",0.38206526850371486
Birman_34,32,"[59.136, 42.824, 164.864, 142.912]","[57, 69, 107, 110]",0.48474693547336367
american_pit_bull_terrier_43,34,"[55.775999999999996, 22.400000000000002, 140.224, 198.016]","[70, 32, 82, 94]",0.2775997502712071
scottish_terrier_72,30,"[41.480000000000004, 16.128, 113.792, 160.832]","[72, 42, 100, 82]",0.3470885190048151
newfoundland_37,22,"[29.568, 46.816, 194.43200000000002, 149.184]","[62, 42, 121, 130]",0.5119242182233731
Egyptian_Mau_219,11,"[115.5, 32.5, 88.5, 121.5]","[61, 67, 109, 82]",0.2935930494194163
chihuahua_64,10,"[67.31175059952038, 20.412470023980816, 78.96402877697841, 149.8705035971223]","[62, 36, 97, 74]",0.44371782986725233
Bengal_82,5,"[25.536, 7.168, 158.592, 213.696]","[131, 145, 25, 45]",0.03319516665796475
english_setter_26,13,"[69.256, 16.576, 114.24000000000001, 207.424]","[64, 44, 113, 138]",0.6088366817477067
samoyed_88,29,"[70.336, 69.152, 100.8, 119.168]","[77, 67, 105, 92]",0.6400636710299829
miniature_pinscher_8,21,"[0.0, 28.0, 153.216, 166.656]","[47, 77, 107, 96]",0.3981602280486173
Bengal_74,5,"[43.904, 28.72, 173.824, 170.68800000000002]","[69, 104, 89, 72]",0.21597812860837165
shiba_inu_30,29,"[64.06400000000001, 61.192, 96.768, 124.096]","[78, 78, 98, 84]",0.5238334612308598
newfoundland_69,22,"[14.48, 0.448, 193.088, 223.552]","[63, 24, 131, 125]",0.3793564433070887
english_setter_86,13,"[7.168, 44.472, 151.872, 141.568]","[54, 58, 152, 68]",0.2892551222247189
wheaten_terrier_61,35,"[27.776, 36.984, 116.48, 155.45600000000002]","[75, 60, 80, 67]",0.24645788311273042
german_shorthaired_29,14,"[31.648, 35.392, 158.592, 170.68800000000002]","[123, 63, 73, 101]",0.2456010424639034
beagle_40,4,"[0.448, 28.448, 213.248, 167.552]","[60, 66, 140, 97]",0.3800713968742578
leonberger_65,19,"[31.808, 56.672, 173.824, 116.928]","[47, 67, 122, 85]",0.5102117963105375
Siamese_59,32,"[0.0, 60.296, 220.416, 124.096]","[120, 71, 84, 84]",0.2579631504798803
Ragdoll_57,26,"[40.136, 51.072, 146.048, 169.792]","[73, 63, 106, 120]",0.5129491013265951
german_shorthaired_25,14,"[32.928, 3.584, 157.248, 219.52]","[169, 161, 10, 35]",0.01013931976942181
japanese_chin_3,17,"[44.60813704496788, 37.593147751606, 141.01927194860815, 149.65310492505353]","[73, 56, 107, 77]",0.39040044397810064
Bombay_86,7,"[39.00497512437811, 35.6865671641791, 133.17412935323384, 130.38805970149255]","[75, 62, 119, 90]",0.452505706380815
saint_bernard_81,28,"[56.712, 42.112, 111.104, 181.44]","[58, 40, 101, 84]",0.40598268043475727
Persian_97,23,"[46.096000000000004, 12.096, 137.984, 199.36]","[51, 22, 105, 107]",0.408419360785683
german_shorthaired_77,14,"[11.48, 20.608, 200.256, 203.392]","[32, 46, 158, 136]",0.5275657479382967
newfoundland_79,22,"[37.448, 22.400000000000002, 115.584, 201.6]","[31, 53, 142, 171]",0.7104840604886675
leonberger_7,19,"[52.416000000000004, 75.52799999999999, 94.528, 97.21600000000001]","[66, 74, 98, 78]",0.5815607912496109
great_pyrenees_45,15,"[54.208, 74.632, 169.344, 111.104]","[45, 68, 125, 100]",0.5272881470578036
japanese_chin_48,17,"[46.592, 61.448, 145.15200000000002, 100.352]","[66, 64, 131, 64]",0.5400114172664581
american_pit_bull_terrier_27,1,"[0.0, 41.856, 129.472, 149.184]","[36, 60, 91, 70]",0.32979292008271244
pug_39,25,"[80.00800000000001, 89.152, 77.952, 114.688]","[91, 84, 78, 75]",0.4624699663513781
Bengal_9,5,"[94.976, 72.84, 129.024, 113.34400000000001]","[96, 90, 78, 64]",0.3413544271463526
staffordshire_bull_terrier_29,29,"[132.76, 85.568, 47.936, 78.4]","[105, 69, 84, 88]",0.44319911379011073
samoyed_64,29,"[37.896, 8.512, 132.608, 211.008]","[76, 21, 87, 79]",0.2456279014069477
Siamese_83,32,"[27.328, 69.664, 169.344, 118.272]","[30, 98, 81, 70]",0.2830944167439703
shiba_inu_59,31,"[17.92, 57.608000000000004, 146.94400000000002, 128.576]","[80, 73, 79, 70]",0.2926936920291614
saint_bernard_51,28,"[0.0, 39.2, 210.56, 156.352]","[76, 61, 95, 86]",0.2481662645397121
havanese_3,16,"[37.448, 46.144, 141.568, 168.89600000000002]","[71, 62, 110, 73]",0.32779608880467054
Persian_263,23,"[27.34328358208955, 0.0, 170.50746268656718, 221.99402985074627]","[56, 35, 117, 106]",0.32764763708570777
basset_hound_40,3,"[40.768, 37.896, 163.968, 146.496]","[38, 62, 129, 102]",0.5297974805812355
chihuahua_87,21,"[68.096, 38.896, 101.696, 142.912]","[77, 64, 89, 69]",0.4225387363146824
saint_bernard_65,28,"[62.72, 32.480000000000004, 76.608, 153.216]","[65, 31, 94, 93]",0.49736509232558024
Siamese_54,32,"[24.192, 17.200000000000003, 199.808, 199.808]","[42, 46, 129, 127]",0.4103625178441644
american_pit_bull_terrier_47,2,"[44.128, 0.0, 136.192, 223.104]","[61, 16, 128, 123]",0.4666180437410866
Bengal_43,5,"[0.896, 56.192, 223.104, 107.52]","[147, 103, 56, 47]",0.10972087755785044
boxer_51,8,"[30.016000000000002, 61.192, 135.296, 124.544]","[45, 94, 113, 66]",0.4426032638208936
chihuahua_27,10,"[49.504000000000005, 0.896, 139.776, 206.528]","[85, 37, 101, 70]",0.24491076022224337
Bombay_7,7,"[25.088, 51.784, 101.696, 123.2]","[66, 61, 68, 70]",0.32644300007905425
german_shorthaired_38,14,"[79.112, 56.448, 106.624, 167.104]","[68, 78, 131, 146]",0.7243915748289568
japanese_chin_89,16,"[34.496, 45.472, 163.52, 105.28]","[36, 57, 78, 60]",0.27184985040358317
Egyptian_Mau_63,11,"[0.0, 72.352, 219.072, 111.552]","[43, 107, 133, 63]",0.34286879111538177
newfoundland_2,22,"[27.328, 38.344, 142.016, 142.016]","[44, 37, 139, 104]",0.5914040212788495
Siamese_69,32,"[42.56, 42.784, 98.11200000000001, 142.464]","[70, 58, 79, 80]",0.3860890599510212
Persian_79,23,"[38.344, 60.032000000000004, 108.864, 137.088]","[70, 58, 88, 80]",0.37755141992405644
shiba_inu_74,31,"[2.688, 28.448, 176.96, 166.208]","[88, 33, 96, 97]",0.2979742283097312
american_bulldog_34,1,"[60.744, 17.024, 93.184, 199.36]","[70, 0, 86, 168]",0.622535301541095
