,index,pred_class,true_bbox,cam_bboxes,resnet_adv_iou
2649,boxer_47,8,"[57.792, 38.792, 142.016, 146.496]","[78, 33, 146, 156]",0.6933522517402233
2650,newfoundland_196,22,"[0.0, 37.0, 224.0, 141.568]","[33, 41, 172, 137]",0.7430805589640919
2651,Bengal_6,5,"[60.032000000000004, 68.712, 130.816, 87.808]","[32, 53, 139, 134]",0.47837240471398496
2652,wheaten_terrier_76,35,"[62.984, 0.896, 100.8, 215.488]","[41, 25, 150, 156]",0.5349228182790767
2653,boxer_54,8,"[49.28, 10.688, 129.92000000000002, 159.488]","[50, 0, 174, 160]",0.6590841625248638
2654,german_shorthaired_50,14,"[108.864, 29.448, 67.648, 113.792]","[78, 44, 146, 135]",0.32440578499199635
2655,Maine_Coon_92,20,"[82.432, 75.976, 137.536, 109.76]","[45, 59, 136, 149]",0.4408446026225964
2656,basset_hound_98,3,"[44.08, 0.448, 154.56, 189.504]","[45, 43, 163, 143]",0.7173293538605788
2657,Maine_Coon_96,26,"[6.72, 50.512, 217.28, 130.816]","[75, 53, 149, 139]",0.6370687435873559
2658,Egyptian_Mau_215,11,"[20.96, 0.0, 188.90666666666667, 221.01333333333335]","[29, 28, 131, 135]",0.42358376348816956
2659,wheaten_terrier_79,35,"[28.448, 13.44, 167.104, 210.56]","[38, 18, 186, 181]",0.707010315939348
2660,newfoundland_19,22,"[0.0, 28.896, 208.32, 167.104]","[35, 19, 164, 158]",0.6666581530187795
2661,Sphynx_94,33,"[38.08, 19.48, 128.576, 184.12800000000001]","[59, 0, 146, 184]",0.5395446338529705
2662,wheaten_terrier_83,35,"[69.44, 40.992000000000004, 62.72, 116.48]","[36, 24, 128, 141]",0.40478865248226953
2663,english_setter_60,12,"[56.448, 44.576, 135.296, 137.536]","[31, 22, 146, 152]",0.6191950832879745
2664,beagle_96,4,"[26.88, 57.568, 119.616, 137.088]","[25, 32, 136, 156]",0.7087787481483985
2665,Siamese_44,32,"[71.456, 50.624, 103.936, 147.84]","[39, 29, 130, 134]",0.502266176247851
2666,havanese_56,16,"[48.879999999999995, 28.224, 125.44, 190.4]","[50, 50, 154, 140]",0.6207359355776759
2667,basset_hound_37,3,"[29.792, 59.136, 164.864, 164.864]","[36, 54, 145, 143]",0.7158596704389186
2668,Abyssinian_74,0,"[38.792, 17.92, 147.392, 206.08]","[42, 22, 125, 141]",0.5802556368044113
2669,american_bulldog_68,28,"[37.632, 34.544, 106.624, 121.408]","[0, 0, 151, 167]",0.5133444339929413
2670,boxer_3,8,"[130.816, 100.57600000000001, 68.096, 60.928000000000004]","[104, 56, 120, 134]",0.2580194706467662
2671,Egyptian_Mau_60,11,"[14.000000000000002, 39.08, 205.52, 145.04000000000002]","[0, 54, 152, 142]",0.537041731901624
2672,Bengal_48,0,"[6.272, 50.888, 217.728, 103.488]","[0, 46, 188, 138]",0.6338706132829436
2673,pug_96,25,"[4.48, 35.152, 193.536, 186.368]","[68, 38, 156, 158]",0.5113339215486061
2674,miniature_pinscher_197,21,"[0.0, 37.42666666666666, 195.62666666666667, 163.52]","[57, 66, 148, 138]",0.5550166729369828
2675,Egyptian_Mau_31,11,"[21.44350758853288, 0.0, 186.98145025295108, 222.86677908937605]","[0, 32, 186, 192]",0.6831531797133228
2676,basset_hound_75,4,"[49.28, 38.544, 157.248, 134.4]","[85, 42, 139, 146]",0.6236922065293474
2677,havanese_64,16,"[60.928000000000004, 38.792, 138.43200000000002, 146.496]","[59, 40, 165, 137]",0.7928737699638302
2678,British_Shorthair_26,9,"[25.984, 33.0, 198.016, 139.328]","[27, 64, 142, 135]",0.490256348654267
2679,British_Shorthair_41,27,"[75.976, 54.656, 98.56, 165.312]","[58, 63, 118, 126]",0.6625850281598636
2680,basset_hound_39,3,"[52.416000000000004, 37.0, 160.832, 148.736]","[48, 59, 176, 165]",0.6256680627696272
2681,Maine_Coon_265,20,"[0.0, 28.0, 177.856, 143.808]","[26, 39, 139, 154]",0.6472123928565635
2682,keeshond_94,18,"[0.448, 9.136, 223.104, 198.912]","[0, 23, 224, 171]",0.8567188050049327
2683,samoyed_7,29,"[22.344, 25.088, 155.45600000000002, 198.912]","[39, 0, 185, 173]",0.4842381429190901
2684,Siamese_31,32,"[3.136, 48.544, 133.952, 135.744]","[22, 47, 139, 141]",0.7049970544116492
2685,Siamese_249,32,"[0.0, 22.96, 224.0, 185.17333333333335]","[77, 53, 147, 149]",0.5280525453629032
2686,japanese_chin_97,17,"[0.0, 8.448, 194.88, 193.536]","[19, 0, 145, 138]",0.4823943057811534
2687,miniature_pinscher_4,21,"[49.728, 28.896, 165.312, 166.208]","[66, 23, 136, 156]",0.7219082061004188
2688,Birman_46,6,"[0.448, 27.296, 203.84, 185.024]","[37, 19, 187, 153]",0.5747338340309773
2689,Siamese_234,32,"[0.0, 39.2, 210.56, 156.05333333333334]","[37, 41, 151, 147]",0.6755311195663238
2690,saint_bernard_5,28,"[62.272, 82.656, 81.536, 101.696]","[57, 43, 131, 138]",0.4369484774802223
2691,scottish_terrier_39,30,"[114.24000000000001, 46.96, 109.76, 138.88]","[89, 51, 135, 133]",0.7848266053449374
2692,Ragdoll_32,26,"[0.896, 35.168, 221.76, 160.38400000000001]","[0, 34, 133, 144]",0.5263218364576339
2693,Bombay_6,7,"[72.42666666666668, 64.18666666666667, 111.25333333333334, 128.42666666666668]","[37, 43, 135, 138]",0.5464283301239116
2694,Persian_51,23,"[19.240000000000002, 15.68, 185.024, 206.976]","[34, 24, 166, 166]",0.7195618353784707
2695,havanese_192,16,"[20.608, 40.136, 172.48, 145.15200000000002]","[0, 44, 191, 146]",0.8345391527753109
2696,yorkshire_terrier_193,10,"[30.912, 31.136, 171.584, 164.864]","[28, 0, 138, 157]",0.5159951693358767
2697,samoyed_45,15,"[75.264, 49.2, 69.44, 103.936]","[38, 35, 125, 144]",0.40096199111111136
2698,japanese_chin_47,17,"[59.848, 76.608, 96.32000000000001, 114.688]","[47, 50, 142, 139]",0.5423876793090321
2699,keeshond_20,18,"[93.632, 83.104, 130.368, 112.896]","[62, 65, 136, 140]",0.53618070618935
2700,basset_hound_27,3,"[12.096, 37.984, 183.232, 173.824]","[20, 70, 166, 138]",0.7192437767396423
2701,Egyptian_Mau_68,11,"[50.49790794979079, 2.8117154811715483, 126.52719665271967, 212.7531380753138]","[46, 36, 140, 188]",0.7444435699795855
2702,samoyed_195,29,"[43.232, 45.248, 151.872, 178.752]","[42, 27, 182, 161]",0.6235378445501724
2703,japanese_chin_96,17,"[43.456, 60.704, 124.096, 128.576]","[61, 31, 163, 149]",0.46169692782615535
2704,english_cocker_spaniel_72,12,"[42.56, 28.0, 91.392, 133.952]","[44, 0, 134, 135]",0.4648058706355123
2705,chihuahua_49,10,"[54.656, 31.96, 115.136, 157.248]","[34, 26, 145, 149]",0.7086251930831083
2706,english_cocker_spaniel_8,12,"[29.12, 37.0, 149.632, 149.184]","[33, 49, 191, 144]",0.6702513273434094
2707,wheaten_terrier_23,35,"[38.344, 3.136, 146.496, 220.864]","[53, 27, 152, 148]",0.5521410991580507
2708,basset_hound_41,3,"[38.0, 42.56, 124.992, 133.056]","[53, 45, 138, 135]",0.6875927764690654
2709,keeshond_51,18,"[39.2, 11.200000000000001, 152.32, 208.768]","[28, 29, 172, 171]",0.7407038823563198
2710,saint_bernard_1,28,"[67.872, 47.488, 118.72, 135.744]","[48, 0, 151, 177]",0.5597896133099878
2711,Birman_51,6,"[0.0, 18.616, 224.0, 193.984]","[0, 19, 224, 166]",0.8557406796436821
2712,pomeranian_192,24,"[0.0, 34.49333333333333, 223.25333333333333, 155.30666666666667]","[40, 35, 147, 147]",0.6232275151948804
2713,beagle_74,4,"[26.432000000000002, 46.816, 197.568, 147.84]","[36, 32, 147, 157]",0.6659267896431204
2714,Birman_87,6,"[11.200000000000001, 36.064, 212.8, 140.224]","[35, 26, 148, 147]",0.6468906748641216
2715,english_setter_8,28,"[42.480000000000004, 32.704, 143.36, 159.936]","[35, 54, 159, 170]",0.6606865669692161
2716,keeshond_7,18,"[37.448, 0.0, 147.392, 224.0]","[42, 29, 182, 157]",0.5726156988134592
2717,Abyssinian_56,0,"[68.096, 34.272, 119.168, 162.17600000000002]","[77, 44, 147, 144]",0.6450237262155464
2718,samoyed_40,29,"[37.448, 4.928, 147.84, 219.072]","[29, 20, 195, 204]",0.7179390706116933
2719,Siamese_74,32,"[10.752, 64.68, 113.34400000000001, 81.984]","[42, 31, 134, 131]",0.3345900440475413
2720,japanese_chin_23,17,"[0.0, 47.304, 220.416, 98.11200000000001]","[0, 32, 172, 150]",0.5523783542096469
2721,Bombay_43,7,"[49.5632183908046, 71.0919540229885, 158.02298850574712, 103.63218390804597]","[45, 53, 146, 132]",0.6982753055868833
2722,german_shorthaired_193,34,"[53.312, 48.647999999999996, 131.264, 137.088]","[53, 26, 144, 135]",0.6500554429134334
2723,american_bulldog_29,1,"[70.152, 16.128, 93.632, 198.464]","[47, 0, 138, 152]",0.47405261467547366
2724,British_Shorthair_56,27,"[73.92, 43.68, 150.08, 151.872]","[44, 26, 180, 160]",0.7064792456146856
2725,english_setter_7,12,"[28.448, 19.264, 159.04, 204.73600000000002]","[0, 46, 177, 155]",0.6228064115060444
2726,Bengal_66,5,"[23.296, 50.400000000000006, 92.736, 127.68]","[0, 69, 157, 128]",0.4635760991155926
2727,Abyssinian_66,0,"[44.0, 24.733333333333334, 131.13333333333333, 191.33333333333334]","[72, 39, 152, 143]",0.4597548345531567
2728,Ragdoll_83,32,"[30.912, 57.16, 149.632, 101.696]","[52, 38, 152, 148]",0.5305239750967582
2729,Egyptian_Mau_30,11,"[22.400000000000002, 11.200000000000001, 200.48000000000002, 207.20000000000002]","[27, 45, 169, 179]",0.6897495486497907
2730,japanese_chin_22,17,"[34.944, 29.344, 148.736, 166.656]","[66, 0, 142, 155]",0.4619476598778167
2731,japanese_chin_81,17,"[20.16, 50.400000000000006, 197.568, 142.912]","[0, 32, 154, 147]",0.5113281492892267
2732,Russian_Blue_240,27,"[0.0, 8.802867383512545, 223.19713261648747, 204.73118279569894]","[49, 0, 175, 180]",0.6295109215255119
2733,yorkshire_terrier_51,36,"[12.096, 19.344, 211.45600000000002, 186.816]","[0, 23, 188, 150]",0.6386018357308546
2734,shiba_inu_61,5,"[109.688, 119.168, 33.152, 45.248]","[75, 39, 125, 142]",0.08451051808450703
2735,american_pit_bull_terrier_81,1,"[36.288000000000004, 72.84, 129.024, 110.656]","[55, 50, 147, 136]",0.5532751080353057
2736,Russian_Blue_258,27,"[2.986666666666667, 10.746666666666666, 217.28, 200.10666666666668]","[23, 0, 148, 165]",0.5065376925776421
2737,newfoundland_58,22,"[46.408, 6.272, 138.43200000000002, 217.728]","[29, 0, 144, 156]",0.5632772474033428
2738,german_shorthaired_87,14,"[40.32, 28.776, 148.736, 187.264]","[31, 32, 169, 159]",0.7610336173413214
2739,scottish_terrier_85,30,"[64.688, 21.504, 137.536, 188.16]","[77, 17, 147, 134]",0.5523018964045406
2740,japanese_chin_56,17,"[33.152, 38.0, 185.024, 147.392]","[16, 0, 208, 169]",0.6347570764668002
2741,leonberger_34,19,"[64.512, 68.36, 63.168, 117.824]","[35, 49, 146, 145]",0.35156856079357585
2742,yorkshire_terrier_50,36,"[38.528, 27.336, 170.68800000000002, 126.336]","[17, 20, 136, 133]",0.5693193677546055
2743,great_pyrenees_66,15,"[74.816, 73.736, 149.184, 112.0]","[44, 41, 135, 144]",0.4720478846448127
2744,Abyssinian_24,0,"[67.48, 32.76, 119.00000000000001, 162.96]","[77, 45, 147, 143]",0.6323569328206289
2745,staffordshire_bull_terrier_57,34,"[70.336, 37.0, 153.66400000000002, 149.184]","[70, 33, 154, 147]",0.9315631462079514
2746,english_setter_21,13,"[30.400000000000002, 40.32, 160.38400000000001, 180.096]","[46, 24, 148, 142]",0.5739470266944464
2747,samoyed_93,29,"[12.096, 53.096000000000004, 173.376, 104.384]","[68, 33, 156, 148]",0.42395299315585183
2748,Bombay_46,7,"[0.0, 57.568, 150.976, 138.43200000000002]","[50, 49, 124, 137]",0.5204206541420006
2749,american_pit_bull_terrier_9,2,"[1.344, 45.064, 222.656, 138.43200000000002]","[0, 55, 157, 136]",0.6216652604196752
2750,german_shorthaired_80,14,"[115.136, 73.28800000000001, 84.224, 112.44800000000001]","[79, 71, 145, 129]",0.5063256002138466
2751,Bengal_97,5,"[21.504, 49.952, 183.232, 142.912]","[0, 32, 224, 159]",0.718750613612535
2752,american_pit_bull_terrier_65,34,"[21.056, 28.448, 127.68, 166.208]","[0, 46, 132, 146]",0.6666974694836106
2753,leonberger_56,19,"[17.024, 71.944, 195.776, 88.70400000000001]","[0, 47, 153, 131]",0.4758503002142319
2754,Maine_Coon_227,20,"[27.62666666666667, 36.21333333333333, 159.04000000000002, 159.04000000000002]","[0, 18, 193, 174]",0.7265906175440547
2755,great_pyrenees_192,15,"[6.272, 36.96, 211.904, 146.94400000000002]","[97, 0, 127, 151]",0.3786406527374215
2756,Abyssinian_93,0,"[0.0, 28.0, 218.17600000000002, 168.0]","[81, 35, 143, 137]",0.501799235789391
2757,american_bulldog_211,1,"[4.928, 37.0, 218.624, 147.392]","[21, 55, 181, 142]",0.6787314450416878
2758,chihuahua_194,10,"[22.693333333333335, 11.200000000000001, 187.41333333333336, 210.56]","[0, 0, 153, 162]",0.4406130978397071
2759,chihuahua_71,10,"[11.200000000000001, 53.128, 172.928, 117.376]","[41, 52, 183, 147]",0.5526464687848518
2760,american_pit_bull_terrier_50,2,"[46.816, 71.68, 90.496, 113.34400000000001]","[64, 57, 118, 117]",0.45292425400786807
2761,Birman_93,6,"[30.912, 86.936, 150.08, 81.08800000000001]","[58, 52, 130, 137]",0.49849646073313997
2762,Bengal_30,8,"[86.28, 97.21600000000001, 44.352000000000004, 51.072]","[56, 43, 130, 140]",0.1244585353846154
2763,Maine_Coon_51,20,"[50.992000000000004, 31.36, 116.928, 164.416]","[21, 0, 140, 144]",0.45904703000720154
2764,basset_hound_199,3,"[70.336, 38.448, 153.66400000000002, 147.392]","[39, 40, 154, 140]",0.6351913559425276
2765,saint_bernard_8,28,"[28.672, 43.72, 141.568, 142.016]","[43, 35, 157, 159]",0.6693179565527324
2766,american_bulldog_62,2,"[74.144, 62.72, 65.856, 127.232]","[55, 52, 130, 132]",0.45504940156559853
2767,leonberger_91,19,"[0.448, 49.992000000000004, 223.104, 135.744]","[0, 41, 147, 159]",0.5891859675539458
2768,Egyptian_Mau_198,11,"[72.392, 44.352000000000004, 80.64, 157.248]","[59, 65, 120, 133]",0.5986550516583795
2769,great_pyrenees_85,15,"[43.904, 39.992000000000004, 175.616, 147.392]","[36, 0, 160, 190]",0.6619410871314318
2770,keeshond_29,18,"[28.896, 0.0, 166.208, 156.8]","[35, 28, 189, 144]",0.6314730241216908
2771,american_pit_bull_terrier_54,8,"[28.672, 70.112, 175.616, 125.44]","[49, 43, 126, 139]",0.5540450296165005
2772,leonberger_43,19,"[29.896, 7.6160000000000005, 163.52, 213.248]","[25, 0, 159, 155]",0.6171387416552632
2773,Birman_83,6,"[0.448, 38.896, 223.552, 147.84]","[55, 32, 169, 160]",0.7117214927457239
2774,shiba_inu_43,31,"[68.36, 0.0, 114.688, 216.832]","[48, 0, 145, 137]",0.5414141214014474
2775,staffordshire_bull_terrier_73,2,"[4.928, 55.328, 214.144, 137.984]","[94, 34, 130, 146]",0.4734402366119834
2776,miniature_pinscher_93,10,"[66.304, 64.328, 43.456, 120.96000000000001]","[23, 44, 133, 135]",0.273377097030994
2777,Bengal_65,5,"[41.664, 60.744, 182.336, 104.83200000000001]","[36, 45, 152, 150]",0.5772831813649699
2778,boxer_77,8,"[42.112, 43.272, 181.44, 143.808]","[19, 33, 167, 156]",0.6578933803609933
2779,British_Shorthair_72,9,"[65.224, 34.944, 112.44800000000001, 187.71200000000002]","[44, 0, 146, 174]",0.5064431548200756
2780,samoyed_31,29,"[28.448, 0.0, 167.552, 224.0]","[24, 0, 200, 224]",0.8377600000000001
2781,Ragdoll_86,6,"[2.688, 37.896, 179.648, 143.36]","[40, 27, 158, 150]",0.6676654939402581
2782,english_setter_27,12,"[49.28, 48.608000000000004, 139.328, 140.672]","[30, 49, 171, 146]",0.7811530855217882
2783,chihuahua_99,10,"[60.256, 17.024, 98.56, 205.184]","[34, 0, 148, 155]",0.4599819083875835
2784,newfoundland_60,22,"[0.448, 40.544, 223.552, 146.048]","[34, 37, 144, 134]",0.5665216365924303
2785,Abyssinian_48,0,"[44.5, 12.0, 137.0, 212.0]","[39, 17, 165, 207]",0.8139781859931113
2786,Bombay_68,7,"[0.448, 34.72, 169.344, 155.008]","[59, 30, 143, 138]",0.47301815731903374
2787,pug_69,25,"[44.800000000000004, 59.952, 163.52, 125.888]","[42, 44, 182, 160]",0.7069095384615386
2788,japanese_chin_53,17,"[68.096, 37.856, 126.336, 137.536]","[67, 30, 157, 157]",0.704927100328614
2789,german_shorthaired_83,14,"[13.44, 54.432, 99.456, 141.568]","[0, 56, 164, 141]",0.5981044542418917
2790,miniature_pinscher_90,21,"[42.56, 49.096000000000004, 108.416, 136.192]","[47, 61, 139, 163]",0.5274805533965352
2791,Bombay_98,7,"[48.7, 15.399999999999999, 146.29999999999998, 208.6]","[31, 25, 150, 148]",0.5908784475001043
2792,Bengal_60,5,"[0.0, 52.68, 174.72, 130.368]","[23, 72, 159, 152]",0.559783827162522
2793,havanese_73,16,"[30.016000000000002, 73.24799999999999, 180.096, 94.08]","[0, 41, 155, 141]",0.434856587772163
2794,yorkshire_terrier_24,36,"[62.624, 29.12, 86.912, 155.008]","[41, 0, 143, 145]",0.4172808574488474
2795,boxer_69,8,"[0.0, 39.24, 158.144, 146.94400000000002]","[35, 23, 144, 141]",0.5452116195724497
2796,British_Shorthair_223,9,"[3.7333333333333334, 62.34666666666667, 172.48000000000002, 132.90666666666667]","[64, 49, 160, 140]",0.45681404805820336
2797,Sphynx_241,33,"[20.857379767827528, 1.4859038142620231, 178.30845771144277, 209.51243781094527]","[0, 0, 153, 164]",0.5241035437689915
2798,British_Shorthair_66,27,"[17.92, 37.448, 206.08, 147.392]","[31, 28, 193, 169]",0.8234693517321692
2799,american_pit_bull_terrier_75,2,"[73.24799999999999, 28.672, 104.384, 183.68]","[42, 25, 143, 147]",0.5929175596195938
2800,american_bulldog_50,2,"[40.584, 3.136, 110.208, 218.624]","[39, 0, 148, 170]",0.5958245720755785
2801,pomeranian_78,24,"[72.84, 51.072, 112.0, 142.464]","[46, 39, 148, 138]",0.633143999793141
2802,pomeranian_196,24,"[29.493333333333332, 0.0, 149.33333333333334, 224.0]","[43, 0, 143, 138]",0.5442439230613183
2803,Siamese_43,32,"[69.44, 39.647999999999996, 154.56, 156.352]","[52, 53, 172, 150]",0.7932217115149486
2804,miniature_pinscher_19,21,"[38.976, 26.688, 185.024, 172.928]","[54, 33, 147, 168]",0.7606553101315424
2805,basset_hound_197,5,"[104.384, 136.688, 36.288000000000004, 44.352000000000004]","[35, 40, 165, 184]",0.05301203478260869
2806,Bengal_95,5,"[77.504, 38.752, 146.496, 156.8]","[53, 29, 171, 173]",0.7764788155359496
2807,newfoundland_45,22,"[45.92, 75.712, 90.048, 112.44800000000001]","[47, 69, 136, 131]",0.5577312884286642
2808,english_setter_1,13,"[65.888, 17.472, 96.32000000000001, 202.496]","[36, 0, 154, 178]",0.49157121814335225
2809,leonberger_30,1,"[90.496, 85.792, 39.424, 83.328]","[47, 81, 117, 117]",0.2399826920885382
2810,Egyptian_Mau_214,5,"[36.586666666666666, 78.77333333333334, 171.73333333333335, 112.0]","[37, 74, 131, 128]",0.6878531779766965
2811,Sphynx_72,33,"[34.496, 12.096, 155.008, 211.45600000000002]","[26, 32, 147, 167]",0.6763957846926901
2812,english_cocker_spaniel_76,12,"[44.616, 14.784, 118.72, 195.328]","[29, 0, 151, 139]",0.5010606081379575
2813,havanese_24,16,"[56.896, 44.064, 120.512, 133.056]","[29, 35, 147, 147]",0.7270715979517703
2814,scottish_terrier_60,30,"[78.848, 41.480000000000004, 89.60000000000001, 134.4]","[41, 36, 158, 153]",0.49814842392653247
2815,leonberger_62,19,"[0.448, 33.824, 165.312, 157.248]","[36, 40, 164, 144]",0.6042073693332652
2816,american_pit_bull_terrier_78,2,"[0.0, 37.856, 224.0, 152.32]","[32, 26, 149, 149]",0.5694234088267409
2817,basset_hound_58,28,"[93.632, 100.128, 55.552, 74.816]","[52, 73, 128, 151]",0.2150340662251656
2818,shiba_inu_1,31,"[84.672, 66.52799999999999, 61.824, 111.552]","[46, 53, 149, 126]",0.3673479731543623
2819,Bengal_58,0,"[114.688, 70.152, 65.856, 55.552]","[65, 41, 110, 136]",0.21944305407790687
2820,pomeranian_198,24,"[0.7466666666666667, 38.45333333333333, 166.50666666666666, 156.05333333333334]","[43, 38, 145, 153]",0.6488024529539675
2821,Russian_Blue_63,27,"[6.272, 47.752, 106.624, 137.088]","[33, 44, 136, 148]",0.46035399745231875
2822,yorkshire_terrier_42,36,"[36.736000000000004, 32.032, 187.264, 163.968]","[45, 48, 179, 176]",0.7417133256274766
2823,keeshond_195,22,"[0.0, 7.259259259259259, 224.0, 216.74074074074073]","[0, 52, 163, 145]",0.48681845644956545
2824,Egyptian_Mau_53,11,"[37.52, 74.52000000000001, 181.44000000000003, 77.28]","[58, 56, 166, 129]",0.5409033395686644
2825,British_Shorthair_34,1,"[37.184, 33.376, 158.592, 158.592]","[0, 79, 129, 120]",0.3427812415416667
2826,newfoundland_33,22,"[13.44, 46.816, 210.56, 149.184]","[0, 37, 184, 141]",0.6396175526221906
2827,Persian_224,5,"[57.49333333333334, 64.58666666666667, 110.50666666666667, 121.70666666666668]","[42, 73, 146, 116]",0.7007644818940154
2828,havanese_60,16,"[0.0, 37.0, 223.552, 148.288]","[75, 52, 149, 143]",0.5713208741236948
2829,leonberger_66,19,"[4.48, 32.792, 219.52, 159.04]","[24, 34, 200, 156]",0.8936637316611036
2830,yorkshire_terrier_68,36,"[2.24, 28.0, 188.608, 168.0]","[16, 38, 188, 158]",0.8182043918758826
2831,american_pit_bull_terrier_76,2,"[74.816, 50.400000000000006, 81.536, 145.6]","[74, 46, 126, 133]",0.5779026055394719
2832,miniature_pinscher_39,8,"[79.744, 74.536, 75.712, 100.352]","[50, 46, 140, 141]",0.3848961815602839
2833,leonberger_53,19,"[0.0, 35.168, 223.552, 160.832]","[45, 22, 179, 148]",0.6274015887504029
2834,Persian_82,23,"[2.24, 22.0, 221.76, 179.20000000000002]","[0, 28, 184, 164]",0.7432324612075295
2835,saint_bernard_72,28,"[42.84347826086957, 15.582608695652175, 135.8608695652174, 189.42608695652174]","[73, 0, 151, 136]",0.3794729266764233
2836,Siamese_228,6,"[18.240000000000002, 5.973333333333334, 188.16, 211.30666666666667]","[0, 21, 196, 145]",0.6078445547964537
2837,keeshond_200,18,"[44.616, 0.896, 126.336, 176.512]","[37, 0, 160, 140]",0.6478602738249131
2838,Abyssinian_21,23,"[0.448, 30.240000000000002, 223.104, 149.632]","[39, 51, 120, 142]",0.44236685650096996
2839,great_pyrenees_198,15,"[8.4, 58.93333333333334, 202.06666666666666, 140.0]","[86, 48, 138, 153]",0.5449162966205934
2840,Maine_Coon_242,5,"[36.586666666666666, 33.22666666666667, 187.41333333333336, 131.41333333333333]","[37, 28, 155, 138]",0.7941297718777393
2841,keeshond_82,18,"[35.392, 61.152, 176.064, 120.512]","[19, 52, 173, 138]",0.7198357139414275
2842,Maine_Coon_97,0,"[31.928, 13.44, 157.696, 203.392]","[48, 0, 154, 164]",0.5921846788638662
2843,Sphynx_3,33,"[42.24, 49.28, 139.52, 127.36]","[0, 32, 165, 135]",0.5646594688539347
2844,chihuahua_34,15,"[98.11200000000001, 65.672, 60.928000000000004, 103.04]","[55, 37, 128, 150]",0.3269802666666667
2845,english_cocker_spaniel_62,12,"[37.0, 23.744, 148.288, 198.464]","[26, 21, 163, 158]",0.715849587482218
2846,Siamese_23,32,"[0.0, 22.784, 224.0, 193.984]","[24, 48, 200, 156]",0.7180268181175473
2847,english_cocker_spaniel_70,12,"[65.28800000000001, 17.92, 109.76, 168.448]","[42, 0, 150, 148]",0.5405866469811723
2848,scottish_terrier_3,30,"[41.480000000000004, 73.47200000000001, 144.256, 112.44800000000001]","[26, 86, 137, 138]",0.5282692052414342
2849,pug_48,25,"[49.544, 10.304, 124.096, 213.696]","[40, 0, 184, 169]",0.5193268480388847
2850,pomeranian_55,24,"[0.0, 38.448, 188.16, 148.288]","[21, 32, 146, 140]",0.6760185838072397
2851,scottish_terrier_29,30,"[96.32000000000001, 45.96, 91.84, 137.088]","[66, 44, 158, 143]",0.5572347490484201
2852,Ragdoll_91,6,"[27.328, 40.136, 196.672, 108.416]","[52, 28, 135, 132]",0.5972423776762003
2853,american_pit_bull_terrier_57,2,"[71.048, 45.248, 99.456, 125.888]","[52, 43, 116, 124]",0.7817172352714393
2854,Maine_Coon_32,20,"[31.36, 30.096, 185.92000000000002, 159.04]","[0, 18, 164, 142]",0.4836452459611981
2855,Sphynx_234,33,"[74.5472, 44.8096, 91.03359999999999, 137.6256]","[32, 50, 144, 134]",0.609861776887059
2856,beagle_73,4,"[44.800000000000004, 39.096000000000004, 176.512, 158.592]","[0, 31, 187, 148]",0.5560957449315332
2857,yorkshire_terrier_94,35,"[54.472, 43.008, 113.792, 120.512]","[50, 32, 155, 128]",0.6577269434224957
2858,wheaten_terrier_42,2,"[10.752, 71.456, 129.472, 115.136]","[52, 57, 118, 115]",0.4524212081969616
2859,english_cocker_spaniel_55,12,"[35.84, 28.0, 122.304, 166.208]","[59, 22, 135, 135]",0.49642563186149274
2860,British_Shorthair_88,9,"[36.736000000000004, 61.152, 113.34400000000001, 98.56]","[52, 33, 135, 143]",0.46453792918428627
2861,Birman_200,6,"[54.400000000000006, 23.333333333333332, 125.53333333333333, 185.73333333333335]","[34, 0, 141, 143]",0.49684433984060716
2862,British_Shorthair_38,27,"[8.064, 48.16, 177.40800000000002, 147.392]","[80, 30, 144, 153]",0.4187985629306166
2863,miniature_pinscher_83,21,"[88.256, 105.056, 96.32000000000001, 68.992]","[45, 75, 133, 133]",0.34127340394105954
2864,shiba_inu_205,29,"[81.536, 51.784, 55.104, 124.096]","[53, 37, 132, 146]",0.35482492652552916
2865,great_pyrenees_29,12,"[43.272, 9.856, 137.536, 213.696]","[87, 0, 137, 147]",0.3508881380628345
2866,english_cocker_spaniel_32,12,"[37.448, 34.496, 120.512, 176.512]","[53, 20, 148, 137]",0.4481739988706473
2867,Ragdoll_26,23,"[20.16, 28.448, 150.976, 167.104]","[34, 41, 160, 153]",0.730389237534241
2868,Maine_Coon_42,20,"[50.400000000000006, 37.632, 106.176, 132.16]","[54, 30, 140, 136]",0.6615245009424539
2869,Maine_Coon_21,26,"[32.480000000000004, 37.632, 163.52, 182.784]","[33, 17, 128, 138]",0.46182680817897126
2870,Bengal_34,0,"[0.0, 50.816, 136.64000000000001, 141.12]","[0, 62, 147, 129]",0.854866596161085
2871,english_cocker_spaniel_53,28,"[70.336, 38.496, 83.776, 151.424]","[48, 0, 138, 155]",0.4014005878940074
2872,chihuahua_73,10,"[44.800000000000004, 39.344, 121.408, 146.94400000000002]","[36, 43, 167, 146]",0.7007331929203072
2873,yorkshire_terrier_192,36,"[75.264, 37.408, 81.08800000000001, 105.72800000000001]","[45, 24, 145, 139]",0.42536700888117107
2874,Egyptian_Mau_96,11,"[33.97333333333333, 55.75111111111111, 110.50666666666666, 147.3422222222222]","[26, 66, 144, 158]",0.6342892897466601
2875,Ragdoll_88,26,"[0.448, 36.064, 219.52, 159.04]","[32, 57, 192, 167]",0.632882097804886
