index,pred_class,true_bbox,cam_bboxes,efficientnet_iou
japanese_chin_22,17,"[34.944, 29.344, 148.736, 166.656]","[70, 38, 116, 83]",0.37771513654734457
japanese_chin_81,17,"[20.16, 50.400000000000006, 197.568, 142.912]","[20, 54, 158, 83]",0.4637731969464171
Russian_Blue_240,27,"[0.0, 8.802867383512545, 223.19713261648747, 204.73118279569894]","[44, 37, 180, 137]",0.5359630974932384
yorkshire_terrier_51,36,"[12.096, 19.344, 211.45600000000002, 186.816]","[52, 38, 101, 101]",0.25823117178602323
shiba_inu_61,8,"[109.688, 119.168, 33.152, 45.248]","[66, 45, 91, 119]",0.13707452557175637
american_pit_bull_terrier_81,1,"[36.288000000000004, 72.84, 129.024, 110.656]","[56, 68, 106, 100]",0.6819974263296088
Russian_Blue_258,27,"[2.986666666666667, 10.746666666666666, 217.28, 200.10666666666668]","[0, 25, 147, 135]",0.4430434615416027
newfoundland_58,22,"[46.408, 6.272, 138.43200000000002, 217.728]","[36, 0, 117, 153]",0.4826947847862529
german_shorthaired_87,14,"[40.32, 28.776, 148.736, 187.264]","[55, 32, 129, 156]",0.7225100878320428
scottish_terrier_85,30,"[64.688, 21.504, 137.536, 188.16]","[103, 40, 99, 95]",0.36342525682329707
japanese_chin_56,17,"[33.152, 38.0, 185.024, 147.392]","[47, 37, 144, 101]",0.5252587943076102
leonberger_34,19,"[64.512, 68.36, 63.168, 117.824]","[47, 56, 111, 102]",0.4321659471657672
yorkshire_terrier_50,36,"[38.528, 27.336, 170.68800000000002, 126.336]","[37, 32, 109, 94]",0.4653823950904617
great_pyrenees_66,15,"[74.816, 73.736, 149.184, 112.0]","[66, 60, 137, 92]",0.5203307270813295
Abyssinian_24,0,"[67.48, 32.76, 119.00000000000001, 162.96]","[96, 49, 100, 128]",0.5619112310051042
staffordshire_bull_terrier_57,34,"[70.336, 37.0, 153.66400000000002, 149.184]","[65, 53, 124, 111]",0.5601046303996684
english_setter_21,13,"[30.400000000000002, 40.32, 160.38400000000001, 180.096]","[61, 35, 113, 117]",0.42799899280616355
samoyed_93,29,"[12.096, 53.096000000000004, 173.376, 104.384]","[72, 43, 117, 95]",0.49208312554164246
Bombay_46,30,"[0.0, 57.568, 150.976, 138.43200000000002]","[42, 62, 121, 97]",0.479042788185632
american_pit_bull_terrier_9,1,"[1.344, 45.064, 222.656, 138.43200000000002]","[0, 47, 119, 97]",0.3687074355555046
german_shorthaired_80,14,"[115.136, 73.28800000000001, 84.224, 112.44800000000001]","[98, 66, 95, 115]",0.6983873620992574
Bengal_97,5,"[21.504, 49.952, 183.232, 142.912]","[46, 48, 145, 98]",0.5261593491337855
american_pit_bull_terrier_65,34,"[21.056, 28.448, 127.68, 166.208]","[26, 53, 128, 105]",0.5918612481567509
leonberger_56,19,"[17.024, 71.944, 195.776, 88.70400000000001]","[22, 59, 112, 94]",0.4824802341200572
Maine_Coon_227,20,"[27.62666666666667, 36.21333333333333, 159.04000000000002, 159.04000000000002]","[40, 51, 122, 113]",0.5450364409798832
great_pyrenees_192,15,"[6.272, 36.96, 211.904, 146.94400000000002]","[99, 27, 125, 120]",0.3971102531570308
Abyssinian_93,0,"[0.0, 28.0, 218.17600000000002, 168.0]","[72, 33, 117, 116]",0.3702777312156896
american_bulldog_211,1,"[4.928, 37.0, 218.624, 147.392]","[39, 58, 136, 113]",0.476920075357364
chihuahua_194,10,"[22.693333333333335, 11.200000000000001, 187.41333333333336, 210.56]","[26, 36, 118, 107]",0.3199553879575056
chihuahua_71,10,"[11.200000000000001, 53.128, 172.928, 117.376]","[66, 78, 121, 104]",0.4977302974191368
american_pit_bull_terrier_50,2,"[46.816, 71.68, 90.496, 113.34400000000001]","[47, 62, 113, 89]",0.5447303599090992
Birman_93,6,"[30.912, 86.936, 150.08, 81.08800000000001]","[59, 69, 101, 88]",0.5061405557835945
Bengal_30,5,"[86.28, 97.21600000000001, 44.352000000000004, 51.072]","[67, 79, 89, 81]",0.3142107565543072
Maine_Coon_51,20,"[50.992000000000004, 31.36, 116.928, 164.416]","[40, 20, 109, 91]",0.365787921337438
basset_hound_199,3,"[70.336, 38.448, 153.66400000000002, 147.392]","[62, 53, 118, 85]",0.3990785913137165
saint_bernard_8,28,"[28.672, 43.72, 141.568, 142.016]","[64, 53, 119, 101]",0.5015611832233368
american_bulldog_62,10,"[74.144, 62.72, 65.856, 127.232]","[81, 64, 75, 69]",0.429294952948109
leonberger_91,19,"[0.448, 49.992000000000004, 223.104, 135.744]","[0, 50, 137, 128]",0.5760477528704179
Egyptian_Mau_198,11,"[72.392, 44.352000000000004, 80.64, 157.248]","[67, 61, 82, 102]",0.5906079148832672
great_pyrenees_85,15,"[43.904, 39.992000000000004, 175.616, 147.392]","[57, 52, 111, 102]",0.4374064245410031
keeshond_29,18,"[28.896, 0.0, 166.208, 156.8]","[51, 24, 145, 109]",0.6004544869592957
american_pit_bull_terrier_54,2,"[28.672, 70.112, 175.616, 125.44]","[74, 61, 91, 96]",0.3459028713419571
leonberger_43,19,"[29.896, 7.6160000000000005, 163.52, 213.248]","[39, 0, 119, 134]",0.42037781316257805
Birman_83,6,"[0.448, 38.896, 223.552, 147.84]","[67, 59, 139, 98]",0.41216429070261734
shiba_inu_43,31,"[68.36, 0.0, 114.688, 216.832]","[69, 0, 100, 115]",0.4624411637152924
staffordshire_bull_terrier_73,2,"[4.928, 55.328, 214.144, 137.984]","[71, 51, 153, 99]",0.4569610192382512
miniature_pinscher_93,31,"[66.304, 64.328, 43.456, 120.96000000000001]","[38, 57, 101, 92]",0.3385343343297274
Bengal_65,5,"[41.664, 60.744, 182.336, 104.83200000000001]","[56, 78, 134, 88]",0.6121172735805956
boxer_77,8,"[42.112, 43.272, 181.44, 143.808]","[53, 53, 104, 96]",0.3826383443650911
British_Shorthair_72,9,"[65.224, 34.944, 112.44800000000001, 187.71200000000002]","[72, 33, 95, 153]",0.6739606533250037
samoyed_31,29,"[28.448, 0.0, 167.552, 224.0]","[43, 35, 139, 106]",0.39257535400523846
Ragdoll_86,26,"[2.688, 37.896, 179.648, 143.36]","[48, 51, 140, 104]",0.5303395751452712
english_setter_27,13,"[49.28, 48.608000000000004, 139.328, 140.672]","[54, 59, 130, 116]",0.7694054822043506
chihuahua_99,10,"[60.256, 17.024, 98.56, 205.184]","[51, 37, 107, 103]",0.47541971707635705
newfoundland_60,22,"[0.448, 40.544, 223.552, 146.048]","[35, 46, 135, 115]",0.4755075699320263
Abyssinian_48,0,"[44.5, 12.0, 137.0, 212.0]","[60, 58, 116, 139]",0.555157691777992
Bombay_68,7,"[0.448, 34.72, 169.344, 155.008]","[73, 40, 115, 100]",0.34481782319375864
pug_69,25,"[44.800000000000004, 59.952, 163.52, 125.888]","[63, 62, 126, 105]",0.6426945717349974
japanese_chin_53,17,"[68.096, 37.856, 126.336, 137.536]","[63, 54, 133, 100]",0.7002270424108153
german_shorthaired_83,14,"[13.44, 54.432, 99.456, 141.568]","[30, 36, 98, 145]",0.5895097901864541
miniature_pinscher_90,21,"[42.56, 49.096000000000004, 108.416, 136.192]","[53, 71, 106, 106]",0.6650549851848162
Bombay_98,7,"[48.7, 15.399999999999999, 146.29999999999998, 208.6]","[35, 31, 123, 122]",0.4142520654199279
Bengal_60,5,"[0.0, 52.68, 174.72, 130.368]","[0, 88, 146, 86]",0.5512361401076423
havanese_73,16,"[30.016000000000002, 73.24799999999999, 180.096, 94.08]","[20, 61, 114, 84]",0.3914846494101164
yorkshire_terrier_24,36,"[62.624, 29.12, 86.912, 155.008]","[68, 30, 93, 80]",0.4533185443792094
boxer_69,8,"[0.0, 39.24, 158.144, 146.94400000000002]","[49, 35, 110, 92]",0.40279832231848345
British_Shorthair_223,9,"[3.7333333333333334, 62.34666666666667, 172.48000000000002, 132.90666666666667]","[61, 68, 119, 105]",0.5187265839660318
Sphynx_241,33,"[20.857379767827528, 1.4859038142620231, 178.30845771144277, 209.51243781094527]","[39, 38, 100, 126]",0.3372786037827698
British_Shorthair_66,9,"[17.92, 37.448, 206.08, 147.392]","[53, 71, 139, 98]",0.44846764735033706
american_pit_bull_terrier_75,2,"[73.24799999999999, 28.672, 104.384, 183.68]","[59, 24, 108, 114]",0.4826682687631931
american_bulldog_50,1,"[40.584, 3.136, 110.208, 218.624]","[56, 0, 111, 126]",0.4405956401130318
pomeranian_78,24,"[72.84, 51.072, 112.0, 142.464]","[61, 58, 103, 95]",0.5070146728765356
pomeranian_196,24,"[29.493333333333332, 0.0, 149.33333333333334, 224.0]","[59, 0, 122, 116]",0.41242580234742304
Siamese_43,32,"[69.44, 39.647999999999996, 154.56, 156.352]","[64, 68, 121, 104]",0.4859481953371746
miniature_pinscher_19,21,"[38.976, 26.688, 185.024, 172.928]","[54, 43, 126, 114]",0.4489334978305013
basset_hound_197,5,"[104.384, 136.688, 36.288000000000004, 44.352000000000004]","[74, 92, 97, 80]",0.1584316222868198
Bengal_95,5,"[77.504, 38.752, 146.496, 156.8]","[77, 66, 110, 110]",0.5230849172462892
newfoundland_45,22,"[45.92, 75.712, 90.048, 112.44800000000001]","[49, 75, 110, 92]",0.6451128607048442
english_setter_1,13,"[65.888, 17.472, 96.32000000000001, 202.496]","[66, 30, 97, 148]",0.7256677186104951
leonberger_30,8,"[90.496, 85.792, 39.424, 83.328]","[71, 95, 91, 76]",0.40144255802199474
Egyptian_Mau_214,11,"[36.586666666666666, 78.77333333333334, 171.73333333333335, 112.0]","[57, 95, 95, 88]",0.434643966282165
Sphynx_72,33,"[34.496, 12.096, 155.008, 211.45600000000002]","[66, 45, 117, 141]",0.5033045412293333
english_cocker_spaniel_76,12,"[44.616, 14.784, 118.72, 195.328]","[48, 0, 121, 127]",0.5052958486201371
havanese_24,16,"[56.896, 44.064, 120.512, 133.056]","[34, 43, 122, 95]",0.508284153562418
scottish_terrier_60,30,"[78.848, 41.480000000000004, 89.60000000000001, 134.4]","[65, 59, 103, 104]",0.6876955136877383
leonberger_62,19,"[0.448, 33.824, 165.312, 157.248]","[67, 70, 115, 95]",0.34070282830325876
american_pit_bull_terrier_78,2,"[0.0, 37.856, 224.0, 152.32]","[45, 37, 113, 100]",0.3274239657184355
basset_hound_58,3,"[93.632, 100.128, 55.552, 74.816]","[77, 89, 91, 80]",0.5027432652250041
shiba_inu_1,31,"[84.672, 66.52799999999999, 61.824, 111.552]","[67, 49, 97, 94]",0.41887964930941113
Bengal_58,5,"[114.688, 70.152, 65.856, 55.552]","[92, 59, 94, 76]",0.5120986159014557
pomeranian_198,24,"[0.7466666666666667, 38.45333333333333, 166.50666666666666, 156.05333333333334]","[33, 58, 135, 100]",0.5151980543643631
Russian_Blue_63,27,"[6.272, 47.752, 106.624, 137.088]","[25, 61, 99, 102]",0.5692500717067535
yorkshire_terrier_42,36,"[36.736000000000004, 32.032, 187.264, 163.968]","[50, 68, 174, 105]",0.5950112158656702
keeshond_195,18,"[0.0, 7.259259259259259, 224.0, 216.74074074074073]","[18, 47, 162, 132]",0.440453813104189
Egyptian_Mau_53,11,"[37.52, 74.52000000000001, 181.44000000000003, 77.28]","[62, 79, 116, 75]",0.5915016521253043
British_Shorthair_34,27,"[37.184, 33.376, 158.592, 158.592]","[98, 68, 109, 97]",0.36144122012607677
newfoundland_33,22,"[13.44, 46.816, 210.56, 149.184]","[32, 56, 133, 107]",0.4530407829942404
Persian_224,5,"[57.49333333333334, 64.58666666666667, 110.50666666666667, 121.70666666666668]","[63, 70, 108, 95]",0.7262786448827934
havanese_60,35,"[0.0, 37.0, 223.552, 148.288]","[67, 40, 157, 90]",0.4245107149868326
leonberger_66,19,"[4.48, 32.792, 219.52, 159.04]","[35, 38, 156, 129]",0.5764131069214118
yorkshire_terrier_68,36,"[2.24, 28.0, 188.608, 168.0]","[32, 52, 143, 125]",0.5641267047198927
american_pit_bull_terrier_76,2,"[74.816, 50.400000000000006, 81.536, 145.6]","[78, 58, 108, 93]",0.49810534015613595
miniature_pinscher_39,21,"[79.744, 74.536, 75.712, 100.352]","[62, 65, 97, 91]",0.6013233255865851
leonberger_53,19,"[0.0, 35.168, 223.552, 160.832]","[63, 37, 138, 118]",0.45290808295005114
Persian_82,23,"[2.24, 22.0, 221.76, 179.20000000000002]","[38, 50, 140, 110]",0.38752480158730157
saint_bernard_72,28,"[42.84347826086957, 15.582608695652175, 135.8608695652174, 189.42608695652174]","[97, 0, 98, 104]",0.2516795296891164
Siamese_228,6,"[18.240000000000002, 5.973333333333334, 188.16, 211.30666666666667]","[40, 38, 140, 105]",0.3697233089348814
keeshond_200,18,"[44.616, 0.896, 126.336, 176.512]","[54, 0, 118, 131]",0.6750063223072951
Abyssinian_21,9,"[0.448, 30.240000000000002, 223.104, 149.632]","[0, 67, 120, 84]",0.30047960920921746
great_pyrenees_198,15,"[8.4, 58.93333333333334, 202.06666666666666, 140.0]","[70, 66, 154, 95]",0.4512031558185406
Maine_Coon_242,5,"[36.586666666666666, 33.22666666666667, 187.41333333333336, 131.41333333333333]","[54, 36, 110, 121]",0.5404283694304415
keeshond_82,18,"[35.392, 61.152, 176.064, 120.512]","[35, 64, 154, 95]",0.6865544828623503
Maine_Coon_97,20,"[31.928, 13.44, 157.696, 203.392]","[67, 27, 102, 118]",0.3752559911817651
Sphynx_3,33,"[42.24, 49.28, 139.52, 127.36]","[34, 46, 104, 93]",0.4557948569949198
chihuahua_34,10,"[98.11200000000001, 65.672, 60.928000000000004, 103.04]","[67, 45, 95, 91]",0.4027931448829889
english_cocker_spaniel_62,12,"[37.0, 23.744, 148.288, 198.464]","[33, 40, 144, 128]",0.5984938201922102
Siamese_23,32,"[0.0, 22.784, 224.0, 193.984]","[39, 62, 152, 120]",0.4197695244379507
english_cocker_spaniel_70,12,"[65.28800000000001, 17.92, 109.76, 168.448]","[53, 0, 120, 135]",0.5712002933144343
scottish_terrier_3,7,"[41.480000000000004, 73.47200000000001, 144.256, 112.44800000000001]","[56, 91, 96, 88]",0.5207967723477998
pug_48,25,"[49.544, 10.304, 124.096, 213.696]","[58, 16, 120, 99]",0.4247927680252818
pomeranian_55,24,"[0.0, 38.448, 188.16, 148.288]","[31, 45, 122, 103]",0.4503640782489085
scottish_terrier_29,30,"[96.32000000000001, 45.96, 91.84, 137.088]","[88, 62, 97, 99]",0.6544970525491328
Ragdoll_91,26,"[27.328, 40.136, 196.672, 108.416]","[42, 63, 102, 88]",0.40451829147109897
american_pit_bull_terrier_57,14,"[71.048, 45.248, 99.456, 125.888]","[65, 44, 105, 100]",0.737564818034742
Maine_Coon_32,20,"[31.36, 30.096, 185.92000000000002, 159.04]","[35, 27, 96, 110]",0.3436284434417531
Sphynx_234,33,"[74.5472, 44.8096, 91.03359999999999, 137.6256]","[63, 61, 91, 98]",0.5700052803485651
beagle_73,4,"[44.800000000000004, 39.096000000000004, 176.512, 158.592]","[34, 42, 137, 114]",0.4922840476639162
yorkshire_terrier_94,36,"[54.472, 43.008, 113.792, 120.512]","[57, 48, 109, 105]",0.8345911447116972
wheaten_terrier_42,35,"[10.752, 71.456, 129.472, 115.136]","[68, 59, 87, 85]",0.307072642637531
english_cocker_spaniel_55,12,"[35.84, 28.0, 122.304, 166.208]","[65, 44, 101, 113]",0.4961093019058751
British_Shorthair_88,9,"[36.736000000000004, 61.152, 113.34400000000001, 98.56]","[68, 48, 93, 88]",0.46500768775413925
Birman_200,6,"[54.400000000000006, 23.333333333333332, 125.53333333333333, 185.73333333333335]","[45, 0, 112, 106]",0.3175900725559746
British_Shorthair_38,9,"[8.064, 48.16, 177.40800000000002, 147.392]","[76, 52, 119, 109]",0.4389015495338998
miniature_pinscher_83,21,"[88.256, 105.056, 96.32000000000001, 68.992]","[60, 87, 90, 86]",0.41168422457757986
shiba_inu_205,31,"[81.536, 51.784, 55.104, 124.096]","[65, 65, 95, 93]",0.48581933036000213
great_pyrenees_29,15,"[43.272, 9.856, 137.536, 213.696]","[37, 0, 130, 119]",0.43066261435765985
english_cocker_spaniel_32,12,"[37.448, 34.496, 120.512, 176.512]","[59, 39, 112, 101]",0.44247308589819906
Ragdoll_26,26,"[20.16, 28.448, 150.976, 167.104]","[50, 57, 108, 106]",0.4537690387409448
Maine_Coon_42,20,"[50.400000000000006, 37.632, 106.176, 132.16]","[77, 34, 91, 97]",0.4815396117031104
Maine_Coon_21,20,"[32.480000000000004, 37.632, 163.52, 182.784]","[49, 40, 110, 86]",0.3165060973019344
Bengal_34,5,"[0.0, 50.816, 136.64000000000001, 141.12]","[22, 53, 127, 108]",0.6005146070743106
english_cocker_spaniel_53,13,"[70.336, 38.496, 83.776, 151.424]","[70, 59, 88, 117]",0.7436921572766562
chihuahua_73,10,"[44.800000000000004, 39.344, 121.408, 146.94400000000002]","[56, 65, 127, 103]",0.5800494217700389
yorkshire_terrier_192,36,"[75.264, 37.408, 81.08800000000001, 105.72800000000001]","[68, 40, 99, 97]",0.7628491265005385
Egyptian_Mau_96,11,"[33.97333333333333, 55.75111111111111, 110.50666666666666, 147.3422222222222]","[41, 81, 105, 102]",0.6421331790247257
Ragdoll_88,26,"[0.448, 36.064, 219.52, 159.04]","[37, 78, 154, 105]",0.4631584147743604
Birman_32,6,"[0.0, 16.136, 224.0, 195.776]","[0, 38, 192, 126]",0.5516508662961753
miniature_pinscher_79,21,"[135.51999999999998, 110.656, 34.944, 77.056]","[103, 97, 86, 91]",0.34406400000000015
miniature_pinscher_67,21,"[80.904, 41.664, 81.984, 162.624]","[73, 69, 97, 100]",0.5526700989565086
american_bulldog_36,1,"[45.064, 26.88, 126.336, 150.976]","[28, 0, 135, 135]",0.5194524582852936
saint_bernard_46,28,"[38.0, 11.648, 136.64000000000001, 212.352]","[39, 30, 120, 113]",0.4673319576845056
Russian_Blue_33,9,"[75.632, 49.28, 110.656, 150.08]","[76, 60, 115, 97]",0.6269185180981829
Bengal_89,5,"[37.896, 13.44, 144.704, 210.56]","[54, 32, 130, 158]",0.6620642179326316
boxer_38,8,"[41.928, 0.0, 137.536, 223.104]","[74, 0, 113, 106]",0.3550790585290573
staffordshire_bull_terrier_42,34,"[70.6, 41.216, 115.136, 162.624]","[60, 38, 111, 94]",0.4547542461209779
english_setter_63,13,"[22.400000000000002, 72.392, 183.68, 95.872]","[47, 87, 152, 78]",0.6732626661332415
pug_80,25,"[18.368000000000002, 54.024, 118.72, 131.264]","[57, 41, 98, 92]",0.3461098325562402
shiba_inu_51,31,"[82.432, 75.976, 73.47200000000001, 68.096]","[67, 62, 97, 75]",0.5752134539917555
pug_66,25,"[67.424, 50.624, 88.70400000000001, 164.416]","[64, 41, 103, 93]",0.4410766587689462
miniature_pinscher_42,21,"[25.536, 99.232, 75.264, 60.032000000000004]","[74, 32, 113, 114]",0.07762388046535185
miniature_pinscher_65,21,"[0.0, 31.136, 216.832, 164.864]","[62, 41, 97, 120]",0.3256145267687564
miniature_pinscher_59,21,"[72.744, 25.088, 102.144, 183.232]","[69, 41, 108, 143]",0.7470081477265463
keeshond_93,18,"[7.6160000000000005, 37.856, 199.36, 137.088]","[0, 33, 165, 107]",0.5560833404060017
pug_85,25,"[3.136, 64.776, 147.84, 119.616]","[64, 64, 103, 96]",0.42935598660379387
Siamese_224,32,"[73.92, 58.61333333333333, 105.28, 91.09333333333333]","[48, 54, 90, 77]",0.39039117678373897
beagle_52,4,"[39.424, 87.976, 117.824, 61.824]","[70, 77, 111, 83]",0.4858020115460447
pomeranian_27,24,"[66.52799999999999, 76.16, 98.56, 124.544]","[63, 73, 99, 91]",0.6502087934998035
beagle_49,3,"[61.824, 33.024, 140.224, 174.272]","[54, 33, 107, 100]",0.39311950707933807
pomeranian_34,24,"[60.928000000000004, 93.44800000000001, 142.912, 92.288]","[62, 82, 100, 84]",0.5061580520281496
beagle_2,4,"[4.48, 40.24, 219.52, 146.496]","[54, 52, 153, 107]",0.5090674721255286
keeshond_60,18,"[42.56, 28.0, 180.992, 168.0]","[52, 34, 145, 127]",0.6056239791708762
scottish_terrier_92,31,"[105.72800000000001, 71.048, 25.536, 43.456]","[77, 56, 81, 80]",0.17124882962962965
scottish_terrier_90,30,"[57.792, 32.256, 159.488, 185.472]","[54, 51, 95, 112]",0.34045014789768374
Maine_Coon_30,20,"[44.792, 6.72, 127.232, 194.43200000000002]","[70, 0, 99, 127]",0.46874785539270647
american_pit_bull_terrier_88,1,"[60.296, 67.2, 78.4, 81.536]","[61, 36, 104, 88]",0.3964619517221077
english_cocker_spaniel_61,12,"[64.328, 61.376000000000005, 86.912, 144.256]","[59, 56, 106, 116]",0.6317456918005816
english_setter_66,13,"[17.92, 60.296, 137.536, 125.888]","[33, 52, 127, 127]",0.7688120089740542
beagle_76,4,"[49.544, 8.96, 110.208, 211.008]","[57, 0, 114, 109]",0.4046739930832472
Birman_92,6,"[56.448, 46.368, 167.552, 149.632]","[42, 68, 149, 91]",0.46404435273046807
saint_bernard_57,4,"[60.032000000000004, 67.424, 119.168, 72.128]","[34, 47, 99, 84]",0.3780057514879292
great_pyrenees_77,15,"[11.666666666666666, 49.33333333333333, 161.93333333333334, 135.8]","[63, 48, 118, 99]",0.4723062375240191
japanese_chin_44,17,"[22.400000000000002, 37.64, 175.168, 148.736]","[115, 36, 109, 88]",0.25006202611446493
scottish_terrier_30,30,"[37.896, 0.448, 126.336, 215.936]","[64, 45, 105, 129]",0.4635120013032198
pomeranian_70,24,"[16.576, 37.448, 206.976, 149.184]","[50, 59, 141, 97]",0.44294378238893545
great_pyrenees_94,15,"[67.2, 46.856, 132.608, 139.776]","[52, 42, 111, 98]",0.4354855601952921
english_cocker_spaniel_94,12,"[69.256, 17.024, 108.864, 193.088]","[57, 18, 111, 129]",0.5635934402327459
boxer_57,8,"[48.2, 6.272, 126.784, 215.488]","[75, 0, 101, 100]",0.3341030638674092
boxer_60,8,"[22.848, 28.896, 201.15200000000002, 165.312]","[66, 69, 116, 92]",0.32093499938226505
shiba_inu_78,31,"[0.0, 38.0, 159.936, 147.84]","[41, 52, 139, 107]",0.49341879160983615
basset_hound_44,3,"[60.480000000000004, 82.656, 118.272, 103.04]","[99, 89, 92, 78]",0.4733383794710147
yorkshire_terrier_199,36,"[14.784, 71.00800000000001, 194.43200000000002, 83.328]","[123, 62, 101, 84]",0.3548555375264701
Abyssinian_85,0,"[0.0, 36.984, 90.496, 104.384]","[70, 62, 124, 102]",0.07947809695625388
Bengal_73,5,"[77.504, 64.736, 146.496, 108.864]","[79, 81, 124, 92]",0.7153185017730428
staffordshire_bull_terrier_74,34,"[83.776, 37.0, 84.672, 148.736]","[71, 53, 102, 88]",0.5277517340958081
pomeranian_31,24,"[81.536, 32.344, 138.43200000000002, 138.43200000000002]","[95, 24, 99, 85]",0.37964699636920274
Abyssinian_215,5,"[24.64, 35.46666666666667, 168.74666666666667, 130.66666666666669]","[73, 28, 102, 126]",0.5300211670230872
english_cocker_spaniel_86,12,"[28.896, 39.424, 128.576, 184.576]","[34, 56, 123, 118]",0.6115781740921057
saint_bernard_78,28,"[129.024, 40.544, 86.016, 80.19200000000001]","[56, 60, 168, 103]",0.27528706424788807
wheaten_terrier_51,35,"[128.576, 54.048, 26.432000000000002, 42.56]","[65, 84, 95, 89]",0.036040422080215344
leonberger_86,19,"[41.032, 9.856, 146.048, 197.568]","[72, 0, 98, 109]",0.3258220822662768
staffordshire_bull_terrier_61,34,"[87.808, 45.512, 77.504, 103.04]","[70, 30, 102, 94]",0.5293880799959132
Ragdoll_43,26,"[53.984, 44.800000000000004, 131.264, 174.72]","[36, 42, 103, 98]",0.32458585249893485
British_Shorthair_99,9,"[21.056, 37.448, 197.568, 148.736]","[87, 40, 103, 112]",0.3925749157953485
Sphynx_70,33,"[64.736, 5.824, 102.592, 146.94400000000002]","[59, 37, 106, 103]",0.6592068651348254
Bengal_59,5,"[12.096, 31.584, 120.06400000000001, 163.072]","[34, 72, 96, 112]",0.5491576653623561
english_cocker_spaniel_88,12,"[57.568, 30.016000000000002, 107.968, 160.38400000000001]","[60, 38, 121, 124]",0.6803862204347804
saint_bernard_90,28,"[47.488, 39.647999999999996, 80.19200000000001, 123.2]","[52, 75, 101, 89]",0.5440395880507777
beagle_54,4,"[76.16, 58.504000000000005, 59.136, 83.328]","[69, 56, 88, 82]",0.631643468035227
beagle_5,4,"[87.36, 36.064, 87.36, 96.768]","[69, 42, 115, 86]",0.6936730974379949
newfoundland_57,22,"[60.048, 56.0, 83.328, 126.336]","[56, 63, 103, 102]",0.678119037372435
wheaten_terrier_191,35,"[25.984, 47.856, 180.096, 134.4]","[73, 81, 151, 100]",0.5119071416754636
yorkshire_terrier_47,36,"[53.472, 16.576, 106.176, 193.536]","[50, 39, 118, 121]",0.5845104699263379
pug_195,25,"[66.03999999999999, 29.866666666666667, 105.28, 190.4]","[56, 18, 96, 87]",0.2943846708955522
wheaten_terrier_67,35,"[71.68, 37.0, 113.34400000000001, 147.84]","[75, 35, 109, 89]",0.5586524065880862
american_bulldog_97,1,"[34.496, 59.400000000000006, 138.88, 102.144]","[57, 51, 128, 90]",0.5858474970968096
Egyptian_Mau_28,11,"[77.504, 28.896, 94.976, 166.656]","[70, 107, 93, 78]",0.40628959489221295
leonberger_92,19,"[30.240000000000002, 35.392, 158.144, 188.608]","[36, 41, 154, 134]",0.6796569692751696
Siamese_210,32,"[25.984, 11.648, 198.016, 212.352]","[36, 48, 128, 113]",0.3439788768477206
american_bulldog_26,1,"[52.864000000000004, 53.576, 163.968, 126.336]","[40, 45, 121, 91]",0.39069733856528216
english_cocker_spaniel_41,12,"[73.47200000000001, 40.584, 99.456, 143.36]","[65, 38, 97, 123]",0.6864774368312468
Sphynx_46,33,"[2.688, 11.200000000000001, 162.624, 202.048]","[66, 30, 107, 129]",0.3784755432062289
staffordshire_bull_terrier_41,1,"[8.96, 42.376, 212.352, 135.744]","[21, 55, 161, 105]",0.586459704119146
newfoundland_44,22,"[43.736000000000004, 1.344, 120.06400000000001, 193.536]","[71, 37, 112, 93]",0.3449082548645952
British_Shorthair_274,9,"[70.0, 74.52000000000001, 89.60000000000001, 103.60000000000001]","[60, 69, 99, 92]",0.7197339776918299
yorkshire_terrier_195,36,"[4.928, 42.824, 136.192, 143.36]","[30, 55, 106, 111]",0.6026279273273865
german_shorthaired_27,14,"[67.2, 73.84, 111.552, 112.44800000000001]","[61, 72, 124, 135]",0.7493309017921148
Maine_Coon_9,20,"[22.773333333333333, 61.64, 197.49333333333334, 98.93333333333334]","[17, 58, 132, 79]",0.4650598231858668
Birman_201,6,"[2.986666666666667, 67.98666666666666, 180.32000000000002, 94.45333333333333]","[96, 61, 98, 84]",0.36266235940537167
english_setter_2,13,"[50.888, 10.304, 133.952, 209.216]","[59, 50, 108, 112]",0.43161614477134447
leonberger_55,19,"[42.112, 57.608000000000004, 105.72800000000001, 87.36]","[60, 46, 112, 89]",0.5479572160071644
beagle_202,4,"[76.608, 114.952, 100.8, 53.312]","[87, 99, 102, 89]",0.5003968165216647
Persian_47,23,"[48.512, 18.368000000000002, 125.44, 196.672]","[67, 27, 104, 105]",0.44263327483613035
shiba_inu_37,31,"[35.90067720090293, 9.584650112866818, 149.1647855530474, 206.80812641083523]","[75, 0, 114, 121]",0.3787266355382179
german_shorthaired_3,14,"[79.56, 52.864000000000004, 54.208, 79.296]","[66, 40, 97, 90]",0.47262869805695
american_pit_bull_terrier_37,14,"[45.248, 31.584, 173.824, 131.712]","[42, 32, 116, 95]",0.46163499924515466
staffordshire_bull_terrier_48,14,"[94.528, 58.504000000000005, 66.752, 115.584]","[74, 54, 110, 103]",0.5272219717042143
Russian_Blue_253,27,"[27.62666666666667, 36.46666666666667, 170.24, 157.54666666666668]","[25, 45, 126, 111]",0.5051005525245305
boxer_86,8,"[98.11200000000001, 65.632, 114.688, 130.368]","[98, 56, 103, 101]",0.5892369229325074
