index,pred_class,true_bbox,cam_bboxes,vggnet_adv_iou
shiba_inu_205,29,"[81.536, 51.784, 55.104, 124.096]","[91, 99, 57, 52]",0.3194656124483805
great_pyrenees_29,15,"[43.272, 9.856, 137.536, 213.696]","[67, 0, 88, 72]",0.18073342745030938
english_cocker_spaniel_32,12,"[37.448, 34.496, 120.512, 176.512]","[106, 60, 55, 58]",0.14051012455286518
Ragdoll_26,23,"[20.16, 28.448, 150.976, 167.104]","[85, 36, 139, 99]",0.2799356494533749
Maine_Coon_42,20,"[50.400000000000006, 37.632, 106.176, 132.16]","[92, 69, 66, 56]",0.2562546190593501
Maine_Coon_21,26,"[32.480000000000004, 37.632, 163.52, 182.784]","[66, 56, 62, 67]",0.13898164145795303
Bengal_34,20,"[0.0, 50.816, 136.64000000000001, 141.12]","[59, 98, 41, 60]",0.12757591326928897
english_cocker_spaniel_53,28,"[70.336, 38.496, 83.776, 151.424]","[76, 39, 49, 57]",0.22016921850773663
chihuahua_73,10,"[44.800000000000004, 39.344, 121.408, 146.94400000000002]","[62, 62, 114, 86]",0.4796996731549141
yorkshire_terrier_192,10,"[75.264, 37.408, 81.08800000000001, 105.72800000000001]","[94, 54, 73, 42]",0.29031511171234115
Egyptian_Mau_96,11,"[33.97333333333333, 55.75111111111111, 110.50666666666666, 147.3422222222222]","[70, 82, 67, 69]",0.2839279840148944
Ragdoll_88,26,"[0.448, 36.064, 219.52, 159.04]","[64, 127, 75, 57]",0.12244911707856468
Birman_32,6,"[0.0, 16.136, 224.0, 195.776]","[24, 47, 66, 89]",0.13394498960911597
miniature_pinscher_79,14,"[135.51999999999998, 110.656, 34.944, 77.056]","[99, 131, 67, 59]",0.3515476054382566
miniature_pinscher_67,21,"[80.904, 41.664, 81.984, 162.624]","[77, 51, 57, 69]",0.2693456563548404
american_bulldog_36,1,"[45.064, 26.88, 126.336, 150.976]","[41, 0, 55, 66]",0.09621012459339115
saint_bernard_46,28,"[38.0, 11.648, 136.64000000000001, 212.352]","[61, 21, 47, 85]",0.1376837146717994
Russian_Blue_33,27,"[75.632, 49.28, 110.656, 150.08]","[75, 93, 84, 49]",0.24552096811737878
Bengal_89,5,"[37.896, 13.44, 144.704, 210.56]","[102, 158, 40, 31]",0.04069726994941313
boxer_38,8,"[41.928, 0.0, 137.536, 223.104]","[91, 0, 77, 81]",0.2032600358390285
staffordshire_bull_terrier_42,34,"[70.6, 41.216, 115.136, 162.624]","[67, 35, 65, 66]",0.1897694862194216
english_setter_63,13,"[22.400000000000002, 72.392, 183.68, 95.872]","[38, 69, 90, 71]",0.3396429456366945
pug_80,25,"[18.368000000000002, 54.024, 118.72, 131.264]","[71, 60, 60, 59]",0.2271609832032497
shiba_inu_51,10,"[82.432, 75.976, 73.47200000000001, 68.096]","[71, 65, 55, 42]",0.2267306234129486
pug_66,25,"[67.424, 50.624, 88.70400000000001, 164.416]","[83, 57, 69, 58]",0.274403598137298
miniature_pinscher_42,10,"[25.536, 99.232, 75.264, 60.032000000000004]","[97, 40, 69, 59]",0.0
miniature_pinscher_65,21,"[0.0, 31.136, 216.832, 164.864]","[70, 61, 67, 65]",0.12182570997233111
miniature_pinscher_59,21,"[72.744, 25.088, 102.144, 183.232]","[71, 82, 63, 47]",0.15315615139151592
keeshond_93,19,"[7.6160000000000005, 37.856, 199.36, 137.088]","[27, 74, 134, 55]",0.26966837765068574
pug_85,25,"[3.136, 64.776, 147.84, 119.616]","[79, 75, 67, 65]",0.2462674027305849
Siamese_224,32,"[73.92, 58.61333333333333, 105.28, 91.09333333333333]","[64, 52, 55, 66]",0.25392312666831773
beagle_52,4,"[39.424, 87.976, 117.824, 61.824]","[94, 84, 72, 51]",0.37260185323597245
pomeranian_27,24,"[66.52799999999999, 76.16, 98.56, 124.544]","[67, 70, 81, 67]",0.3857862518018451
beagle_49,3,"[61.824, 33.024, 140.224, 174.272]","[97, 54, 58, 73]",0.173261027987663
pomeranian_34,29,"[60.928000000000004, 93.44800000000001, 142.912, 92.288]","[129, 99, 65, 73]",0.35976779576836665
beagle_2,4,"[4.48, 40.24, 219.52, 146.496]","[113, 62, 111, 72]",0.2485167208617204
keeshond_60,18,"[42.56, 28.0, 180.992, 168.0]","[84, 46, 81, 60]",0.15983342594463526
scottish_terrier_92,1,"[105.72800000000001, 71.048, 25.536, 43.456]","[0, 195, 224, 29]",0.0
scottish_terrier_90,30,"[57.792, 32.256, 159.488, 185.472]","[64, 57, 64, 58]",0.12548782743841713
Maine_Coon_30,26,"[44.792, 6.72, 127.232, 194.43200000000002]","[102, 19, 58, 54]",0.12660698183505245
american_pit_bull_terrier_88,1,"[60.296, 67.2, 78.4, 81.536]","[68, 96, 57, 32]",0.28533784000256307
english_cocker_spaniel_61,12,"[64.328, 61.376000000000005, 86.912, 144.256]","[86, 62, 69, 70]",0.3567595804230852
english_setter_66,13,"[17.92, 60.296, 137.536, 125.888]","[28, 125, 81, 55]",0.2573042649919578
beagle_76,4,"[49.544, 8.96, 110.208, 211.008]","[69, 0, 82, 92]",0.2838443041253351
Birman_92,6,"[56.448, 46.368, 167.552, 149.632]","[66, 64, 84, 67]",0.2244812085149792
saint_bernard_57,28,"[60.032000000000004, 67.424, 119.168, 72.128]","[42, 63, 56, 55]",0.19684816327475346
great_pyrenees_77,29,"[11.666666666666666, 49.33333333333333, 161.93333333333334, 135.8]","[96, 64, 64, 63]",0.1833515128621935
japanese_chin_44,17,"[22.400000000000002, 37.64, 175.168, 148.736]","[135, 56, 61, 50]",0.11706551236261924
scottish_terrier_30,30,"[37.896, 0.448, 126.336, 215.936]","[98, 50, 53, 64]",0.12433794034961913
pomeranian_70,24,"[16.576, 37.448, 206.976, 149.184]","[65, 79, 94, 67]",0.20396724000040328
great_pyrenees_94,15,"[67.2, 46.856, 132.608, 139.776]","[63, 57, 67, 58]",0.1939611765196081
english_cocker_spaniel_94,12,"[69.256, 17.024, 108.864, 193.088]","[109, 131, 43, 36]",0.07364298516519266
boxer_57,8,"[48.2, 6.272, 126.784, 215.488]","[94, 0, 61, 68]",0.135920475373953
boxer_60,8,"[22.848, 28.896, 201.15200000000002, 165.312]","[67, 67, 89, 75]",0.20073473771332637
shiba_inu_78,31,"[0.0, 38.0, 159.936, 147.84]","[72, 64, 81, 61]",0.20896650056126345
basset_hound_44,3,"[60.480000000000004, 82.656, 118.272, 103.04]","[121, 121, 60, 40]",0.18816833775651004
yorkshire_terrier_199,36,"[14.784, 71.00800000000001, 194.43200000000002, 83.328]","[147, 87, 77, 51]",0.18713660601671683
Abyssinian_85,0,"[0.0, 36.984, 90.496, 104.384]","[96, 63, 71, 63]",0.0
Bengal_73,5,"[77.504, 64.736, 146.496, 108.864]","[118, 91, 106, 63]",0.41873220151125345
staffordshire_bull_terrier_74,34,"[83.776, 37.0, 84.672, 148.736]","[92, 67, 62, 61]",0.30030710589361015
pomeranian_31,24,"[81.536, 32.344, 138.43200000000002, 138.43200000000002]","[112, 34, 69, 60]",0.21603661023274418
Abyssinian_215,5,"[24.64, 35.46666666666667, 168.74666666666667, 130.66666666666669]","[83, 35, 46, 32]",0.06572114035048857
english_cocker_spaniel_86,12,"[28.896, 39.424, 128.576, 184.576]","[41, 77, 92, 63]",0.24422675327530965
saint_bernard_78,28,"[129.024, 40.544, 86.016, 80.19200000000001]","[68, 93, 59, 54]",0.0
wheaten_terrier_51,35,"[128.576, 54.048, 26.432000000000002, 42.56]","[84, 90, 56, 43]",0.021833911756291156
leonberger_86,19,"[41.032, 9.856, 146.048, 197.568]","[71, 39, 65, 58]",0.1306559321383075
staffordshire_bull_terrier_61,14,"[87.808, 45.512, 77.504, 103.04]","[67, 38, 97, 62]",0.4215429272513902
Ragdoll_43,26,"[53.984, 44.800000000000004, 131.264, 174.72]","[52, 53, 62, 60]",0.15620023746100614
British_Shorthair_99,9,"[21.056, 37.448, 197.568, 148.736]","[99, 45, 69, 65]",0.15262643007473456
Sphynx_70,33,"[64.736, 5.824, 102.592, 146.94400000000002]","[62, 53, 64, 43]",0.1733933182431393
Bengal_59,5,"[12.096, 31.584, 120.06400000000001, 163.072]","[41, 106, 62, 76]",0.2406650780494254
english_cocker_spaniel_88,12,"[57.568, 30.016000000000002, 107.968, 160.38400000000001]","[71, 53, 94, 123]",0.6676930686447369
saint_bernard_90,28,"[47.488, 39.647999999999996, 80.19200000000001, 123.2]","[70, 97, 59, 60]",0.3475098501289466
beagle_54,1,"[76.16, 58.504000000000005, 59.136, 83.328]","[71, 99, 57, 31]",0.31587111990350725
beagle_5,4,"[87.36, 36.064, 87.36, 96.768]","[94, 52, 76, 51]",0.4585000399732542
newfoundland_57,30,"[60.048, 56.0, 83.328, 126.336]","[46, 58, 49, 49]",0.1527012426924294
wheaten_terrier_191,35,"[25.984, 47.856, 180.096, 134.4]","[140, 107, 64, 58]",0.15335736284563575
yorkshire_terrier_47,36,"[53.472, 16.576, 106.176, 193.536]","[61, 56, 73, 75]",0.2664379004282796
pug_195,25,"[66.03999999999999, 29.866666666666667, 105.28, 190.4]","[70, 34, 62, 65]",0.20104451355010086
wheaten_terrier_67,35,"[71.68, 37.0, 113.34400000000001, 147.84]","[88, 33, 71, 84]",0.3333181352782637
american_bulldog_97,1,"[34.496, 59.400000000000006, 138.88, 102.144]","[100, 64, 60, 62]",0.26223482814178306
Egyptian_Mau_28,11,"[77.504, 28.896, 94.976, 166.656]","[76, 37, 77, 147]",0.6914841857705933
leonberger_92,19,"[30.240000000000002, 35.392, 158.144, 188.608]","[67, 87, 104, 88]",0.3068337884028878
Siamese_210,32,"[25.984, 11.648, 198.016, 212.352]","[31, 26, 121, 102]",0.2935140554517815
american_bulldog_26,1,"[52.864000000000004, 53.576, 163.968, 126.336]","[62, 56, 75, 62]",0.2244743543999393
english_cocker_spaniel_41,12,"[73.47200000000001, 40.584, 99.456, 143.36]","[79, 42, 71, 61]",0.3037590339662047
Sphynx_46,33,"[2.688, 11.200000000000001, 162.624, 202.048]","[126, 22, 48, 82]",0.09602496508396258
staffordshire_bull_terrier_41,2,"[8.96, 42.376, 212.352, 135.744]","[35, 68, 46, 44]",0.07021558362242837
newfoundland_44,22,"[43.736000000000004, 1.344, 120.06400000000001, 193.536]","[92, 65, 68, 69]",0.2019219048782448
British_Shorthair_274,27,"[70.0, 74.52000000000001, 89.60000000000001, 103.60000000000001]","[69, 67, 69, 86]",0.540150122673058
yorkshire_terrier_195,36,"[4.928, 42.824, 136.192, 143.36]","[42, 49, 74, 73]",0.27667823078552967
german_shorthaired_27,14,"[67.2, 73.84, 111.552, 112.44800000000001]","[62, 67, 123, 123]",0.8291228300614714
Maine_Coon_9,20,"[22.773333333333333, 61.64, 197.49333333333334, 98.93333333333334]","[32, 77, 58, 58]",0.17217135811060166
Birman_201,26,"[2.986666666666667, 67.98666666666666, 180.32000000000002, 94.45333333333333]","[90, 123, 75, 36]",0.15852675737518143
english_setter_2,28,"[50.888, 10.304, 133.952, 209.216]","[92, 26, 45, 54]",0.08670860051210046
leonberger_55,19,"[42.112, 57.608000000000004, 105.72800000000001, 87.36]","[60, 59, 83, 64]",0.5751159655518009
beagle_202,4,"[76.608, 114.952, 100.8, 53.312]","[108, 102, 74, 60]",0.498677004961129
Persian_47,23,"[48.512, 18.368000000000002, 125.44, 196.672]","[92, 38, 64, 62]",0.16083963686353162
shiba_inu_37,31,"[35.90067720090293, 9.584650112866818, 149.1647855530474, 206.80812641083523]","[100, 33, 74, 63]",0.1511257123505923
german_shorthaired_3,14,"[79.56, 52.864000000000004, 54.208, 79.296]","[83, 60, 57, 52]",0.5711005431027851
american_pit_bull_terrier_37,2,"[45.248, 31.584, 173.824, 131.712]","[60, 40, 66, 57]",0.16431745779786774
staffordshire_bull_terrier_48,14,"[94.528, 58.504000000000005, 66.752, 115.584]","[75, 47, 68, 74]",0.3117161098080528
Russian_Blue_253,27,"[27.62666666666667, 36.46666666666667, 170.24, 157.54666666666668]","[32, 50, 71, 79]",0.20912916839534512
boxer_86,8,"[98.11200000000001, 65.632, 114.688, 130.368]","[115, 62, 83, 83]",0.43188227236767535
basset_hound_19,3,"[54.432, 5.824, 94.528, 191.296]","[63, 62, 57, 68]",0.2143470002738545
Persian_59,23,"[0.448, 25.504, 221.312, 190.848]","[109, 40, 59, 59]",0.08241598381740219
scottish_terrier_77,30,"[28.224, 28.0, 144.704, 167.104]","[95, 63, 65, 72]",0.19354344672820445
basset_hound_49,3,"[14.336, 53.088, 185.024, 114.688]","[129, 63, 70, 62]",0.20452372057138532
american_bulldog_53,1,"[37.896, 56.448, 148.288, 166.208]","[72, 63, 68, 62]",0.17105771674065673
pug_97,25,"[66.304, 64.776, 157.696, 120.512]","[99, 82, 81, 78]",0.3324517704439413
leonberger_51,19,"[37.448, 17.92, 141.12, 206.08]","[67, 48, 105, 115]",0.41520514455782304
Maine_Coon_52,20,"[26.472, 14.336, 181.888, 169.792]","[27, 37, 71, 62]",0.14253737834931465
havanese_5,16,"[45.96, 17.92, 137.984, 205.632]","[64, 54, 71, 60]",0.15013784193331012
japanese_chin_52,17,"[47.04, 30.240000000000002, 120.512, 163.072]","[65, 56, 68, 57]",0.19723050046645563
german_shorthaired_68,14,"[28.0, 4.928, 148.736, 217.728]","[45, 40, 91, 101]",0.2838130658657558
samoyed_28,29,"[4.032, 26.168, 189.056, 178.304]","[51, 80, 79, 57]",0.1335827549556225
Ragdoll_265,26,"[0.64, 32.64, 223.36, 158.72]","[62, 74, 96, 102]",0.27620678898234585
Birman_59,6,"[2.688, 49.024, 182.336, 129.472]","[19, 95, 72, 68]",0.2073925393253124
havanese_63,16,"[0.448, 61.64, 165.76, 117.376]","[71, 82, 66, 68]",0.23067142836090493
Sphynx_80,33,"[3.136, 12.544, 219.52, 211.45600000000002]","[39, 0, 108, 147]",0.3039598474982145
havanese_98,16,"[74.368, 38.0, 149.632, 147.84]","[91, 64, 73, 62]",0.20459645990949454
Egyptian_Mau_19,11,"[37.32727272727273, 2.327272727272727, 141.38181818181818, 220.5090909090909]","[94, 29, 74, 67]",0.15903271058639262
great_pyrenees_193,15,"[0.448, 11.0, 223.552, 198.464]","[33, 29, 91, 71]",0.14562617455161855
german_shorthaired_24,14,"[107.072, 48.608000000000004, 97.664, 146.94400000000002]","[135, 42, 58, 60]",0.2101704452274966
great_pyrenees_55,15,"[51.968, 37.448, 75.712, 123.2]","[42, 63, 68, 64]",0.3726842099855119
Birman_48,6,"[0.0, 48.2, 202.048, 124.096]","[109, 63, 82, 79]",0.25836198033529134
Egyptian_Mau_59,11,"[47.45333333333333, 62.720000000000006, 120.58666666666667, 119.46666666666667]","[111, 85, 56, 72]",0.2798816895179124
samoyed_96,29,"[32.704, 39.879999999999995, 188.16, 171.136]","[57, 87, 75, 49]",0.11412706853029168
american_pit_bull_terrier_94,34,"[30.016000000000002, 68.80799999999999, 94.08, 116.928]","[32, 62, 44, 59]",0.203223000571009
scottish_terrier_191,30,"[22.848, 29.792, 128.12800000000001, 161.728]","[71, 60, 69, 66]",0.21976764949534042
Russian_Blue_228,27,"[21.653333333333336, 36.96, 202.34666666666666, 148.58666666666667]","[120, 90, 74, 71]",0.17474878865674107
boxer_66,8,"[13.44, 9.064, 199.36, 199.36]","[59, 34, 50, 64]",0.0805144681278647
saint_bernard_52,28,"[6.272, 26.344, 217.728, 168.448]","[101, 32, 60, 63]",0.1030651068051334
Ragdoll_9,26,"[26.432000000000002, 37.448, 184.12800000000001, 147.392]","[68, 69, 94, 82]",0.2840193689571762
great_pyrenees_195,28,"[1.344, 49.504000000000005, 222.208, 124.544]","[65, 129, 55, 49]",0.0888296663960598
Ragdoll_35,32,"[0.448, 47.712, 172.928, 147.84]","[93, 50, 87, 79]",0.24338652043574313
scottish_terrier_65,30,"[58.688, 52.68, 108.416, 108.416]","[62, 84, 68, 60]",0.347115017375026
beagle_77,4,"[97.664, 65.224, 91.392, 121.408]","[127, 55, 63, 57]",0.24632843632922485
german_shorthaired_63,14,"[55.104, 76.872, 69.44, 91.392]","[64, 73, 62, 58]",0.4916818199084693
chihuahua_78,10,"[50.888, 39.872, 124.096, 172.032]","[77, 46, 86, 56]",0.2255897987579508
Siamese_222,32,"[29.12, 55.626666666666665, 192.64000000000001, 127.68]","[42, 63, 82, 65]",0.21669947813886872
beagle_51,4,"[47.04, 39.24, 125.888, 134.848]","[93, 71, 82, 78]",0.3637890332863421
newfoundland_53,22,"[64.06400000000001, 44.168, 150.528, 141.568]","[135, 134, 66, 71]",0.15121207048519286
Russian_Blue_29,27,"[41.664, 37.0, 181.888, 148.288]","[161, 44, 24, 48]",0.04271126395880037
shiba_inu_9,10,"[107.968, 51.456, 85.12, 133.056]","[158, 45, 31, 50]",0.11711609211323311
pomeranian_68,24,"[37.448, 0.0, 147.84, 224.0]","[76, 57, 89, 59]",0.15856307011440937
saint_bernard_19,28,"[13.44, 41.888, 133.056, 77.056]","[23, 58, 51, 50]",0.24871344106705398
havanese_67,16,"[57.792, 31.584, 155.45600000000002, 163.968]","[97, 92, 85, 59]",0.19674529219610554
chihuahua_2,1,"[42.112, 62.536, 181.888, 85.568]","[58, 100, 48, 57]",0.14439502367313142
samoyed_47,29,"[41.032, 39.424, 144.704, 184.576]","[61, 86, 92, 44]",0.15156004916018528
japanese_chin_19,17,"[47.488, 58.016000000000005, 172.928, 137.984]","[74, 72, 68, 56]",0.1595889769002278
samoyed_25,29,"[64.512, 56.263999999999996, 137.088, 120.06400000000001]","[95, 68, 65, 62]",0.24484587833889773
great_pyrenees_67,15,"[50.176, 50.888, 134.4, 135.296]","[42, 46, 74, 57]",0.1808085316195601
newfoundland_24,22,"[3.584, 35.688, 183.68, 148.288]","[110, 83, 83, 95]",0.2641983482482018
Bombay_4,7,"[55.20540540540541, 13.016216216216216, 139.84864864864866, 200.0864864864865]","[59, 33, 65, 79]",0.18351197773006678
boxer_48,8,"[33.824, 15.68, 125.44, 204.288]","[98, 0, 62, 79]",0.14559157073026005
Bengal_98,11,"[65.224, 55.104, 99.904, 155.45600000000002]","[87, 61, 87, 79]",0.3802536782544907
Abyssinian_80,0,"[70.0, 42.175, 114.8, 139.825]","[107, 65, 82, 82]",0.3890875446975572
german_shorthaired_48,14,"[93.648, 109.312, 43.456, 98.56]","[94, 99, 42, 39]",0.25548419455745996
german_shorthaired_70,14,"[0.0, 56.263999999999996, 196.22400000000002, 103.488]","[132, 97, 57, 31]",0.08701506142841409
english_setter_194,3,"[90.048, 113.12, 133.952, 82.432]","[138, 100, 86, 57]",0.31007412403741136
yorkshire_terrier_91,30,"[37.632, 0.896, 140.224, 221.312]","[75, 0, 103, 74]",0.24149436002480698
german_shorthaired_88,14,"[64.56, 20.608, 133.056, 203.392]","[69, 0, 96, 126]",0.3483925810521825
British_Shorthair_36,9,"[0.0, 49.992000000000004, 183.232, 118.272]","[88, 84, 74, 57]",0.19463606354133114
great_pyrenees_49,15,"[0.0, 49.064, 223.552, 114.688]","[152, 95, 72, 60]",0.167271290373624
Persian_2,7,"[5.76, 42.88, 218.24, 136.96]","[41, 54, 61, 73]",0.14897884220749857
pomeranian_197,29,"[0.0, 3.0, 223.25333333333333, 217.28]","[58, 123, 74, 53]",0.08085183570031812
Bengal_33,5,"[42.112, 41.263999999999996, 180.992, 151.424]","[140, 107, 36, 8]",0.010508443520357348
german_shorthaired_67,14,"[72.57600000000001, 37.408, 82.432, 142.464]","[87, 67, 63, 55]",0.29505451720526193
great_pyrenees_57,15,"[29.568, 89.864, 121.408, 50.176]","[97, 75, 67, 59]",0.31090244684588836
Maine_Coon_49,26,"[125.888, 110.024, 54.656, 54.656]","[128, 115, 56, 63]",0.668491123930622
american_bulldog_46,1,"[66.568, 27.328, 116.928, 149.632]","[102, 29, 64, 59]",0.21581865590891874
Abyssinian_87,0,"[0.56, 28.56, 221.20000000000002, 167.44000000000003]","[71, 73, 111, 77]",0.23076469485385273
beagle_21,4,"[23.744, 72.36, 141.568, 108.864]","[71, 67, 82, 60]",0.2826591050482401
Bengal_99,5,"[0.448, 35.44, 201.6, 165.76]","[28, 39, 160, 132]",0.6320095605809891
Abyssinian_32,0,"[54.60000000000001, 71.12, 119.00000000000001, 88.76]","[47, 86, 83, 75]",0.4966218794375051
Bengal_195,5,"[44.434782608695656, 51.73913043478261, 130.2608695652174, 129.6521739130435]","[127, 96, 61, 64]",0.17206918980481015
miniature_pinscher_61,21,"[29.344, 13.44, 163.968, 207.872]","[87, 46, 65, 64]",0.12205012728664104
miniature_pinscher_20,21,"[59.584, 64.776, 99.456, 111.552]","[104, 85, 57, 73]",0.3575426722025148
chihuahua_53,10,"[23.17241379310345, 14.908722109533468, 157.20892494929006, 191.28600405679512]","[77, 52, 80, 62]",0.16493821254354032
newfoundland_194,22,"[59.808, 21.056, 113.792, 200.256]","[65, 42, 86, 58]",0.2188916409717721
Abyssinian_70,0,"[37.0, 1.792, 148.288, 221.312]","[70, 0, 117, 142]",0.48588696283786903
boxer_191,8,"[65.768, 4.928, 95.872, 211.008]","[79, 0, 76, 98]",0.34330098431647854
Persian_88,23,"[0.0, 37.584, 223.552, 153.216]","[121, 94, 64, 57]",0.10650552806292858
staffordshire_bull_terrier_7,21,"[70.336, 54.472, 96.32000000000001, 66.304]","[66, 80, 81, 51]",0.42293373432905507
newfoundland_78,22,"[0.0, 34.72, 180.096, 159.936]","[80, 144, 66, 52]",0.11571486093270657
great_pyrenees_99,15,"[0.448, 72.80000000000001, 177.40800000000002, 123.2]","[82, 63, 68, 64]",0.1636366942872998
staffordshire_bull_terrier_5,2,"[46.0, 21.056, 119.168, 202.94400000000002]","[109, 196, 11, 28]",0.012735466267371359
saint_bernard_23,28,"[2.24, 39.263999999999996, 212.8, 157.696]","[141, 53, 55, 57]",0.09342115752551021
havanese_40,16,"[16.128, 41.032, 184.12800000000001, 142.016]","[133, 44, 61, 56]",0.13063536105455098
Siamese_78,32,"[37.896, 4.48, 123.648, 219.52]","[68, 0, 84, 93]",0.270196485223561
yorkshire_terrier_33,16,"[37.184, 71.49600000000001, 181.44, 69.44]","[44, 79, 50, 48]",0.1904883817326214
american_pit_bull_terrier_51,2,"[78.176, 30.912, 65.856, 142.912]","[77, 57, 62, 78]",0.4992215015482085
Russian_Blue_237,7,"[57.120000000000005, 32.85333333333333, 90.34666666666666, 156.05333333333334]","[92, 51, 62, 68]",0.25934748680843484
pomeranian_36,24,"[1.792, 51.232, 157.248, 125.44]","[35, 72, 85, 60]",0.2585526541202562
english_cocker_spaniel_59,14,"[41.664, 89.75999999999999, 85.12, 98.56]","[60, 65, 71, 62]",0.241356927386172
Maine_Coon_69,0,"[8.96, 78.664, 101.696, 78.848]","[0, 42, 62, 54]",0.08801562745562737
Bombay_91,7,"[39.424, 36.064, 184.576, 158.592]","[59, 37, 116, 138]",0.5468655548857687
boxer_68,8,"[59.584, 41.928, 135.296, 144.704]","[98, 51, 59, 95]",0.2862926006495314
american_bulldog_70,33,"[24.192, 29.792, 133.952, 157.248]","[36, 109, 79, 70]",0.26253716941425975
basset_hound_80,3,"[37.0, 78.848, 101.696, 83.776]","[92, 82, 64, 56]",0.2755882016333027
Persian_272,23,"[30.270270270270274, 37.513513513513516, 190.2702702702703, 152.21621621621622]","[37, 48, 63, 55]",0.1196386163884943
Ragdoll_208,6,"[10.224066390041495, 12.929460580912863, 213.7759336099585, 196.11618257261412]","[0, 28, 94, 64]",0.12592186234516065
Sphynx_95,33,"[28.448, 0.448, 134.848, 170.24]","[38, 24, 87, 94]",0.3562386087281564
Siamese_94,32,"[60.928000000000004, 35.616, 137.088, 159.936]","[60, 56, 73, 103]",0.33710789509162864
Maine_Coon_53,0,"[63.392, 20.608, 84.224, 191.744]","[77, 174, 6, 4]",0.0014861190300339664
Abyssinian_204,33,"[35.21333333333333, 26.880000000000003, 141.86666666666667, 192.64000000000001]","[79, 46, 4, 7]",0.0010245453750655708
shiba_inu_53,31,"[85.12, 60.744, 138.88, 113.792]","[84, 66, 61, 61]",0.2301371505217783
Bombay_24,7,"[25.200000000000003, 50.800000000000004, 181.60000000000002, 167.20000000000002]","[136, 87, 60, 58]",0.11461121767173238
leonberger_59,19,"[102.144, 28.0, 89.60000000000001, 130.816]","[121, 49, 68, 65]",0.3770972751258037
shiba_inu_204,28,"[50.176, 58.056, 67.2, 115.136]","[67, 141, 52, 48]",0.18831985499436993
chihuahua_59,10,"[24.192, 37.0, 124.544, 148.736]","[38, 71, 95, 84]",0.4307883834928615
chihuahua_31,21,"[95.24000000000001, 46.144, 64.06400000000001, 159.04]","[97, 82, 61, 54]",0.32329811787809776
newfoundland_195,22,"[65.856, 67.912, 157.248, 117.376]","[76, 94, 64, 65]",0.22538701655386498
english_cocker_spaniel_29,12,"[37.0, 0.0, 148.288, 224.0]","[154, 61, 37, 128]",0.11797176640926645
chihuahua_19,1,"[33.152, 18.648, 190.4, 197.568]","[165, 136, 35, 25]",0.023260792412202975
scottish_terrier_70,35,"[48.448, 8.064, 126.784, 215.488]","[119, 169, 42, 18]",0.027671599005521266
miniature_pinscher_44,21,"[96.32000000000001, 32.032, 56.448, 110.656]","[99, 22, 58, 73]",0.4772138317504189
newfoundland_198,22,"[15.232000000000001, 31.36, 166.656, 165.76]","[100, 168, 15, 11]",0.005972872611337473
scottish_terrier_81,30,"[42.336, 34.944, 132.608, 141.12]","[93, 58, 70, 96]",0.35909634123919837
english_cocker_spaniel_37,12,"[54.472, 21.504, 115.136, 190.4]","[67, 25, 82, 68]",0.25435757960771854
miniature_pinscher_81,21,"[43.456, 54.576, 112.896, 102.592]","[86, 64, 60, 67]",0.34708352695413786
Ragdoll_235,32,"[45.54666666666667, 45.17333333333333, 123.94666666666667, 107.52000000000001]","[46, 75, 67, 50]",0.2513741989642242
pomeranian_6,24,"[0.896, 37.448, 223.104, 149.184]","[58, 89, 108, 71]",0.2303840984456303
newfoundland_32,22,"[38.448, 0.0, 146.94400000000002, 210.56]","[96, 28, 70, 74]",0.16741795398102155
Egyptian_Mau_45,11,"[43.92888888888889, 100.05333333333333, 113.99111111111111, 91.09333333333333]","[64, 107, 71, 60]",0.41025323840252687
yorkshire_terrier_194,36,"[72.352, 61.376000000000005, 92.736, 144.256]","[73, 97, 70, 38]",0.1988380024347483
american_pit_bull_terrier_202,15,"[59.733333333333334, 69.06666666666666, 108.26666666666667, 116.48]","[39, 48, 64, 48]",0.08026923852169116
wheaten_terrier_6,36,"[38.08, 83.592, 142.912, 84.672]","[67, 93, 59, 65]",0.31692525837274255
yorkshire_terrier_35,36,"[7.6160000000000005, 37.0, 194.88, 147.84]","[58, 84, 93, 72]",0.23241075427036015
newfoundland_51,12,"[54.656, 51.784, 95.872, 129.024]","[45, 128, 112, 39]",0.28764297365347513
great_pyrenees_36,15,"[130.368, 114.464, 93.632, 56.896]","[38, 63, 71, 69]",0.0
Bengal_36,5,"[56.896, 94.304, 90.496, 48.832]","[62, 98, 84, 44]",0.8363692692991449
shiba_inu_65,31,"[77.28, 136.192, 30.912, 66.752]","[67, 132, 54, 57]",0.46519912143825703
Ragdoll_203,26,"[43.73101952277657, 40.03470715835141, 118.07375271149674, 152.08676789587852]","[72, 82, 72, 66]",0.2646254654684025
British_Shorthair_270,9,"[0.0, 75.78666666666666, 223.25333333333333, 108.26666666666667]","[140, 84, 84, 62]",0.213142283959499
saint_bernard_69,28,"[74.368, 53.984, 143.808, 98.56]","[157, 53, 67, 55]",0.22704615662270566
pug_2,25,"[46.512, 4.48, 115.136, 190.848]","[79, 67, 71, 64]",0.2067947801688769
saint_bernard_7,28,"[71.232, 51.784, 103.936, 133.952]","[68, 57, 60, 56]",0.22540677409616203
beagle_94,13,"[82.88, 80.00800000000001, 56.448, 98.56]","[91, 66, 48, 49]",0.26934625341455176
