index,pred_class,true_bbox,cam_bboxes,vggnet_iou
basset_hound_199,3,"[70.336, 38.448, 153.66400000000002, 147.392]","[63, 72, 107, 58]",0.2505169782531997
saint_bernard_8,28,"[28.672, 43.72, 141.568, 142.016]","[88, 56, 77, 71]",0.2719234746593003
american_bulldog_62,10,"[74.144, 62.72, 65.856, 127.232]","[101, 64, 56, 60]",0.24896290480295866
leonberger_91,19,"[0.448, 49.992000000000004, 223.104, 135.744]","[0, 54, 103, 128]",0.4326179708269898
Egyptian_Mau_198,11,"[72.392, 44.352000000000004, 80.64, 157.248]","[79, 68, 55, 96]",0.41638806519758903
great_pyrenees_85,17,"[43.904, 39.992000000000004, 175.616, 147.392]","[60, 61, 69, 57]",0.15194483904961711
keeshond_29,24,"[28.896, 0.0, 166.208, 156.8]","[66, 78, 107, 54]",0.22170707665045222
american_pit_bull_terrier_54,2,"[28.672, 70.112, 175.616, 125.44]","[83, 72, 59, 53]",0.14194750222656483
leonberger_43,19,"[29.896, 7.6160000000000005, 163.52, 213.248]","[55, 0, 81, 77]",0.15836985112959415
Birman_83,6,"[0.448, 38.896, 223.552, 147.84]","[88, 59, 89, 90]",0.24236059084774372
shiba_inu_43,31,"[68.36, 0.0, 114.688, 216.832]","[70, 23, 77, 69]",0.2136478176364651
staffordshire_bull_terrier_73,34,"[4.928, 55.328, 214.144, 137.984]","[129, 72, 61, 59]",0.12179997679157789
miniature_pinscher_93,10,"[66.304, 64.328, 43.456, 120.96000000000001]","[58, 61, 64, 60]",0.3712466167414454
Bengal_65,5,"[41.664, 60.744, 182.336, 104.83200000000001]","[45, 89, 124, 76]",0.4930250465964751
boxer_77,8,"[42.112, 43.272, 181.44, 143.808]","[66, 62, 65, 61]",0.15195923832207398
British_Shorthair_72,9,"[65.224, 34.944, 112.44800000000001, 187.71200000000002]","[92, 54, 63, 67]",0.19997310026854734
samoyed_31,29,"[28.448, 0.0, 167.552, 224.0]","[78, 87, 91, 80]",0.1939696333078686
Ragdoll_86,6,"[2.688, 37.896, 179.648, 143.36]","[60, 61, 88, 68]",0.23234921306427805
english_setter_27,12,"[49.28, 48.608000000000004, 139.328, 140.672]","[57, 61, 131, 97]",0.6483312640829366
chihuahua_99,10,"[60.256, 17.024, 98.56, 205.184]","[68, 49, 83, 68]",0.2790890634240993
newfoundland_60,22,"[0.448, 40.544, 223.552, 146.048]","[76, 53, 79, 67]",0.16211668712722804
Abyssinian_48,33,"[44.5, 12.0, 137.0, 212.0]","[131, 52, 55, 43]",0.07427105600684053
Bombay_68,7,"[0.448, 34.72, 169.344, 155.008]","[108, 68, 61, 59]",0.13710646070865268
pug_69,25,"[44.800000000000004, 59.952, 163.52, 125.888]","[92, 89, 85, 61]",0.2518799209709721
japanese_chin_53,17,"[68.096, 37.856, 126.336, 137.536]","[96, 62, 82, 65]",0.3067493825619513
german_shorthaired_83,14,"[13.44, 54.432, 99.456, 141.568]","[48, 53, 76, 80]",0.3385390104531228
miniature_pinscher_90,21,"[42.56, 49.096000000000004, 108.416, 136.192]","[68, 95, 73, 66]",0.3263035645627868
Bombay_98,7,"[48.7, 15.399999999999999, 146.29999999999998, 208.6]","[65, 67, 67, 66]",0.1448972383018909
Bengal_60,5,"[0.0, 52.68, 174.72, 130.368]","[17, 70, 129, 98]",0.5550117301083797
havanese_73,16,"[30.016000000000002, 73.24799999999999, 180.096, 94.08]","[38, 68, 76, 74]",0.30129556761940085
yorkshire_terrier_24,36,"[62.624, 29.12, 86.912, 155.008]","[74, 53, 77, 51]",0.28437409204585024
boxer_69,8,"[0.0, 39.24, 158.144, 146.94400000000002]","[82, 48, 69, 62]",0.18409254561096874
British_Shorthair_223,9,"[3.7333333333333334, 62.34666666666667, 172.48000000000002, 132.90666666666667]","[101, 95, 62, 66]",0.1785048891145543
Sphynx_241,33,"[20.857379767827528, 1.4859038142620231, 178.30845771144277, 209.51243781094527]","[38, 25, 83, 103]",0.22884085585229355
British_Shorthair_66,9,"[17.92, 37.448, 206.08, 147.392]","[82, 97, 88, 66]",0.19121275112397282
american_pit_bull_terrier_75,2,"[73.24799999999999, 28.672, 104.384, 183.68]","[72, 40, 60, 64]",0.1952996189742728
american_bulldog_50,1,"[40.584, 3.136, 110.208, 218.624]","[83, 31, 64, 57]",0.15140627422500388
pomeranian_78,24,"[72.84, 51.072, 112.0, 142.464]","[81, 62, 78, 58]",0.2835302753176742
pomeranian_196,24,"[29.493333333333332, 0.0, 149.33333333333334, 224.0]","[84, 23, 78, 63]",0.14690290178571427
Siamese_43,32,"[69.44, 39.647999999999996, 154.56, 156.352]","[68, 66, 116, 87]",0.41030428912232825
miniature_pinscher_19,21,"[38.976, 26.688, 185.024, 172.928]","[68, 54, 96, 86]",0.25803362281318704
basset_hound_197,4,"[104.384, 136.688, 36.288000000000004, 44.352000000000004]","[99, 129, 39, 50]",0.6655608314768983
Bengal_95,5,"[77.504, 38.752, 146.496, 156.8]","[70, 62, 83, 63]",0.2028828265860992
newfoundland_45,22,"[45.92, 75.712, 90.048, 112.44800000000001]","[76, 95, 69, 61]",0.34262070195481076
english_setter_1,13,"[65.888, 17.472, 96.32000000000001, 202.496]","[60, 145, 85, 59]",0.23512257931151162
leonberger_30,8,"[90.496, 85.792, 39.424, 83.328]","[205, 171, 19, 8]",0.0
Egyptian_Mau_214,5,"[36.586666666666666, 78.77333333333334, 171.73333333333335, 112.0]","[98, 74, 59, 67]",0.1881235131674776
Sphynx_72,33,"[34.496, 12.096, 155.008, 211.45600000000002]","[33, 28, 147, 159]",0.7007412046565682
english_cocker_spaniel_76,12,"[44.616, 14.784, 118.72, 195.328]","[63, 29, 91, 65]",0.25507409694230815
havanese_24,16,"[56.896, 44.064, 120.512, 133.056]","[59, 60, 83, 82]",0.42445063480313083
scottish_terrier_60,30,"[78.848, 41.480000000000004, 89.60000000000001, 134.4]","[74, 58, 78, 100]",0.5839527933174955
leonberger_62,19,"[0.448, 33.824, 165.312, 157.248]","[96, 82, 78, 66]",0.1734877346197336
american_pit_bull_terrier_78,2,"[0.0, 37.856, 224.0, 152.32]","[67, 49, 85, 82]",0.20428093112244897
basset_hound_58,4,"[93.632, 100.128, 55.552, 74.816]","[89, 115, 62, 64]",0.6945956325400927
shiba_inu_1,10,"[84.672, 66.52799999999999, 61.824, 111.552]","[74, 65, 75, 58]",0.4501876484978093
Bengal_58,5,"[114.688, 70.152, 65.856, 55.552]","[103, 72, 58, 56]",0.5627913162896463
pomeranian_198,24,"[0.7466666666666667, 38.45333333333333, 166.50666666666666, 156.05333333333334]","[69, 69, 85, 65]",0.21263150149776044
Russian_Blue_63,27,"[6.272, 47.752, 106.624, 137.088]","[37, 78, 89, 70]",0.3420025999551717
yorkshire_terrier_42,36,"[36.736000000000004, 32.032, 187.264, 163.968]","[86, 95, 109, 74]",0.2626907754336341
keeshond_195,24,"[0.0, 7.259259259259259, 224.0, 216.74074074074073]","[0, 31, 143, 122]",0.35934143394199786
Egyptian_Mau_53,11,"[37.52, 74.52000000000001, 181.44000000000003, 77.28]","[50, 99, 83, 52]",0.30780897973789617
British_Shorthair_34,7,"[37.184, 33.376, 158.592, 158.592]","[128, 98, 65, 64]",0.16539819988131227
newfoundland_33,22,"[13.44, 46.816, 210.56, 149.184]","[61, 61, 81, 73]",0.18823906611235636
Persian_224,5,"[57.49333333333334, 64.58666666666667, 110.50666666666667, 121.70666666666668]","[61, 128, 60, 58]",0.2587476397456678
havanese_60,16,"[0.0, 37.0, 223.552, 148.288]","[98, 70, 126, 93]",0.35178435818940934
leonberger_66,19,"[4.48, 32.792, 219.52, 159.04]","[72, 50, 109, 71]",0.22166870574760517
yorkshire_terrier_68,36,"[2.24, 28.0, 188.608, 168.0]","[60, 73, 103, 77]",0.25029867944802625
american_pit_bull_terrier_76,2,"[74.816, 50.400000000000006, 81.536, 145.6]","[102, 67, 68, 66]",0.28085788918012783
miniature_pinscher_39,21,"[79.744, 74.536, 75.712, 100.352]","[69, 75, 58, 53]",0.3066586666953574
leonberger_53,19,"[0.0, 35.168, 223.552, 160.832]","[92, 44, 79, 59]",0.12963673388787694
Persian_82,23,"[2.24, 22.0, 221.76, 179.20000000000002]","[61, 62, 73, 67]",0.12307687042620079
saint_bernard_72,28,"[42.84347826086957, 15.582608695652175, 135.8608695652174, 189.42608695652174]","[124, 20, 64, 53]",0.11054222289731586
Siamese_228,6,"[18.240000000000002, 5.973333333333334, 188.16, 211.30666666666667]","[39, 46, 124, 92]",0.2869254087298726
keeshond_200,18,"[44.616, 0.896, 126.336, 176.512]","[69, 28, 85, 52]",0.198207877626696
Abyssinian_21,23,"[0.448, 30.240000000000002, 223.104, 149.632]","[98, 64, 56, 45]",0.07548639811598833
great_pyrenees_198,29,"[8.4, 58.93333333333334, 202.06666666666666, 140.0]","[103, 67, 89, 94]",0.2957298392798228
Maine_Coon_242,5,"[36.586666666666666, 33.22666666666667, 187.41333333333336, 131.41333333333333]","[65, 62, 64, 79]",0.2052896946536673
keeshond_82,18,"[35.392, 61.152, 176.064, 120.512]","[44, 67, 81, 74]",0.28249832702171934
Maine_Coon_97,20,"[31.928, 13.44, 157.696, 203.392]","[46, 59, 122, 70]",0.2662584051754963
Sphynx_3,33,"[42.24, 49.28, 139.52, 127.36]","[34, 47, 65, 72]",0.21400150119295083
chihuahua_34,10,"[98.11200000000001, 65.672, 60.928000000000004, 103.04]","[94, 68, 59, 59]",0.4966379685768723
english_cocker_spaniel_62,12,"[37.0, 23.744, 148.288, 198.464]","[47, 53, 101, 70]",0.24023244743192673
Siamese_23,32,"[0.0, 22.784, 224.0, 193.984]","[75, 150, 49, 32]",0.03608545034642032
english_cocker_spaniel_70,12,"[65.28800000000001, 17.92, 109.76, 168.448]","[76, 30, 95, 79]",0.40592027050453267
scottish_terrier_3,32,"[41.480000000000004, 73.47200000000001, 144.256, 112.44800000000001]","[43, 121, 93, 69]",0.36369224969273856
pug_48,25,"[49.544, 10.304, 124.096, 213.696]","[80, 35, 75, 66]",0.18665989742399242
pomeranian_55,24,"[0.0, 38.448, 188.16, 148.288]","[51, 63, 78, 57]",0.15934415819629535
scottish_terrier_29,30,"[96.32000000000001, 45.96, 91.84, 137.088]","[92, 65, 67, 69]",0.33557098220577153
Ragdoll_91,26,"[27.328, 40.136, 196.672, 108.416]","[56, 62, 63, 64]",0.18909698708828965
american_pit_bull_terrier_57,2,"[71.048, 45.248, 99.456, 125.888]","[72, 54, 60, 62]",0.29711707949506627
Maine_Coon_32,20,"[31.36, 30.096, 185.92000000000002, 159.04]","[50, 31, 63, 64]",0.1363603306586507
Sphynx_234,33,"[74.5472, 44.8096, 91.03359999999999, 137.6256]","[66, 49, 60, 65]",0.2556099710755446
beagle_73,4,"[44.800000000000004, 39.096000000000004, 176.512, 158.592]","[76, 78, 102, 70]",0.2550602023696857
yorkshire_terrier_94,36,"[54.472, 43.008, 113.792, 120.512]","[72, 45, 81, 68]",0.4016538248206228
wheaten_terrier_42,15,"[10.752, 71.456, 129.472, 115.136]","[91, 62, 62, 41]",0.09767901412075414
english_cocker_spaniel_55,12,"[35.84, 28.0, 122.304, 166.208]","[70, 37, 80, 89]",0.3502574721426143
British_Shorthair_88,9,"[36.736000000000004, 61.152, 113.34400000000001, 98.56]","[87, 78, 64, 54]",0.3035701890438276
Birman_200,6,"[54.400000000000006, 23.333333333333332, 125.53333333333333, 185.73333333333335]","[58, 27, 72, 62]",0.19145877326851232
British_Shorthair_38,9,"[8.064, 48.16, 177.40800000000002, 147.392]","[129, 86, 62, 45]",0.09626900976771914
miniature_pinscher_83,34,"[88.256, 105.056, 96.32000000000001, 68.992]","[100, 93, 60, 50]",0.30896215640255403
shiba_inu_205,29,"[81.536, 51.784, 55.104, 124.096]","[90, 91, 59, 49]",0.3070141624632582
great_pyrenees_29,15,"[43.272, 9.856, 137.536, 213.696]","[67, 0, 95, 72]",0.19466609045475755
english_cocker_spaniel_32,12,"[37.448, 34.496, 120.512, 176.512]","[88, 57, 67, 59]",0.18583276316914402
Ragdoll_26,23,"[20.16, 28.448, 150.976, 167.104]","[89, 38, 135, 100]",0.2691651591669984
Maine_Coon_42,20,"[50.400000000000006, 37.632, 106.176, 132.16]","[69, 53, 89, 76]",0.4706907311177418
Maine_Coon_21,26,"[32.480000000000004, 37.632, 163.52, 182.784]","[61, 64, 72, 61]",0.1469444798467332
Bengal_34,31,"[0.0, 50.816, 136.64000000000001, 141.12]","[77, 78, 60, 52]",0.1606767872401592
english_cocker_spaniel_53,28,"[70.336, 38.496, 83.776, 151.424]","[77, 34, 58, 64]",0.2665771694128202
chihuahua_73,10,"[44.800000000000004, 39.344, 121.408, 146.94400000000002]","[65, 87, 100, 67]",0.37555680882063913
yorkshire_terrier_192,10,"[75.264, 37.408, 81.08800000000001, 105.72800000000001]","[77, 57, 85, 58]",0.5170756573196059
Egyptian_Mau_96,11,"[33.97333333333333, 55.75111111111111, 110.50666666666666, 147.3422222222222]","[47, 86, 89, 97]",0.5302077192300634
Ragdoll_88,26,"[0.448, 36.064, 219.52, 159.04]","[45, 98, 144, 93]",0.38358797097453523
Birman_32,6,"[0.0, 16.136, 224.0, 195.776]","[26, 42, 154, 145]",0.5091916271657405
miniature_pinscher_79,2,"[135.51999999999998, 110.656, 34.944, 77.056]","[127, 121, 49, 48]",0.4981129183669563
miniature_pinscher_67,4,"[80.904, 41.664, 81.984, 162.624]","[69, 52, 70, 54]",0.2244793019903379
american_bulldog_36,1,"[45.064, 26.88, 126.336, 150.976]","[131, 103, 19, 15]",0.014942037527492848
saint_bernard_46,28,"[38.0, 11.648, 136.64000000000001, 212.352]","[60, 0, 77, 116]",0.2686187197241369
Russian_Blue_33,27,"[75.632, 49.28, 110.656, 150.08]","[72, 61, 98, 71]",0.3972771151464397
Bengal_89,5,"[37.896, 13.44, 144.704, 210.56]","[65, 74, 95, 60]",0.18707616025133456
boxer_38,8,"[41.928, 0.0, 137.536, 223.104]","[96, 0, 70, 69]",0.15740676176086382
staffordshire_bull_terrier_42,34,"[70.6, 41.216, 115.136, 162.624]","[81, 44, 72, 60]",0.23072144894874697
english_setter_63,12,"[22.400000000000002, 72.392, 183.68, 95.872]","[49, 75, 66, 60]",0.2248751820080665
pug_80,25,"[18.368000000000002, 54.024, 118.72, 131.264]","[73, 65, 61, 59]",0.23094699958997056
shiba_inu_51,10,"[82.432, 75.976, 73.47200000000001, 68.096]","[65, 66, 59, 59]",0.3161229559127293
pug_66,25,"[67.424, 50.624, 88.70400000000001, 164.416]","[90, 64, 63, 65]",0.28078029344633565
miniature_pinscher_42,10,"[25.536, 99.232, 75.264, 60.032000000000004]","[85, 48, 75, 57]",0.010472673593716616
miniature_pinscher_65,21,"[0.0, 31.136, 216.832, 164.864]","[75, 62, 70, 66]",0.1292387554700734
miniature_pinscher_59,21,"[72.744, 25.088, 102.144, 183.232]","[69, 67, 74, 67]",0.24817722681489177
keeshond_93,24,"[7.6160000000000005, 37.856, 199.36, 137.088]","[53, 38, 60, 81]",0.17782745120520116
pug_85,25,"[3.136, 64.776, 147.84, 119.616]","[85, 94, 66, 62]",0.23129162117407626
Siamese_224,32,"[73.92, 58.61333333333333, 105.28, 91.09333333333333]","[67, 60, 57, 52]",0.2617207792834292
beagle_52,4,"[39.424, 87.976, 117.824, 61.824]","[50, 87, 97, 70]",0.7424308492718955
pomeranian_27,24,"[66.52799999999999, 76.16, 98.56, 124.544]","[69, 69, 83, 66]",0.3794849833068008
beagle_49,4,"[61.824, 33.024, 140.224, 174.272]","[59, 31, 68, 62]",0.1579767473650624
pomeranian_34,24,"[60.928000000000004, 93.44800000000001, 142.912, 92.288]","[89, 97, 58, 58]",0.25505982401786836
beagle_2,1,"[4.48, 40.24, 219.52, 146.496]","[105, 85, 55, 65]",0.1111670767117931
keeshond_60,24,"[42.56, 28.0, 180.992, 168.0]","[72, 49, 87, 66]",0.18884023287532833
scottish_terrier_92,1,"[105.72800000000001, 71.048, 25.536, 43.456]","[96, 24, 82, 58]",0.050066087242492674
scottish_terrier_90,30,"[57.792, 32.256, 159.488, 185.472]","[65, 56, 68, 54]",0.12413558791860661
Maine_Coon_30,26,"[44.792, 6.72, 127.232, 194.43200000000002]","[96, 32, 69, 75]",0.20919257056079069
american_pit_bull_terrier_88,14,"[60.296, 67.2, 78.4, 81.536]","[70, 55, 85, 60]",0.40002038799166784
english_cocker_spaniel_61,12,"[64.328, 61.376000000000005, 86.912, 144.256]","[77, 67, 77, 67]",0.3909672618090186
english_setter_66,13,"[17.92, 60.296, 137.536, 125.888]","[28, 96, 77, 86]",0.3824621420374286
beagle_76,4,"[49.544, 8.96, 110.208, 211.008]","[73, 25, 80, 65]",0.2236100410854622
Birman_92,6,"[56.448, 46.368, 167.552, 149.632]","[68, 62, 88, 51]",0.1790106012464866
saint_bernard_57,28,"[60.032000000000004, 67.424, 119.168, 72.128]","[64, 58, 90, 58]",0.46294653466999874
great_pyrenees_77,29,"[11.666666666666666, 49.33333333333333, 161.93333333333334, 135.8]","[101, 58, 64, 69]",0.20081356170621192
japanese_chin_44,17,"[22.400000000000002, 37.64, 175.168, 148.736]","[133, 52, 67, 58]",0.14296493043912217
scottish_terrier_30,30,"[37.896, 0.448, 126.336, 215.936]","[79, 35, 75, 125]",0.3436521788849291
pomeranian_70,24,"[16.576, 37.448, 206.976, 149.184]","[68, 73, 93, 66]",0.19878547461455626
great_pyrenees_94,29,"[67.2, 46.856, 132.608, 139.776]","[69, 44, 155, 85]",0.512517365856566
english_cocker_spaniel_94,12,"[69.256, 17.024, 108.864, 193.088]","[89, 41, 72, 55]",0.1883890318179347
boxer_57,8,"[48.2, 6.272, 126.784, 215.488]","[94, 0, 64, 72]",0.15174289346067915
boxer_60,8,"[22.848, 28.896, 201.15200000000002, 165.312]","[79, 86, 82, 51]",0.12576369634713572
shiba_inu_78,10,"[0.0, 38.0, 159.936, 147.84]","[73, 64, 89, 60]",0.21945427515587776
basset_hound_44,3,"[60.480000000000004, 82.656, 118.272, 103.04]","[105, 91, 61, 69]",0.3453751884276438
yorkshire_terrier_199,36,"[14.784, 71.00800000000001, 194.43200000000002, 83.328]","[146, 75, 78, 63]",0.23245216580387618
Abyssinian_85,0,"[0.0, 36.984, 90.496, 104.384]","[100, 66, 89, 88]",0.0
Bengal_73,5,"[77.504, 64.736, 146.496, 108.864]","[93, 101, 131, 69]",0.5667745387032375
staffordshire_bull_terrier_74,34,"[83.776, 37.0, 84.672, 148.736]","[95, 61, 67, 55]",0.292604887683224
pomeranian_31,24,"[81.536, 32.344, 138.43200000000002, 138.43200000000002]","[111, 33, 70, 61]",0.22282036852507672
Abyssinian_215,13,"[24.64, 35.46666666666667, 168.74666666666667, 130.66666666666669]","[139, 79, 50, 84]",0.19047995304316415
english_cocker_spaniel_86,12,"[28.896, 39.424, 128.576, 184.576]","[44, 91, 87, 57]",0.20895798300418575
saint_bernard_78,28,"[129.024, 40.544, 86.016, 80.19200000000001]","[70, 90, 67, 53]",0.024025761611933878
wheaten_terrier_51,35,"[128.576, 54.048, 26.432000000000002, 42.56]","[88, 91, 63, 54]",0.02857266584659313
leonberger_86,19,"[41.032, 9.856, 146.048, 197.568]","[69, 0, 84, 97]",0.2466147244544003
staffordshire_bull_terrier_61,14,"[87.808, 45.512, 77.504, 103.04]","[123, 65, 64, 39]",0.18684297074372297
Ragdoll_43,26,"[53.984, 44.800000000000004, 131.264, 174.72]","[53, 50, 79, 79]",0.26782614436883506
British_Shorthair_99,9,"[21.056, 37.448, 197.568, 148.736]","[104, 53, 67, 66]",0.15048251366565804
Sphynx_70,33,"[64.736, 5.824, 102.592, 146.94400000000002]","[45, 0, 107, 117]",0.542215976455822
Bengal_59,5,"[12.096, 31.584, 120.06400000000001, 163.072]","[29, 100, 76, 65]",0.2523101624711718
english_cocker_spaniel_88,12,"[57.568, 30.016000000000002, 107.968, 160.38400000000001]","[74, 40, 85, 58]",0.2847021993096828
saint_bernard_90,28,"[47.488, 39.647999999999996, 80.19200000000001, 123.2]","[66, 91, 66, 64]",0.38868331636099657
beagle_54,4,"[76.16, 58.504000000000005, 59.136, 83.328]","[67, 68, 67, 63]",0.6619574603979144
beagle_5,4,"[87.36, 36.064, 87.36, 96.768]","[127, 53, 63, 56]",0.2870581758403369
newfoundland_57,22,"[60.048, 56.0, 83.328, 126.336]","[90, 77, 59, 71]",0.34683117556457166
wheaten_terrier_191,35,"[25.984, 47.856, 180.096, 134.4]","[31, 100, 57, 61]",0.14364858583358714
yorkshire_terrier_47,36,"[53.472, 16.576, 106.176, 193.536]","[74, 51, 82, 77]",0.30726737959893285
pug_195,1,"[66.03999999999999, 29.866666666666667, 105.28, 190.4]","[82, 85, 75, 71]",0.2656481475568951
wheaten_terrier_67,19,"[71.68, 37.0, 113.34400000000001, 147.84]","[130, 39, 63, 94]",0.2954473942491427
american_bulldog_97,1,"[34.496, 59.400000000000006, 138.88, 102.144]","[42, 97, 105, 56]",0.4145002122241087
Egyptian_Mau_28,0,"[77.504, 28.896, 94.976, 166.656]","[106, 32, 78, 113]",0.4385408525665697
leonberger_92,19,"[30.240000000000002, 35.392, 158.144, 188.608]","[65, 44, 101, 87]",0.29459664539949465
Siamese_210,32,"[25.984, 11.648, 198.016, 212.352]","[34, 36, 121, 124]",0.3568210085884403
american_bulldog_26,1,"[52.864000000000004, 53.576, 163.968, 126.336]","[74, 62, 92, 72]",0.3197673383968167
english_cocker_spaniel_41,12,"[73.47200000000001, 40.584, 99.456, 143.36]","[79, 47, 71, 56]",0.27886075249356496
Sphynx_46,33,"[2.688, 11.200000000000001, 162.624, 202.048]","[68, 21, 99, 95]",0.27998607112545004
staffordshire_bull_terrier_41,34,"[8.96, 42.376, 212.352, 135.744]","[51, 61, 111, 79]",0.3042097098740486
newfoundland_44,22,"[43.736000000000004, 1.344, 120.06400000000001, 193.536]","[105, 57, 59, 49]",0.12394120485555439
British_Shorthair_274,27,"[70.0, 74.52000000000001, 89.60000000000001, 103.60000000000001]","[72, 60, 70, 79]",0.4382578435104125
yorkshire_terrier_195,36,"[4.928, 42.824, 136.192, 143.36]","[36, 54, 76, 99]",0.38536227479272955
german_shorthaired_27,14,"[67.2, 73.84, 111.552, 112.44800000000001]","[79, 94, 106, 91]",0.6922801806176617
Maine_Coon_9,20,"[22.773333333333333, 61.64, 197.49333333333334, 98.93333333333334]","[28, 61, 76, 71]",0.27300119151951774
Birman_201,6,"[2.986666666666667, 67.98666666666666, 180.32000000000002, 94.45333333333333]","[107, 64, 69, 54]",0.19939555840324788
english_setter_2,13,"[50.888, 10.304, 133.952, 209.216]","[80, 175, 56, 49]",0.08817156789676543
leonberger_55,19,"[42.112, 57.608000000000004, 105.72800000000001, 87.36]","[91, 48, 68, 59]",0.26888735714336065
beagle_202,4,"[76.608, 114.952, 100.8, 53.312]","[105, 124, 77, 43]",0.5588535656704959
Persian_47,23,"[48.512, 18.368000000000002, 125.44, 196.672]","[92, 42, 67, 60]",0.16294741436275129
shiba_inu_37,31,"[35.90067720090293, 9.584650112866818, 149.1647855530474, 206.80812641083523]","[110, 32, 77, 59]",0.1430389684796337
german_shorthaired_3,14,"[79.56, 52.864000000000004, 54.208, 79.296]","[79, 59, 60, 57]",0.6675542501382562
american_pit_bull_terrier_37,14,"[45.248, 31.584, 173.824, 131.712]","[63, 57, 71, 43]",0.13334960091889692
staffordshire_bull_terrier_48,14,"[94.528, 58.504000000000005, 66.752, 115.584]","[87, 99, 81, 38]",0.30720729839092803
Russian_Blue_253,27,"[27.62666666666667, 36.46666666666667, 170.24, 157.54666666666668]","[25, 52, 72, 55]",0.1414983663592938
boxer_86,8,"[98.11200000000001, 65.632, 114.688, 130.368]","[122, 65, 65, 89]",0.3831138054961363
basset_hound_19,3,"[54.432, 5.824, 94.528, 191.296]","[59, 39, 71, 81]",0.31803653214007666
Persian_59,23,"[0.448, 25.504, 221.312, 190.848]","[102, 38, 69, 60]",0.09801843522092647
scottish_terrier_77,30,"[28.224, 28.0, 144.704, 167.104]","[90, 67, 65, 68]",0.182791033021082
basset_hound_49,3,"[14.336, 53.088, 185.024, 114.688]","[133, 61, 65, 61]",0.18685174010726793
american_bulldog_53,1,"[37.896, 56.448, 148.288, 166.208]","[68, 77, 76, 66]",0.20351648652066748
pug_97,25,"[66.304, 64.776, 157.696, 120.512]","[100, 93, 64, 62]",0.20879528729369407
leonberger_51,19,"[37.448, 17.92, 141.12, 206.08]","[95, 30, 62, 69]",0.1471012512147716
Maine_Coon_52,20,"[26.472, 14.336, 181.888, 169.792]","[30, 0, 65, 81]",0.13619878844083533
havanese_5,16,"[45.96, 17.92, 137.984, 205.632]","[57, 34, 106, 76]",0.2839226419283442
japanese_chin_52,17,"[47.04, 30.240000000000002, 120.512, 163.072]","[72, 46, 74, 70]",0.263584621366419
german_shorthaired_68,14,"[28.0, 4.928, 148.736, 217.728]","[116, 67, 44, 28]",0.038043487884518674
samoyed_28,29,"[4.032, 26.168, 189.056, 178.304]","[52, 66, 104, 80]",0.2468151279659736
Ragdoll_265,26,"[0.64, 32.64, 223.36, 158.72]","[47, 54, 136, 126]",0.48336188071910524
Birman_59,6,"[2.688, 49.024, 182.336, 129.472]","[29, 92, 62, 61]",0.16020395909483895
havanese_63,16,"[0.448, 61.64, 165.76, 117.376]","[66, 90, 82, 66]",0.2781626047881501
Sphynx_80,33,"[3.136, 12.544, 219.52, 211.45600000000002]","[51, 44, 98, 69]",0.1456736693618125
havanese_98,16,"[74.368, 38.0, 149.632, 147.84]","[101, 56, 82, 65]",0.24094103652620547
Egyptian_Mau_19,11,"[37.32727272727273, 2.327272727272727, 141.38181818181818, 220.5090909090909]","[92, 25, 76, 87]",0.21208638208899316
great_pyrenees_193,15,"[0.448, 11.0, 223.552, 198.464]","[40, 28, 107, 85]",0.2049945917887279
german_shorthaired_24,14,"[107.072, 48.608000000000004, 97.664, 146.94400000000002]","[148, 97, 76, 74]",0.26611843426867765
great_pyrenees_55,15,"[51.968, 37.448, 75.712, 123.2]","[42, 62, 76, 53]",0.3550819852032804
Birman_48,6,"[0.0, 48.2, 202.048, 124.096]","[120, 71, 68, 69]",0.18713096815887417
Egyptian_Mau_59,11,"[47.45333333333333, 62.720000000000006, 120.58666666666667, 119.46666666666667]","[89, 120, 74, 59]",0.3030663334412712
samoyed_96,29,"[32.704, 39.879999999999995, 188.16, 171.136]","[66, 73, 82, 70]",0.17825561179969368
american_pit_bull_terrier_94,8,"[30.016000000000002, 68.80799999999999, 94.08, 116.928]","[61, 74, 63, 51]",0.29207534306826183
scottish_terrier_191,30,"[22.848, 29.792, 128.12800000000001, 161.728]","[75, 61, 72, 67]",0.23279735203458984
Russian_Blue_228,7,"[21.653333333333336, 36.96, 202.34666666666666, 148.58666666666667]","[115, 58, 72, 72]",0.1724205786822508
boxer_66,8,"[13.44, 9.064, 199.36, 199.36]","[56, 47, 68, 50]",0.08554662238585624
saint_bernard_52,28,"[6.272, 26.344, 217.728, 168.448]","[106, 28, 70, 63]",0.12024262460598896
Ragdoll_9,26,"[26.432000000000002, 37.448, 184.12800000000001, 147.392]","[62, 65, 116, 92]",0.3932349124949383
great_pyrenees_195,15,"[1.344, 49.504000000000005, 222.208, 124.544]","[165, 105, 22, 14]",0.011129309398103637
Ragdoll_35,6,"[0.448, 47.712, 172.928, 147.84]","[92, 58, 78, 71]",0.21661856717486805
scottish_terrier_65,30,"[58.688, 52.68, 108.416, 108.416]","[61, 90, 81, 64]",0.44104025737062125
beagle_77,4,"[97.664, 65.224, 91.392, 121.408]","[104, 66, 88, 80]",0.6005062145389556
german_shorthaired_63,14,"[55.104, 76.872, 69.44, 91.392]","[64, 90, 59, 45]",0.41835660675560543
