index,pred_class,true_bbox,cam_bboxes,mobilenet_iou
British_Shorthair_40,9,"[29.568, 44.72, 161.28, 141.568]","[63, 53, 135, 137]",0.7016497346735449
havanese_49,16,"[0.448, 31.136, 186.368, 164.416]","[45, 73, 138, 74]",0.33326935675627417
english_setter_47,12,"[43.456, 43.68, 107.072, 142.912]","[34, 44, 98, 77]",0.4253209043917957
Bombay_73,7,"[4.928, 60.256, 211.45600000000002, 108.416]","[22, 72, 169, 87]",0.6413462572244367
havanese_25,16,"[61.192, 2.24, 110.656, 220.416]","[69, 32, 112, 103]",0.4181636711015665
leonberger_3,19,"[77.952, 67.016, 146.048, 119.168]","[62, 61, 131, 126]",0.6787078659784099
scottish_terrier_68,16,"[59.848, 45.248, 112.44800000000001, 159.04]","[67, 48, 106, 85]",0.49879483513612877
wheaten_terrier_66,35,"[6.72, 50.096000000000004, 209.216, 136.192]","[30, 37, 154, 142]",0.650639188220432
boxer_1,8,"[59.136, 56.712, 154.112, 128.576]","[39, 57, 152, 126]",0.7433198471124255
miniature_pinscher_98,21,"[94.976, 46.816, 73.024, 144.256]","[64, 41, 128, 140]",0.5252420792447271
chihuahua_22,10,"[66.752, 57.568, 88.256, 101.696]","[49, 52, 98, 97]",0.6583995122834657
english_setter_77,13,"[35.096000000000004, 30.912, 159.936, 175.616]","[29, 44, 122, 122]",0.4904537484991395
British_Shorthair_30,9,"[39.647999999999996, 23.744, 155.45600000000002, 194.43200000000002]","[57, 34, 138, 156]",0.7122434310182723
leonberger_200,19,"[34.496, 79.52000000000001, 118.272, 77.504]","[56, 72, 133, 107]",0.4717621127336591
Russian_Blue_82,9,"[21.056, 37.0, 159.04, 149.184]","[51, 41, 139, 141]",0.7245457358587293
Russian_Blue_91,27,"[8.96, 32.032, 215.04, 151.424]","[0, 36, 172, 135]",0.6517386975675469
samoyed_24,29,"[39.424, 53.984, 126.336, 141.568]","[40, 60, 117, 98]",0.6410910567600323
Ragdoll_76,26,"[3.584, 37.448, 220.416, 147.84]","[18, 56, 133, 119]",0.4856948871335305
keeshond_35,18,"[31.733333333333334, 66.86666666666667, 124.60000000000001, 119.0]","[32, 73, 144, 114]",0.8153884493017107
keeshond_81,18,"[30.912, 28.0, 193.088, 154.56]","[0, 46, 204, 126]",0.646413672882096
Bombay_25,7,"[0.0, 28.56, 189.84000000000003, 167.44000000000003]","[23, 29, 173, 161]",0.8194756613174482
wheaten_terrier_33,35,"[0.0, 32.928, 221.312, 163.072]","[54, 33, 134, 143]",0.5309534844519068
keeshond_80,22,"[89.60000000000001, 28.0, 134.4, 166.208]","[186, 75, 38, 87]",0.14799657228120358
havanese_81,16,"[49.992000000000004, 59.136, 135.296, 138.43200000000002]","[51, 68, 108, 93]",0.5362721625331158
english_setter_57,13,"[28.448, 34.048, 146.496, 141.12]","[53, 34, 140, 127]",0.6738947700605051
Ragdoll_98,26,"[37.448, 0.448, 146.94400000000002, 223.552]","[34, 20, 138, 124]",0.5013781053566752
British_Shorthair_25,9,"[0.448, 26.48, 217.728, 174.72]","[52, 39, 172, 150]",0.6405339030783519
american_pit_bull_terrier_40,1,"[59.504000000000005, 58.688, 96.768, 101.248]","[53, 57, 128, 109]",0.7022338348623851
wheaten_terrier_27,35,"[9.856, 23.272, 213.248, 174.272]","[29, 26, 128, 102]",0.3513157007202441
chihuahua_24,34,"[55.552, 82.656, 118.72, 64.512]","[35, 78, 153, 79]",0.6336447952345495
keeshond_32,24,"[37.0, 0.448, 146.496, 223.552]","[39, 37, 156, 158]",0.6604651294029864
British_Shorthair_77,9,"[56.448, 50.848, 134.848, 144.704]","[52, 67, 133, 124]",0.7944564252327443
Maine_Coon_93,20,"[28.448, 36.736000000000004, 103.936, 148.288]","[58, 45, 103, 101]",0.41047458614116594
leonberger_1,19,"[23.0, 17.472, 173.824, 206.528]","[34, 28, 155, 196]",0.8462507966768787
pomeranian_23,24,"[79.744, 38.344, 73.92, 124.096]","[75, 76, 86, 94]",0.5879573285102373
english_cocker_spaniel_20,12,"[28.448, 20.608, 166.656, 166.208]","[43, 40, 145, 88]",0.460657129341607
shiba_inu_3,31,"[52.68, 2.24, 126.784, 217.28]","[33, 32, 132, 119]",0.44718241355297705
wheaten_terrier_81,35,"[35.168, 35.392, 128.576, 179.20000000000002]","[58, 31, 127, 116]",0.4544261800995359
yorkshire_terrier_67,36,"[0.896, 37.0, 175.616, 149.632]","[39, 69, 146, 116]",0.5851063345291382
pomeranian_80,16,"[94.976, 110.88, 36.288000000000004, 60.928000000000004]","[120, 101, 84, 64]",0.08736954446671302
english_cocker_spaniel_31,12,"[84.224, 53.368, 75.264, 112.0]","[71, 66, 90, 65]",0.5211406599137909
american_pit_bull_terrier_2,34,"[64.96000000000001, 39.688, 159.04, 146.048]","[86, 45, 138, 136]",0.8080086566727268
shiba_inu_54,31,"[13.888, 40.096000000000004, 161.28, 153.66400000000002]","[112, 42, 112, 109]",0.22870522100879703
shiba_inu_207,31,"[13.44, 74.184, 114.688, 112.0]","[0, 65, 160, 90]",0.5155987647583827
shiba_inu_7,31,"[53.312, 71.048, 170.68800000000002, 114.24000000000001]","[63, 70, 120, 95]",0.5744789675345029
Sphynx_251,0,"[28.373333333333335, 28.373333333333335, 153.81333333333333, 195.62666666666667]","[76, 77, 98, 88]",0.2866069443415104
Persian_21,23,"[21.504, 10.752, 162.624, 169.792]","[40, 51, 114, 95]",0.39221716265607404
havanese_7,16,"[39.688, 25.536, 142.912, 193.536]","[55, 52, 134, 116]",0.5211644388493423
Maine_Coon_271,20,"[27.253333333333334, 52.6, 189.28, 117.97333333333334]","[23, 52, 96, 103]",0.41163753941731546
newfoundland_84,22,"[3.136, 42.376, 153.66400000000002, 142.464]","[34, 42, 153, 149]",0.6433247582916433
basset_hound_26,3,"[44.616, 48.384, 108.416, 124.096]","[62, 72, 116, 83]",0.4866348397422694
havanese_39,16,"[42.824, 25.984, 138.88, 177.856]","[95, 45, 93, 114]",0.3888624667192079
leonberger_22,19,"[0.0, 30.240000000000002, 195.776, 108.864]","[75, 33, 149, 121]",0.4830832066243688
english_setter_59,13,"[0.896, 45.024, 178.752, 150.528]","[38, 35, 149, 151]",0.6783579924470544
Egyptian_Mau_93,11,"[22.72463768115942, 58.84057971014493, 194.7826086956522, 120.11594202898551]","[66, 90, 136, 71]",0.4127113641064534
beagle_85,4,"[8.512, 45.44, 197.12, 145.15200000000002]","[64, 43, 132, 115]",0.5135028999957664
english_setter_75,13,"[66.08, 64.96000000000001, 80.64, 132.608]","[41, 53, 136, 118]",0.47008560239876984
pug_36,25,"[37.632, 55.368, 114.688, 120.96000000000001]","[77, 55, 96, 75]",0.36380458446404584
chihuahua_84,31,"[47.936, 81.0, 129.92000000000002, 73.47200000000001]","[61, 86, 81, 84]",0.5133854975852157
Egyptian_Mau_54,11,"[48.65573770491803, 54.950819672131146, 124.85245901639344, 114.75409836065575]","[65, 79, 85, 79]",0.4686846301020407
chihuahua_93,10,"[30.912, 28.896, 103.488, 160.832]","[36, 56, 121, 85]",0.45052076477309344
american_bulldog_43,2,"[12.096, 29.168, 128.12800000000001, 167.552]","[51, 22, 127, 102]",0.32592548623415407
basset_hound_91,3,"[56.896, 87.52000000000001, 107.52, 73.92]","[43, 78, 143, 77]",0.6199422172756754
american_bulldog_214,1,"[18.0, 4.032, 185.92000000000002, 205.184]","[53, 0, 152, 147]",0.5544568139061957
great_pyrenees_53,15,"[66.752, 93.0, 95.424, 93.184]","[61, 68, 131, 117]",0.5685892633101886
leonberger_195,19,"[6.272, 58.464, 196.22400000000002, 107.072]","[48, 72, 143, 122]",0.5333097690972805
Maine_Coon_29,20,"[18.816, 37.0, 205.184, 149.184]","[0, 57, 158, 111]",0.4724775704865492
saint_bernard_192,28,"[45.696, 48.832, 112.44800000000001, 151.424]","[72, 44, 104, 72]",0.3089356946655703
great_pyrenees_69,15,"[30.912, 58.912, 191.744, 111.104]","[43, 38, 147, 118]",0.5854531299165648
Abyssinian_55,0,"[0.8145454545454546, 13.847272727272728, 223.18545454545455, 210.15272727272728]","[33, 37, 161, 187]",0.6418988014562417
Maine_Coon_94,20,"[131.712, 54.952, 72.57600000000001, 108.864]","[109, 62, 96, 71]",0.5387794315140239
scottish_terrier_58,30,"[0.0, 42.480000000000004, 129.92000000000002, 143.36]","[30, 65, 81, 87]",0.37835568797831626
english_setter_58,13,"[64.512, 35.92, 86.912, 153.216]","[41, 23, 138, 155]",0.5523096289538945
Russian_Blue_216,0,"[62.720000000000006, 56.373333333333335, 123.94666666666667, 138.13333333333333]","[92, 91, 113, 72]",0.3696078609055914
boxer_25,8,"[52.64, 16.576, 142.912, 179.648]","[55, 38, 126, 109]",0.5349410913491014
Bombay_202,7,"[14.186666666666667, 28.0, 193.38666666666668, 167.25333333333333]","[37, 31, 154, 193]",0.687896279779108
german_shorthaired_198,14,"[0.0, 49.544, 161.728, 135.296]","[0, 69, 164, 112]",0.8182982763600848
Russian_Blue_207,27,"[0.448, 28.448, 223.552, 163.968]","[42, 45, 151, 130]",0.5355285645172357
pug_49,25,"[38.448, 83.776, 146.94400000000002, 140.224]","[60, 85, 122, 109]",0.6453749722196599
wheaten_terrier_88,13,"[90.72, 137.984, 28.224, 65.408]","[88, 137, 68, 87]",0.31204790263691684
yorkshire_terrier_31,36,"[69.256, 35.392, 115.584, 147.84]","[64, 60, 99, 101]",0.5373888643605366
Egyptian_Mau_218,11,"[28.28, 35.84, 167.72000000000003, 147.84]","[68, 64, 112, 123]",0.5325966221412092
Russian_Blue_263,27,"[12.444444444444445, 21.0, 211.05777777777777, 179.2]","[0, 27, 133, 128]",0.3915090526996444
Russian_Blue_61,27,"[81.984, 38.792, 69.44, 112.44800000000001]","[69, 35, 115, 113]",0.573631753426418
english_cocker_spaniel_64,12,"[38.792, 31.36, 138.43200000000002, 191.296]","[47, 43, 106, 94]",0.37626284626308176
basset_hound_52,3,"[11.200000000000001, 71.12, 212.8, 95.424]","[0, 68, 115, 96]",0.44417499238157826
yorkshire_terrier_79,36,"[73.024, 38.344, 148.288, 146.94400000000002]","[75, 77, 149, 106]",0.7025639951296939
Maine_Coon_231,20,"[97.81333333333333, 39.2, 125.44000000000001, 116.48]","[85, 50, 139, 105]",0.8214005577980316
chihuahua_89,10,"[17.472, 30.816, 201.6, 162.17600000000002]","[58, 43, 166, 116]",0.561659558618694
boxer_98,8,"[32.704, 34.0, 142.464, 154.56]","[38, 78, 144, 112]",0.6598787099180257
great_pyrenees_72,15,"[44.352000000000004, 73.696, 121.85600000000001, 117.824]","[39, 66, 147, 95]",0.6015883895234035
staffordshire_bull_terrier_23,8,"[64.32, 12.096, 131.712, 193.536]","[56, 29, 120, 99]",0.4201576561983969
pomeranian_86,24,"[0.0, 28.448, 223.552, 166.656]","[37, 41, 154, 109]",0.4505548876170159
beagle_26,4,"[0.0, 38.344, 207.424, 140.224]","[22, 46, 168, 134]",0.759432619675753
samoyed_194,29,"[45.472, 64.96000000000001, 99.456, 96.768]","[49, 72, 119, 100]",0.6663781907789363
leonberger_79,19,"[82.24799999999999, 80.64, 77.952, 139.328]","[54, 79, 129, 109]",0.5055846143979758
leonberger_97,19,"[0.0, 41.480000000000004, 223.552, 125.44]","[33, 51, 154, 116]",0.636317297770147
Birman_194,6,"[43.456, 39.24, 159.488, 145.15200000000002]","[127, 80, 76, 73]",0.23943553635056902
Russian_Blue_262,27,"[16.426666666666666, 38.0, 206.82666666666668, 130.66666666666669]","[47, 110, 7, 5]",0.001295080306490827
american_pit_bull_terrier_26,34,"[21.952, 53.232, 202.048, 133.056]","[35, 57, 113, 97]",0.4077191954577526
Sphynx_223,33,"[0.0, 39.666666666666664, 138.44444444444446, 155.55555555555557]","[55, 40, 126, 101]",0.32623353262794097
Russian_Blue_66,27,"[47.712, 39.872, 92.288, 179.20000000000002]","[44, 38, 128, 141]",0.590441809849076
german_shorthaired_61,14,"[77.056, 64.328, 72.128, 96.32000000000001]","[46, 60, 126, 92]",0.5176595227812567
yorkshire_terrier_66,36,"[25.984, 38.0, 184.12800000000001, 128.576]","[60, 64, 91, 76]",0.2921293806823067
Siamese_32,32,"[61.536, 13.44, 97.21600000000001, 198.912]","[53, 22, 96, 114]",0.49092241960993244
Bombay_64,7,"[54.50666666666667, 39.49333333333333, 169.49333333333334, 144.85333333333335]","[47, 45, 177, 144]",0.8939110613711521
British_Shorthair_272,9,"[64.84210526315789, 38.589473684210525, 140.29473684210524, 118.48421052631578]","[34, 42, 156, 126]",0.658354456353511
boxer_47,8,"[57.792, 38.792, 142.016, 146.496]","[75, 44, 116, 131]",0.7304092121321655
newfoundland_196,22,"[0.0, 37.0, 224.0, 141.568]","[36, 46, 167, 116]",0.6108876501549987
Bengal_6,5,"[60.032000000000004, 68.712, 130.816, 87.808]","[62, 94, 79, 72]",0.4036643423526702
wheaten_terrier_76,35,"[62.984, 0.896, 100.8, 215.488]","[55, 0, 130, 182]",0.67298332422224
boxer_54,8,"[49.28, 10.688, 129.92000000000002, 159.488]","[44, 22, 146, 102]",0.5926360293740941
german_shorthaired_50,14,"[108.864, 29.448, 67.648, 113.792]","[73, 41, 127, 106]",0.4855791227570286
Maine_Coon_92,20,"[82.432, 75.976, 137.536, 109.76]","[63, 72, 101, 105]",0.47193759034567406
basset_hound_98,3,"[44.08, 0.448, 154.56, 189.504]","[45, 39, 141, 138]",0.6643282312925171
Maine_Coon_96,20,"[6.72, 50.512, 217.28, 130.816]","[73, 50, 151, 95]",0.5006028473554074
Egyptian_Mau_215,5,"[20.96, 0.0, 188.90666666666667, 221.01333333333335]","[35, 23, 103, 136]",0.33551378902698775
wheaten_terrier_79,35,"[28.448, 13.44, 167.104, 210.56]","[37, 23, 156, 201]",0.8911646235415049
newfoundland_19,22,"[0.0, 28.896, 208.32, 167.104]","[27, 39, 164, 138]",0.6501373575461491
Sphynx_94,33,"[38.08, 19.48, 128.576, 184.12800000000001]","[72, 0, 114, 224]",0.5483930335466934
wheaten_terrier_83,35,"[69.44, 40.992000000000004, 62.72, 116.48]","[63, 43, 86, 99]",0.6461037155625288
english_setter_60,13,"[56.448, 44.576, 135.296, 137.536]","[34, 36, 145, 114]",0.5815030890264177
beagle_96,4,"[26.88, 57.568, 119.616, 137.088]","[45, 68, 95, 87]",0.5040273951340837
Siamese_44,32,"[71.456, 50.624, 103.936, 147.84]","[53, 49, 107, 116]",0.573766016797448
havanese_56,16,"[48.879999999999995, 28.224, 125.44, 190.4]","[67, 48, 117, 132]",0.5630117334649204
basset_hound_37,3,"[29.792, 59.136, 164.864, 164.864]","[41, 65, 125, 107]",0.4920872644548279
Abyssinian_74,0,"[38.792, 17.92, 147.392, 206.08]","[39, 30, 127, 148]",0.6188076567021682
american_bulldog_68,28,"[37.632, 34.544, 106.624, 121.408]","[0, 41, 126, 87]",0.47401322273360874
boxer_3,8,"[130.816, 100.57600000000001, 68.096, 60.928000000000004]","[120, 87, 104, 69]",0.49983478731570713
Egyptian_Mau_60,11,"[14.000000000000002, 39.08, 205.52, 145.04000000000002]","[23, 75, 112, 95]",0.35694372012005326
Bengal_48,5,"[6.272, 50.888, 217.728, 103.488]","[29, 82, 111, 82]",0.3404053410113486
pug_96,25,"[4.48, 35.152, 193.536, 186.368]","[79, 46, 119, 134]",0.44209810597750054
miniature_pinscher_197,2,"[0.0, 37.42666666666666, 195.62666666666667, 163.52]","[35, 34, 157, 173]",0.7668686464580876
Egyptian_Mau_31,11,"[21.44350758853288, 0.0, 186.98145025295108, 222.86677908937605]","[36, 56, 131, 125]",0.3929501402793719
basset_hound_75,3,"[49.28, 38.544, 157.248, 134.4]","[104, 70, 102, 93]",0.4488474075527647
havanese_64,16,"[60.928000000000004, 38.792, 138.43200000000002, 146.496]","[66, 60, 129, 114]",0.7251574307018611
British_Shorthair_26,9,"[25.984, 33.0, 198.016, 139.328]","[29, 58, 195, 127]",0.7416434413180115
British_Shorthair_41,9,"[75.976, 54.656, 98.56, 165.312]","[69, 62, 122, 139]",0.7007121003905766
basset_hound_39,3,"[52.416000000000004, 37.0, 160.832, 148.736]","[68, 42, 132, 142]",0.7835626300894557
Maine_Coon_265,20,"[0.0, 28.0, 177.856, 143.808]","[39, 52, 141, 105]",0.5650626635188538
keeshond_94,18,"[0.448, 9.136, 223.104, 198.912]","[0, 28, 205, 151]",0.6949456181639603
samoyed_7,29,"[22.344, 25.088, 155.45600000000002, 198.912]","[60, 32, 132, 121]",0.43669377355210126
Siamese_31,32,"[3.136, 48.544, 133.952, 135.744]","[30, 76, 122, 110]",0.5796191839668131
Siamese_249,32,"[0.0, 22.96, 224.0, 185.17333333333335]","[65, 54, 159, 147]",0.5634923135080645
japanese_chin_97,17,"[0.0, 8.448, 194.88, 193.536]","[28, 33, 131, 101]",0.3508032737959487
miniature_pinscher_4,21,"[49.728, 28.896, 165.312, 166.208]","[71, 44, 114, 123]",0.5103330078662192
Birman_46,26,"[0.448, 27.296, 203.84, 185.024]","[39, 44, 185, 138]",0.5641012682638505
Siamese_234,32,"[0.0, 39.2, 210.56, 156.05333333333334]","[43, 55, 134, 110]",0.4485889400553054
saint_bernard_5,28,"[62.272, 82.656, 81.536, 101.696]","[71, 83, 97, 72]",0.5224564486315517
scottish_terrier_39,30,"[114.24000000000001, 46.96, 109.76, 138.88]","[99, 67, 125, 103]",0.6724054630255503
Ragdoll_32,20,"[0.896, 35.168, 221.76, 160.38400000000001]","[0, 42, 120, 102]",0.3406965514448885
Bombay_6,7,"[72.42666666666668, 64.18666666666667, 111.25333333333334, 128.42666666666668]","[48, 74, 136, 119]",0.7638520154279778
Persian_51,23,"[19.240000000000002, 15.68, 185.024, 206.976]","[43, 27, 155, 153]",0.6192629164610406
havanese_192,16,"[20.608, 40.136, 172.48, 145.15200000000002]","[25, 60, 154, 105]",0.6458746693121694
yorkshire_terrier_193,36,"[30.912, 31.136, 171.584, 164.864]","[33, 43, 131, 114]",0.5279265775479508
samoyed_45,29,"[75.264, 49.2, 69.44, 103.936]","[66, 61, 92, 90]",0.6757993117573997
japanese_chin_47,17,"[59.848, 76.608, 96.32000000000001, 114.688]","[46, 80, 125, 84]",0.6012900768492666
keeshond_20,18,"[93.632, 83.104, 130.368, 112.896]","[67, 74, 133, 121]",0.6294481092261874
basset_hound_27,3,"[12.096, 37.984, 183.232, 173.824]","[22, 52, 168, 140]",0.7384587754896276
Egyptian_Mau_68,11,"[50.49790794979079, 2.8117154811715483, 126.52719665271967, 212.7531380753138]","[58, 83, 118, 110]",0.48218626122132646
samoyed_195,29,"[43.232, 45.248, 151.872, 178.752]","[49, 42, 141, 128]",0.6371955219155032
japanese_chin_96,17,"[43.456, 60.704, 124.096, 128.576]","[41, 53, 147, 104]",0.6193666733539899
english_cocker_spaniel_72,12,"[42.56, 28.0, 91.392, 133.952]","[61, 34, 91, 75]",0.40243484529103546
chihuahua_49,10,"[54.656, 31.96, 115.136, 157.248]","[37, 48, 127, 99]",0.5452645916486533
english_cocker_spaniel_8,12,"[29.12, 37.0, 149.632, 149.184]","[32, 70, 156, 106]",0.6675415104598623
wheaten_terrier_23,35,"[38.344, 3.136, 146.496, 220.864]","[46, 27, 143, 135]",0.5694089200971194
basset_hound_41,3,"[38.0, 42.56, 124.992, 133.056]","[55, 46, 123, 102]",0.6065044975679668
keeshond_51,18,"[39.2, 11.200000000000001, 152.32, 208.768]","[40, 39, 144, 139]",0.629443032577838
saint_bernard_1,28,"[67.872, 47.488, 118.72, 135.744]","[61, 42, 105, 82]",0.4360647121506245
Birman_51,6,"[0.0, 18.616, 224.0, 193.984]","[0, 40, 224, 184]",0.8403770498188763
pomeranian_192,24,"[0.0, 34.49333333333333, 223.25333333333333, 155.30666666666667]","[43, 44, 135, 119]",0.4633324092556691
beagle_74,4,"[26.432000000000002, 46.816, 197.568, 147.84]","[83, 61, 82, 104]",0.29197027192654007
Birman_87,26,"[11.200000000000001, 36.064, 212.8, 140.224]","[23, 57, 201, 108]",0.7274880063005529
english_setter_8,1,"[42.480000000000004, 32.704, 143.36, 159.936]","[48, 28, 136, 166]",0.9157233994994486
keeshond_7,18,"[37.448, 0.0, 147.392, 224.0]","[36, 36, 158, 188]",0.7914769310078187
Abyssinian_56,0,"[68.096, 34.272, 119.168, 162.17600000000002]","[88, 94, 111, 86]",0.41979346750556046
samoyed_40,29,"[37.448, 4.928, 147.84, 219.072]","[37, 38, 156, 163]",0.7146967643728305
Siamese_74,32,"[10.752, 64.68, 113.34400000000001, 81.984]","[50, 49, 111, 104]",0.41151650275371043
japanese_chin_23,17,"[0.0, 47.304, 220.416, 98.11200000000001]","[0, 57, 163, 100]",0.6129125035375541
Bombay_43,7,"[49.5632183908046, 71.0919540229885, 158.02298850574712, 103.63218390804597]","[33, 78, 155, 110]",0.6683029970269396
german_shorthaired_193,14,"[53.312, 48.647999999999996, 131.264, 137.088]","[63, 69, 130, 100]",0.6454065428086793
american_bulldog_29,1,"[70.152, 16.128, 93.632, 198.464]","[60, 0, 128, 120]",0.4016107737173634
British_Shorthair_56,9,"[73.92, 43.68, 150.08, 151.872]","[45, 44, 161, 147]",0.7179272210520089
english_setter_7,13,"[28.448, 19.264, 159.04, 204.73600000000002]","[0, 31, 184, 138]",0.5883233473065441
Bengal_66,5,"[23.296, 50.400000000000006, 92.736, 127.68]","[34, 67, 110, 101]",0.5649548068448442
Abyssinian_66,0,"[44.0, 24.733333333333334, 131.13333333333333, 191.33333333333334]","[77, 161, 12, 20]",0.009565496192401098
Ragdoll_83,26,"[30.912, 57.16, 149.632, 101.696]","[58, 67, 130, 84]",0.6497200127223759
Egyptian_Mau_30,11,"[22.400000000000002, 11.200000000000001, 200.48000000000002, 207.20000000000002]","[29, 71, 170, 129]",0.5279318053659633
japanese_chin_22,17,"[34.944, 29.344, 148.736, 166.656]","[68, 41, 122, 84]",0.3837933261791002
japanese_chin_81,17,"[20.16, 50.400000000000006, 197.568, 142.912]","[0, 45, 194, 109]",0.5740912292734478
Russian_Blue_240,27,"[0.0, 8.802867383512545, 223.19713261648747, 204.73118279569894]","[44, 40, 156, 150]",0.51208641055343
yorkshire_terrier_51,36,"[12.096, 19.344, 211.45600000000002, 186.816]","[50, 52, 111, 96]",0.26974917817389116
shiba_inu_61,28,"[109.688, 119.168, 33.152, 45.248]","[44, 122, 127, 102]",0.1077703454793029
american_pit_bull_terrier_81,4,"[36.288000000000004, 72.84, 129.024, 110.656]","[55, 51, 118, 96]",0.4694951524482622
Russian_Blue_258,7,"[2.986666666666667, 10.746666666666666, 217.28, 200.10666666666668]","[0, 28, 197, 155]",0.6843564580288517
newfoundland_58,22,"[46.408, 6.272, 138.43200000000002, 217.728]","[31, 24, 137, 174]",0.6446079141953802
german_shorthaired_87,14,"[40.32, 28.776, 148.736, 187.264]","[41, 44, 147, 142]",0.7494372676111143
scottish_terrier_85,30,"[64.688, 21.504, 137.536, 188.16]","[99, 43, 125, 100]",0.3679163989010104
japanese_chin_56,17,"[33.152, 38.0, 185.024, 147.392]","[40, 37, 157, 111]",0.6296472164653856
leonberger_34,19,"[64.512, 68.36, 63.168, 117.824]","[42, 68, 121, 115]",0.5130004543841269
yorkshire_terrier_50,36,"[38.528, 27.336, 170.68800000000002, 126.336]","[41, 37, 115, 96]",0.5119634551760056
great_pyrenees_66,15,"[74.816, 73.736, 149.184, 112.0]","[56, 64, 168, 98]",0.658213241305029
Abyssinian_24,0,"[67.48, 32.76, 119.00000000000001, 162.96]","[101, 71, 105, 102]",0.40774661324174793
staffordshire_bull_terrier_57,34,"[70.336, 37.0, 153.66400000000002, 149.184]","[63, 38, 129, 139]",0.7062878640348162
english_setter_21,13,"[30.400000000000002, 40.32, 160.38400000000001, 180.096]","[74, 45, 109, 130]",0.4905742431738808
samoyed_93,29,"[12.096, 53.096000000000004, 173.376, 104.384]","[64, 49, 133, 109]",0.6366942960686555
Bombay_46,7,"[0.0, 57.568, 150.976, 138.43200000000002]","[22, 67, 137, 128]",0.7529047215466741
american_pit_bull_terrier_9,2,"[1.344, 45.064, 222.656, 138.43200000000002]","[0, 67, 149, 102]",0.4864666551432859
german_shorthaired_80,14,"[115.136, 73.28800000000001, 84.224, 112.44800000000001]","[88, 59, 118, 136]",0.5901558045862414
Bengal_97,5,"[21.504, 49.952, 183.232, 142.912]","[24, 45, 166, 127]",0.7501445978937327
american_pit_bull_terrier_65,2,"[21.056, 28.448, 127.68, 166.208]","[0, 64, 147, 105]",0.5643539113816308
leonberger_56,19,"[17.024, 71.944, 195.776, 88.70400000000001]","[0, 72, 141, 97]",0.5480618767130778
Maine_Coon_227,20,"[27.62666666666667, 36.21333333333333, 159.04000000000002, 159.04000000000002]","[26, 61, 151, 110]",0.6450472755851251
great_pyrenees_192,15,"[6.272, 36.96, 211.904, 146.94400000000002]","[106, 29, 118, 98]",0.30980988091919015
Abyssinian_93,0,"[0.0, 28.0, 218.17600000000002, 168.0]","[89, 51, 135, 103]",0.3571516616988929
american_bulldog_211,1,"[4.928, 37.0, 218.624, 147.392]","[38, 43, 166, 151]",0.6940334881455396
chihuahua_194,10,"[22.693333333333335, 11.200000000000001, 187.41333333333336, 210.56]","[23, 38, 119, 119]",0.35885381346952616
chihuahua_71,10,"[11.200000000000001, 53.128, 172.928, 117.376]","[63, 84, 127, 99]",0.46792620744867264
american_pit_bull_terrier_50,2,"[46.816, 71.68, 90.496, 113.34400000000001]","[80, 95, 79, 59]",0.2930983123618356
Birman_93,6,"[30.912, 86.936, 150.08, 81.08800000000001]","[62, 86, 105, 87]",0.6656718075117409
Bengal_30,5,"[86.28, 97.21600000000001, 44.352000000000004, 51.072]","[86, 104, 73, 58]",0.4331447926475372
Maine_Coon_51,20,"[50.992000000000004, 31.36, 116.928, 164.416]","[45, 37, 102, 85]",0.41353077411631234
basset_hound_199,3,"[70.336, 38.448, 153.66400000000002, 147.392]","[63, 47, 124, 106]",0.5278810305940489
saint_bernard_8,8,"[28.672, 43.72, 141.568, 142.016]","[160, 71, 27, 76]",0.03640261982470155
american_bulldog_62,2,"[74.144, 62.72, 65.856, 127.232]","[70, 70, 107, 90]",0.49056979292106656
leonberger_91,19,"[0.448, 49.992000000000004, 223.104, 135.744]","[0, 45, 150, 147]",0.6337214488171636
Egyptian_Mau_198,11,"[72.392, 44.352000000000004, 80.64, 157.248]","[70, 64, 89, 121]",0.7126360215259454
great_pyrenees_85,15,"[43.904, 39.992000000000004, 175.616, 147.392]","[33, 41, 158, 123]",0.6645516592694564
keeshond_29,18,"[28.896, 0.0, 166.208, 156.8]","[42, 34, 152, 127]",0.6990910019209723
american_pit_bull_terrier_54,8,"[28.672, 70.112, 175.616, 125.44]","[43, 71, 134, 99]",0.6021987734370352
leonberger_43,19,"[29.896, 7.6160000000000005, 163.52, 213.248]","[31, 0, 153, 153]",0.6172722557223651
Birman_83,6,"[0.448, 38.896, 223.552, 147.84]","[45, 55, 179, 126]",0.6824220681622986
shiba_inu_43,31,"[68.36, 0.0, 114.688, 216.832]","[66, 0, 111, 123]",0.5311454084687853
staffordshire_bull_terrier_73,2,"[4.928, 55.328, 214.144, 137.984]","[57, 69, 167, 96]",0.5182583993726154
miniature_pinscher_93,21,"[66.304, 64.328, 43.456, 120.96000000000001]","[58, 81, 75, 68]",0.3992482663241541
Bengal_65,5,"[41.664, 60.744, 182.336, 104.83200000000001]","[40, 79, 132, 97]",0.5468449532990283
boxer_77,8,"[42.112, 43.272, 181.44, 143.808]","[30, 41, 143, 126]",0.5801154495634293
British_Shorthair_72,9,"[65.224, 34.944, 112.44800000000001, 187.71200000000002]","[57, 36, 140, 188]",0.7938763287795578
samoyed_31,29,"[28.448, 0.0, 167.552, 224.0]","[41, 33, 156, 162]",0.6661599853641123
